Matchup,MIN @ PIT
Pitcher,Mitch Keller
Pitcher Team,PIT
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.1,257,0.214,0.263,0.308,0.094,1.07,4,0.56,7.4%,21.0%,17.5%,16.5%,10.0%,6.30,60.7%,8.4%,5.3%,37.6%,20.6%,10.3%,15.3%
vsLHB,37.2,158,0.253,0.305,0.397,0.144,1.22,4,0.96,5.7%,19.2%,16.5%,17.1%,9.4%,6.21,54.4%,8.5%,7.4%,38.0%,19.8%,16.7%,18.2%
vsRHB,26.0,99,0.148,0.196,0.159,0.011,0.88,0,-,10.1%,24.3%,19.2%,15.7%,11.1%,6.58,70.7%,8.2%,1.5%,36.8%,22.1%,-,10.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Byron Buxton RHB,+233,23,4.00,3,3,0.238,0.304,0.762,0.524,0.444,4.3%,24.4%,21.7%,13.2%,91.5,18.8%,12.5%,12.5%,37.5%,25.0%,74.4,44.7%,18.4%,10.5%,95.0%,43.8%,28.6%,18.8%,31.2%,37.5%,25.0%,37.5%,33.3%
Josh Bell SHB,+349,24,3.40,2,2,0.273,0.333,0.545,0.273,0.377,8.3%,32.6%,20.8%,15.2%,96.3,17.6%,-,17.6%,58.8%,41.2%,72.1,19.5%,36.6%,14.6%,91.1%,35.3%,33.3%,11.8%,52.9%,52.9%,17.6%,29.4%,47.8%
Ryan Kreidler RHB,N/A,18,2.20,2,2,0.333,0.333,0.667,0.333,0.431,-,27.0%,33.3%,16.7%,90.2,16.7%,8.3%,8.3%,41.7%,50.0%,74.3,48.4%,19.4%,12.9%,83.8%,33.3%,50.0%,33.3%,33.3%,25.0%,66.7%,8.3%,56.2%
Trevor Larnach LHB,+472,30,3.40,1,1,0.286,0.333,0.464,0.179,0.349,3.3%,17.8%,20.0%,9.1%,88.9,4.5%,4.5%,31.8%,40.9%,40.9%,71.3,23.1%,33.3%,17.9%,86.7%,22.7%,20.0%,31.8%,31.8%,50.0%,27.3%,22.7%,38.5%
Kody Clemens LHB,+277,24,4.00,1,1,0.227,0.292,0.364,0.136,0.290,8.3%,24.5%,16.7%,12.2%,92.7,-,-,16.7%,33.3%,11.1%,71.3,6.5%,30.4%,6.5%,95.8%,33.3%,16.7%,11.1%,38.9%,44.4%,27.8%,22.2%,32.1%
Austin Martin RHB,+1040,21,3.80,1,1,0.095,0.095,0.238,0.143,0.142,-,18.4%,14.3%,10.0%,89.7,-,-,22.2%,22.2%,22.2%,69.5,4.3%,31.9%,4.3%,95.9%,27.8%,20.0%,22.2%,50.0%,61.1%,16.7%,22.2%,40.9%
Victor Caratini SHB,+488,20,3.60,1,1,0.214,0.350,0.429,0.214,0.324,20.0%,14.3%,10.0%,5.1%,91.2,7.1%,-,7.1%,50.0%,42.9%,71.5,16.0%,36.0%,16.0%,89.3%,28.6%,25.0%,21.4%,50.0%,21.4%,64.3%,14.3%,25.0%
James Outman LHB,N/A,21,2.60,0,0,0.158,0.238,0.211,0.053,0.207,9.5%,35.9%,42.9%,17.5%,84.8,-,-,30.0%,30.0%,30.0%,71.6,8.3%,13.9%,5.6%,92.3%,30.0%,0.0%,20.0%,50.0%,70.0%,20.0%,10.0%,55.0%
Brooks Lee SHB,+457,21,4.00,0,1,0.200,0.238,0.300,0.100,0.235,4.8%,21.4%,19.0%,9.8%,80.9,-,-,6.2%,18.8%,25.0%,68.4,-,22.9%,5.7%,85.4%,31.2%,0.0%,18.8%,43.8%,31.2%,50.0%,18.8%,33.3%
Tristan Gray LHB,+403,20,2.80,0,1,0.294,0.400,0.353,0.059,0.339,15.0%,40.0%,30.0%,19.6%,89.0,-,-,45.5%,45.5%,72.7%,72.1,20.9%,14.0%,7.0%,95.6%,18.2%,0.0%,54.5%,27.3%,45.5%,36.4%,18.2%,33.3%
Luke Keaschall RHB,+978,16,4.00,0,0,0.286,0.375,0.286,-,0.312,-,4.3%,-,1.8%,81.8,-,-,7.1%,28.6%,21.4%,68.5,5.3%,31.6%,10.5%,86.4%,28.6%,0.0%,28.6%,35.7%,28.6%,28.6%,42.9%,29.4%
Orlando Arcia RHB,N/A,9,2.80,0,0,0.375,0.444,0.500,0.125,0.411,11.1%,14.3%,11.1%,7.1%,85.0,-,-,14.3%,28.6%,57.1%,72.2,23.1%,30.8%,7.7%,92.9%,28.6%,0.0%,42.9%,14.3%,28.6%,42.9%,28.6%,44.4%
Alex Jackson RHB,N/A,3,3.33,0,0,0.333,0.333,0.667,0.333,0.423,-,28.6%,33.3%,13.3%,70.4,-,-,-,-,-,74.5,57.1%,-,-,100.0%,50.0%,0.0%,-,50.0%,50.0%,-,50.0%,25.0%
