Matchup,CWS @ BAL
Pitcher,Shane Baz
Pitcher Team,BAL
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,94.0,407,0.265,0.329,0.426,0.162,1.38,9,0.86,8.6%,21.4%,19.9%,18.7%,10.2%,7.76,60.3%,7.1%,8.0%,40.3%,25.7%,10.8%,16.3%
vsLHB,51.1,231,0.285,0.360,0.470,0.185,1.58,5,0.88,10.4%,22.0%,20.8%,20.6%,10.1%,8.42,57.6%,7.5%,8.9%,39.2%,26.6%,11.9%,16.5%
vsRHB,42.2,176,0.239,0.288,0.371,0.132,1.15,4,0.84,6.2%,20.6%,18.8%,16.4%,10.3%,6.96,64.0%,6.4%,6.9%,41.5%,24.6%,9.4%,16.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Andrew Benintendi LHB,,+461,25,16,3.20,3,2,0.333,0.375,1.000,0.667,0.569,6.2%,29.6%,18.8%,17.4%,97.9,292.1,4,3,18.2%,9.1%,36.4%,81.8%,27.3%,71.2,4.2%,45.8%,25.0%,92.3%,63.7%,45.5%,40.0%,18.2%,27.3%,63.6%,27.3%,9.1%,12.5%
Sam Antonacci LHB,,+800,12,17,4.60,2,2,0.400,0.471,0.867,0.467,0.555,11.8%,14.3%,11.8%,5.7%,90.4,286.5,3,2,23.1%,23.1%,46.2%,61.5%,61.5%,70.3,11.5%,30.8%,23.1%,100.0%,69.3%,30.8%,50.0%,38.5%,30.8%,53.8%,30.8%,15.4%,20.0%
Miguel Vargas RHB,,+347,18,21,4.60,1,2,0.211,0.286,0.421,0.211,0.307,9.5%,27.5%,28.6%,13.1%,91.6,308.5,6,4,7.7%,-,23.1%,46.2%,46.2%,74.5,42.1%,28.9%,10.5%,97.4%,76.9%,53.8%,14.3%,23.1%,23.1%,38.5%,46.2%,15.4%,35.0%
Colson Montgomery LHB,,+270,21,18,4.00,1,1,0.235,0.278,0.471,0.235,0.322,5.6%,25.9%,33.3%,13.7%,86.8,261.3,4,2,18.2%,-,9.1%,27.3%,36.4%,76.1,69.6%,21.7%,13.0%,88.5%,63.6%,54.5%,16.7%,9.1%,18.2%,18.2%,81.8%,-,30.0%
Braden Montgomery SHB,,+610,18,17,4.40,1,2,0.312,0.353,0.562,0.250,0.393,5.9%,24.0%,17.6%,12.5%,93.7,297.9,3,1,7.7%,-,7.7%,46.2%,30.8%,70.7,19.0%,47.6%,19.0%,95.5%,46.2%,30.8%,25.0%,15.4%,53.8%,46.2%,15.4%,38.5%,53.8%
Luisangel Acuna RHB,—,N/A,10,10,2.40,1,1,0.300,0.300,0.600,0.300,0.388,-,16.7%,20.0%,9.4%,84.4,321.0,2,2,25.0%,-,-,37.5%,37.5%,72.4,20.0%,20.0%,13.3%,88.2%,50.0%,25.0%,50.0%,25.0%,37.5%,37.5%,25.0%,37.5%,41.7%
Kyle Teel LHB,,+600,1,4,4.00,1,1,0.250,0.250,1.000,0.750,0.525,-,44.4%,50.0%,20.0%,83.9,297.0,1,1,50.0%,50.0%,50.0%,50.0%,50.0%,72.3,22.2%,11.1%,11.1%,100.0%,100.0%,50.0%,100.0%,50.0%,-,50.0%,50.0%,-,0.0%
Jacob Gonzalez LHB,,+630,26,17,3.60,0,0,0.188,0.235,0.188,-,0.195,5.9%,30.0%,23.5%,18.8%,88.8,276.7,3,0,-,-,9.1%,45.5%,27.3%,70.6,3.1%,21.9%,6.2%,91.4%,63.7%,27.3%,0.0%,36.4%,36.4%,27.3%,36.4%,36.4%,53.3%
Chase Meidroth RHB,,+1040,23,16,4.40,0,0,0.312,0.312,0.312,-,0.278,-,11.8%,25.0%,4.9%,84.7,235.0,1,0,-,-,9.1%,27.3%,36.4%,65.2,-,25.9%,3.7%,84.4%,54.6%,27.3%,0.0%,27.3%,36.4%,36.4%,27.3%,36.4%,9.5%
Drew Romo SHB,—,N/A,25,12,3.00,0,0,-,-,-,-,-,-,28.0%,41.7%,14.6%,80.7,233.7,1,1,14.3%,-,-,14.3%,14.3%,69.8,4.0%,16.0%,-,100.0%,57.1%,57.1%,0.0%,-,14.3%,-,57.1%,42.9%,46.2%
Randal Grichuk RHB,—,N/A,19,11,1.80,0,1,0.182,0.182,0.273,0.091,0.196,-,20.0%,9.1%,8.8%,92.1,303.7,4,1,20.0%,10.0%,20.0%,50.0%,40.0%,74.1,46.2%,53.8%,30.8%,86.7%,50.0%,20.0%,0.0%,30.0%,40.0%,40.0%,40.0%,20.0%,33.3%
Tristan Peters LHB,,+725,18,9,3.80,0,0,0.125,0.222,0.125,-,0.171,11.1%,21.1%,11.1%,13.8%,96.5,250.4,1,0,-,-,33.3%,83.3%,-,70.1,11.8%,29.4%,5.9%,94.4%,66.7%,66.7%,0.0%,-,33.3%,66.7%,16.7%,16.7%,57.1%
Junior Perez RHB,—,N/A,-,3,2.20,0,0,0.500,0.667,0.500,-,0.513,33.3%,33.3%,33.3%,9.1%,95.7,-,0,0,-,-,-,100.0%,-,71.4,-,33.3%,-,100.0%,-,-,-,-,100.0%,100.0%,-,-,0.0%
