Matchup,LAD @ ARI
Pitcher,Michael Soroka
Pitcher Team,ARI
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.0,255,0.250,0.292,0.364,0.114,1.20,4,0.59,5.5%,22.7%,23.1%,20.0%,11.4%,8.70,63.7%,6.8%,8.5%,33.9%,26.0%,8.7%,19.2%
vsLHB,34.0,153,0.288,0.332,0.410,0.122,1.44,2,0.53,5.9%,19.5%,20.9%,18.5%,9.5%,8.47,64.9%,7.1%,10.2%,36.1%,27.8%,6.7%,19.4%
vsRHB,26.2,102,0.196,0.234,0.299,0.103,0.90,2,0.68,4.9%,27.3%,26.5%,22.1%,14.5%,9.11,61.8%,6.2%,5.8%,30.4%,23.2%,12.5%,18.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shohei Ohtani LHB,+310,20,4.40,2,2,0.357,0.550,0.786,0.429,0.538,30.0%,31.0%,15.0%,13.3%,97.4,27.3%,-,18.2%,72.7%,54.5%,74.7,47.4%,23.7%,18.4%,90.5%,45.5%,40.0%,27.3%,27.3%,45.5%,27.3%,27.3%,61.1%
Will Smith RHB,+675,16,3.80,2,3,0.250,0.438,0.833,0.583,0.504,25.0%,17.9%,18.8%,7.4%,96.1,22.2%,-,11.1%,55.6%,66.7%,70.2,12.5%,37.5%,12.5%,85.7%,66.7%,33.3%,22.2%,11.1%,11.1%,55.6%,33.3%,18.8%
Max Muncy LHB,+440,12,3.00,2,3,0.455,0.500,1.091,0.636,0.658,8.3%,30.8%,25.0%,16.3%,92.5,25.0%,12.5%,50.0%,50.0%,50.0%,72.1,12.0%,12.0%,12.0%,100.0%,37.5%,66.7%,25.0%,25.0%,75.0%,25.0%,-,10.0%
Mookie Betts RHB,+650,18,4.00,1,1,0.167,0.167,0.333,0.167,0.216,-,7.4%,16.7%,3.3%,86.4,-,-,6.7%,40.0%,26.7%,69.7,11.5%,42.3%,3.8%,96.3%,26.7%,25.0%,20.0%,53.3%,26.7%,53.3%,20.0%,25.0%
Andy Pages RHB,+540,18,4.40,1,2,0.250,0.333,0.688,0.438,0.420,11.1%,11.1%,-,4.8%,89.4,18.8%,12.5%,25.0%,31.2%,43.8%,72.7,22.2%,37.0%,14.8%,100.0%,31.2%,0.0%,31.2%,25.0%,31.2%,37.5%,31.2%,16.7%
Freddie Freeman LHB,+600,16,4.20,1,1,0.364,0.438,0.727,0.364,0.444,18.8%,20.5%,12.5%,9.2%,91.4,-,-,18.2%,36.4%,36.4%,69.1,-,22.2%,2.8%,92.3%,36.4%,25.0%,36.4%,18.2%,27.3%,27.3%,45.5%,25.0%
Alex Freeland SHB,+1050,14,2.80,1,1,0.182,0.357,0.455,0.273,0.353,21.4%,33.3%,14.3%,10.6%,86.7,-,-,11.1%,22.2%,44.4%,70.7,5.3%,26.3%,5.3%,90.5%,44.4%,25.0%,11.1%,44.4%,33.3%,33.3%,33.3%,10.0%
Kyle Tucker LHB,+710,18,4.00,0,0,0.111,0.111,0.167,0.056,0.120,-,19.4%,16.7%,10.4%,88.0,-,-,20.0%,33.3%,40.0%,72.0,34.4%,34.4%,9.4%,88.9%,33.3%,0.0%,40.0%,20.0%,33.3%,26.7%,40.0%,47.1%
Dalton Rushing LHB,N/A,17,3.00,0,1,-,0.118,-,-,0.076,11.8%,40.5%,17.6%,22.7%,80.3,8.3%,-,8.3%,16.7%,8.3%,73.0,19.4%,13.9%,2.8%,97.3%,33.3%,0.0%,8.3%,50.0%,25.0%,41.7%,33.3%,52.9%
Miguel Rojas RHB,N/A,16,2.40,0,0,0.143,0.250,0.214,0.071,0.221,6.2%,13.8%,6.2%,6.8%,77.5,-,-,15.4%,30.8%,7.7%,68.7,-,28.0%,12.0%,92.6%,7.7%,0.0%,7.7%,61.5%,38.5%,61.5%,-,31.6%
Alex Call RHB,+1200,14,3.00,0,0,0.182,0.357,0.273,0.091,0.293,21.4%,20.0%,14.3%,6.7%,83.0,-,-,11.1%,11.1%,22.2%,67.8,-,29.4%,-,94.4%,11.1%,0.0%,11.1%,66.7%,66.7%,-,33.3%,11.8%
Santiago Espinal RHB,N/A,5,2.60,0,0,0.200,0.200,0.400,0.200,0.254,-,0.0%,-,-,81.1,-,-,-,60.0%,40.0%,68.9,-,40.0%,-,100.0%,-,-,40.0%,40.0%,-,80.0%,20.0%,60.0%
Ryan Ward LHB,+820,4,2.67,0,0,0.500,0.500,0.500,-,0.445,-,25.0%,25.0%,12.5%,80.2,-,-,33.3%,-,100.0%,73.3,25.0%,-,-,100.0%,-,-,100.0%,-,33.3%,66.7%,-,0.0%
