Matchup,DET @ TB
Pitcher,Ty Madden
Pitcher Team,DET
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,11.1,43,0.171,0.201,0.244,0.073,0.79,1,0.79,4.7%,26.2%,27.9%,23.1%,12.0%,9.53,62.8%,5.1%,6.9%,34.5%,20.7%,16.7%,3.4%
vsLHB,4.2,21,0.300,0.337,0.450,0.150,1.50,1,1.93,4.8%,20.0%,23.8%,23.8%,8.6%,9.64,61.9%,4.9%,6.7%,40.0%,20.0%,33.3%,-
vsRHB,6.0,22,0.048,0.071,0.048,-,0.33,0,-,4.5%,31.1%,31.8%,22.6%,14.9%,10.50,63.6%,5.3%,7.1%,28.6%,21.4%,-,7.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonathan Aranda LHB,+540,22,4.40,2,5,0.333,0.409,0.667,0.333,0.441,13.6%,14.3%,18.2%,7.5%,97.9,33.3%,26.7%,40.0%,60.0%,53.3%,71.7,20.0%,31.4%,22.9%,83.3%,40.0%,33.3%,33.3%,13.3%,46.7%,33.3%,20.0%,47.8%
Yandy Diaz RHB,+544,20,4.40,2,3,0.333,0.500,0.867,0.533,0.547,20.0%,12.8%,10.0%,5.4%,90.4,23.1%,-,7.7%,38.5%,38.5%,74.1,44.4%,16.7%,13.9%,92.3%,38.5%,40.0%,15.4%,38.5%,15.4%,38.5%,46.2%,21.7%
Ryan Vilade RHB,+760,21,3.20,1,1,0.125,0.286,0.312,0.188,0.266,19.0%,14.3%,9.5%,6.8%,84.4,6.7%,6.7%,6.7%,33.3%,20.0%,76.2,61.1%,11.1%,8.3%,90.0%,20.0%,33.3%,13.3%,53.3%,20.0%,60.0%,20.0%,30.4%
Hunter Feduccia LHB,+1260,13,3.20,1,2,0.385,0.385,0.692,0.308,0.465,-,25.8%,30.8%,17.0%,82.8,11.1%,-,11.1%,44.4%,44.4%,69.8,7.1%,21.4%,10.7%,93.3%,44.4%,25.0%,22.2%,11.1%,22.2%,44.4%,33.3%,60.0%
Victor Mesa Jr. LHB,+660,7,3.60,1,1,0.333,0.429,0.833,0.500,0.520,14.3%,35.7%,14.3%,19.2%,96.5,20.0%,20.0%,40.0%,60.0%,40.0%,74.5,41.7%,25.0%,25.0%,85.7%,40.0%,50.0%,20.0%,20.0%,60.0%,20.0%,20.0%,37.5%
Junior Caminero RHB,+318,28,4.40,0,2,0.320,0.393,0.360,0.040,0.337,10.7%,18.6%,17.9%,7.8%,96.6,15.0%,10.0%,15.0%,70.0%,30.0%,79.2,87.5%,37.5%,22.5%,93.0%,20.0%,0.0%,25.0%,55.0%,40.0%,50.0%,10.0%,24.1%
Chandler Simpson LHB,+1680,25,4.60,0,0,0.261,0.320,0.304,0.043,0.281,8.0%,2.9%,8.0%,1.4%,84.0,-,-,9.5%,14.3%,14.3%,65.1,3.3%,53.3%,3.3%,90.9%,19.0%,0.0%,9.5%,61.9%,52.4%,19.0%,28.6%,23.1%
Taylor Walls SHB,+1120,23,4.40,0,0,0.250,0.348,0.450,0.200,0.343,13.0%,30.6%,30.4%,12.5%,86.7,15.4%,7.7%,15.4%,30.8%,38.5%,67.6,6.2%,28.1%,3.1%,88.9%,15.4%,0.0%,30.8%,38.5%,53.8%,15.4%,30.8%,29.4%
Nick Fortes RHB,+563,18,3.40,0,0,0.167,0.167,0.167,-,0.148,-,20.5%,22.2%,12.7%,83.9,-,-,21.4%,21.4%,14.3%,73.2,25.0%,12.5%,7.5%,90.9%,14.3%,0.0%,14.3%,42.9%,64.3%,21.4%,7.1%,35.0%
Ben Williamson RHB,+1300,17,2.00,0,0,0.462,0.588,0.462,-,0.471,17.6%,13.8%,11.8%,5.4%,82.4,-,-,9.1%,36.4%,27.3%,67.7,20.0%,20.0%,10.0%,83.3%,9.1%,0.0%,27.3%,54.5%,36.4%,45.5%,18.2%,9.5%
Cedric Mullins LHB,+680,16,4.00,0,0,0.250,0.438,0.333,0.083,0.353,25.0%,11.5%,12.5%,4.1%,94.4,-,-,30.0%,40.0%,60.0%,71.2,11.5%,38.5%,7.7%,100.0%,40.0%,0.0%,40.0%,10.0%,40.0%,40.0%,20.0%,23.5%
Richie Palacios LHB,+880,13,4.40,0,1,0.222,0.462,0.333,0.111,0.366,30.8%,20.0%,15.4%,8.2%,92.1,14.3%,14.3%,42.9%,28.6%,28.6%,70.1,5.9%,35.3%,5.9%,89.5%,-,-,28.6%,57.1%,100.0%,-,-,0.0%
Oliver Dunn LHB,N/A,3,2.25,0,0,-,0.333,-,-,0.216,33.3%,50.0%,66.7%,14.3%,-,-,-,-,-,-,75.0,50.0%,-,-,100.0%,-,-,-,-,-,-,-,0.0%
