Matchup,KC @ WSH
Pitcher,Andrew Alvarez
Pitcher Team,WSH
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,24.1,103,0.261,0.328,0.413,0.152,1.44,2,0.74,10.7%,28.4%,25.2%,20.2%,12.8%,9.62,46.6%,7.2%,7.6%,45.5%,9.1%,33.3%,18.2%
vsLHB,7.0,33,0.300,0.368,0.500,0.200,1.71,1,1.29,9.1%,27.6%,21.2%,17.1%,11.9%,9.00,48.5%,7.5%,4.3%,43.5%,17.4%,25.0%,17.4%
vsRHB,17.0,70,0.242,0.309,0.371,0.129,1.35,1,0.53,11.4%,28.7%,27.1%,21.6%,13.2%,10.06,45.7%,7.1%,9.3%,46.5%,4.7%,50.0%,18.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jac Caglianone LHB,,+640,17,21,4.40,1,2,0.450,0.476,0.650,0.200,0.491,-,16.7%,19.0%,9.1%,81.1,261.6,3,2,6.2%,-,-,31.2%,43.8%,77.7,79.3%,17.2%,13.8%,80.6%,25.0%,25.0%,31.2%,37.5%,18.8%,31.2%,50.0%,35.0%
Michael Massey LHB,—,N/A,21,14,3.80,1,2,0.500,0.500,0.786,0.286,0.559,-,15.4%,7.1%,9.1%,81.1,219.7,3,2,15.4%,15.4%,38.5%,30.8%,30.8%,71.8,4.5%,27.3%,13.6%,91.7%,7.7%,100.0%,23.1%,30.8%,61.5%,30.8%,7.7%,41.2%
Salvador Perez RHB,,+496,35,10,4.40,1,1,0.222,0.300,0.667,0.444,0.402,10.0%,26.1%,20.0%,14.3%,97.3,303.0,4,2,14.3%,14.3%,28.6%,71.4%,28.6%,71.6,23.8%,28.6%,14.3%,91.3%,71.4%,20.0%,14.3%,14.3%,28.6%,57.1%,14.3%,44.4%
Nick Loftin RHB,,+1160,8,18,3.20,0,0,0.286,0.389,0.429,0.143,0.348,16.7%,8.7%,5.6%,4.0%,83.5,239.4,3,1,-,-,7.1%,21.4%,50.0%,68.6,5.6%,44.4%,11.1%,85.7%,28.6%,0.0%,42.9%,21.4%,7.1%,64.3%,28.6%,25.0%
Starling Marte RHB,,+1050,6,17,3.00,0,1,0.214,0.353,0.214,-,0.276,11.8%,32.0%,29.4%,14.5%,81.7,285.0,1,1,11.1%,-,-,44.4%,22.2%,72.6,30.4%,21.7%,17.4%,92.0%,-,-,11.1%,66.7%,44.4%,33.3%,22.2%,27.8%
Carter Jensen LHB,,+1080,15,15,4.40,0,0,0.357,0.400,0.500,0.143,0.391,6.7%,5.6%,20.0%,2.4%,90.6,273.6,2,1,-,-,-,40.0%,30.0%,72.8,35.3%,41.2%,23.5%,94.4%,30.0%,0.0%,30.0%,40.0%,10.0%,50.0%,40.0%,38.5%
Maikel Garcia RHB,,+1160,26,15,4.40,0,1,0.385,0.467,0.462,0.077,0.409,13.3%,9.7%,-,4.3%,99.0,308.7,5,2,15.4%,-,23.1%,69.2%,53.8%,72.2,13.8%,34.5%,27.6%,96.7%,23.1%,0.0%,46.2%,30.8%,46.2%,46.2%,7.7%,21.1%
Bobby Witt Jr. RHB,,+475,20,15,4.60,0,1,0.286,0.333,0.429,0.143,0.331,6.7%,11.1%,6.7%,6.0%,96.2,286.7,5,5,16.7%,-,8.3%,58.3%,58.3%,72.6,21.7%,39.1%,26.1%,95.8%,16.7%,0.0%,50.0%,16.7%,8.3%,66.7%,25.0%,31.2%
Lane Thomas RHB,,+730,23,13,3.40,0,0,0.167,0.231,0.167,-,0.187,7.7%,28.6%,46.2%,11.3%,88.5,149.2,0,0,-,-,33.3%,33.3%,16.7%,72.4,20.0%,15.0%,-,95.2%,33.3%,0.0%,-,50.0%,50.0%,50.0%,-,50.0%
Isaac Collins SHB,,+1000,14,13,3.40,0,0,0.182,0.308,0.273,0.091,0.277,-,26.3%,15.4%,10.9%,92.3,233.8,2,1,11.1%,11.1%,11.1%,55.6%,22.2%,72.9,43.8%,43.8%,25.0%,88.9%,-,-,22.2%,55.6%,55.6%,33.3%,11.1%,17.6%
Tyler Tolbert RHB,—,N/A,-,4,2.20,0,0,0.333,0.500,0.333,-,0.385,25.0%,33.3%,50.0%,11.8%,16.1,-,0,0,-,-,-,-,-,68.7,-,-,-,83.3%,-,-,-,-,100.0%,-,-,33.3%
Kameron Misner LHB,—,N/A,-,2,3.25,0,1,0.500,0.500,0.500,-,0.445,-,33.3%,-,16.7%,82.4,290.4,1,0,-,-,-,50.0%,-,73.2,16.7%,16.7%,-,100.0%,100.0%,0.0%,-,-,-,50.0%,50.0%,0.0%
