Matchup,ATL @ PIT
Pitcher,Jared Jones
Pitcher Team,PIT
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,29.1,126,0.252,0.333,0.461,0.209,1.36,5,1.53,8.7%,32.8%,24.6%,22.8%,15.5%,9.51,51.2%,6.2%,8.3%,40.5%,23.8%,20.0%,21.4%
vsLHB,16.1,75,0.294,0.388,0.559,0.265,1.65,4,2.20,9.3%,33.8%,25.3%,20.7%,15.8%,10.47,48.7%,5.8%,10.2%,49.0%,18.4%,33.3%,22.4%
vsRHB,13.0,51,0.191,0.253,0.319,0.128,1.00,1,0.69,7.8%,31.2%,23.5%,27.3%,15.1%,8.31,54.7%,6.8%,5.7%,28.6%,31.4%,9.1%,20.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ozzie Albies SHB,,+560,19,23,4.60,2,4,0.364,0.391,0.818,0.455,0.509,4.3%,27.3%,26.1%,18.1%,89.2,280.1,5,4,12.5%,12.5%,43.8%,37.5%,50.0%,69.4,3.8%,17.0%,5.7%,100.0%,68.7%,31.2%,40.0%,37.5%,18.8%,62.5%,18.8%,18.8%,43.8%
Matt Olson LHB,,+325,19,21,4.80,2,3,0.263,0.333,0.737,0.474,0.443,9.5%,17.1%,23.8%,7.5%,92.6,314.3,5,4,21.4%,7.1%,35.7%,57.1%,35.7%,74.4,48.4%,32.3%,25.8%,88.6%,71.4%,35.7%,20.0%,35.7%,28.6%,50.0%,28.6%,21.4%,28.6%
Michael Harris II LHB,,+458,26,25,5.00,1,1,0.333,0.360,0.542,0.208,0.390,4.0%,31.1%,16.0%,17.5%,89.5,251.9,1,1,5.0%,-,25.0%,40.0%,20.0%,75.0,51.3%,23.1%,17.9%,86.7%,45.0%,25.0%,20.0%,20.0%,50.0%,50.0%,30.0%,20.0%,46.7%
Joey Bart RHB,—,N/A,10,12,3.00,1,1,0.364,0.417,0.636,0.273,0.452,8.3%,11.1%,16.7%,5.1%,94.3,229.4,2,1,11.1%,11.1%,22.2%,55.6%,33.3%,77.1,69.2%,38.5%,30.8%,86.7%,55.6%,-,-,55.6%,33.3%,33.3%,55.6%,11.1%,20.0%
Dominic Smith LHB,,+675,27,22,3.80,0,1,0.190,0.227,0.190,-,0.191,4.5%,25.0%,22.7%,10.1%,85.3,269.4,2,1,-,-,18.8%,37.5%,25.0%,68.7,6.9%,27.6%,10.3%,90.6%,31.3%,12.5%,0.0%,18.8%,62.5%,50.0%,31.2%,18.8%,25.0%
Mauricio Dubon RHB,,+875,12,21,4.60,0,0,0.353,0.476,0.412,0.059,0.396,19.0%,22.9%,14.3%,11.8%,78.7,226.4,1,0,-,-,14.3%,28.6%,35.7%,68.1,6.5%,22.6%,6.5%,91.2%,28.6%,14.3%,0.0%,14.3%,50.0%,50.0%,21.4%,28.6%,30.0%
Drake Baldwin LHB,,+470,29,18,4.40,0,0,0.125,0.222,0.125,-,0.179,-,21.2%,5.6%,9.7%,89.0,265.8,4,2,-,-,6.7%,40.0%,13.3%,74.9,54.8%,29.0%,16.1%,93.9%,53.3%,40.0%,0.0%,13.3%,40.0%,20.0%,46.7%,33.3%,26.7%
Mike Yastrzemski LHB,,+650,24,15,3.20,0,1,0.083,0.200,0.083,-,0.146,13.3%,20.7%,13.3%,8.0%,86.7,283.6,4,2,9.1%,-,18.2%,45.5%,27.3%,71.8,4.0%,32.0%,8.0%,86.2%,54.6%,27.3%,0.0%,27.3%,36.4%,45.5%,36.4%,18.2%,30.0%
Jorge Mateo RHB,,+1120,23,15,2.60,0,0,0.154,0.267,0.231,0.077,0.231,13.3%,40.6%,40.0%,26.0%,92.4,291.7,4,2,-,-,-,57.1%,57.1%,74.2,40.0%,16.0%,8.0%,78.1%,71.4%,14.3%,0.0%,57.1%,14.3%,14.3%,42.9%,42.9%,36.4%
Jim Jarvis LHB,,+1450,8,14,3.60,0,0,0.308,0.357,0.308,-,0.301,7.1%,18.5%,14.3%,8.6%,81.6,252.5,1,0,-,-,-,18.2%,18.2%,71.1,17.4%,8.7%,-,88.5%,36.4%,27.3%,0.0%,9.1%,63.6%,27.3%,36.4%,36.4%,18.8%
