Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Nolan Arenado","ARI","Eric Lauer","LAD","27","0.296","0.20","0.48","0.78","3","1","0","4","5","7","21","14.8","0.394","5"
"Matt Olson","ATL","Kevin Gausman","TOR","16","0.250","0.20","0.38","0.63","2","0","0","2","2","3","10","25.0","0.250","0"
"Ketel Marte","ARI","Eric Lauer","LAD","21","0.381","0.35","0.33","0.71","5","1","0","2","3","3","15","9.5","0.409","1"
"Heriberto Hernandez","MIA","Richard Lovelady","WSH","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","0"
"Wenceel Perez","DET","Steven Matz","TB","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Mike Trout","LAA","Tomoyuki Sugano","COL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.667","1"
"Samuel Basallo","BAL","Connelly Early","BOS","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Gunnar Henderson","BAL","Connelly Early","BOS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Brent Rooker","ATH","Jameson Taillon","CHC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","66.7","0.333","0"
"J.T. Realmuto","PHI","Randy Vasquez","SD","3","0.667","0.50","1.00","1.67","1","0","0","1","1","1","5","0.0","0.667","0"
"Aaron Judge","NYY","Joey Cantillo","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Jonathan Aranda","TB","Jack Flaherty","DET","4","0.500","0.33","1.00","1.50","0","1","0","1","2","1","6","0.0","0.600","1"
"Spencer Torkelson","DET","Steven Matz","TB","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","0.0","0.200","0"
"Kyle Schwarber","PHI","Randy Vasquez","SD","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","0.0","0.333","1"
"Bryce Harper","PHI","Randy Vasquez","SD","5","0.600","0.67","0.80","1.40","1","1","0","1","2","1","7","20.0","0.667","1"
"Shea Langeliers","ATH","Jameson Taillon","CHC","6","0.333","0.25","0.50","0.83","1","0","0","1","1","1","5","16.7","0.333","0"
"Alec Bohm","PHI","Randy Vasquez","SD","6","0.500","0.50","0.50","1.00","2","0","0","1","1","4","6","16.7","0.500","0"
"Austin Riley","ATL","Kevin Gausman","TOR","6","0.667","0.60","0.50","1.17","3","0","0","1","1","2","7","0.0","0.667","0"
"Trea Turner","PHI","Randy Vasquez","SD","6","0.500","0.40","0.50","1.00","2","0","0","1","1","1","6","0.0","0.500","0"
"Mike Yastrzemski","ATL","Kevin Gausman","TOR","6","0.333","0.20","0.50","0.83","1","0","0","1","1","2","5","0.0","0.333","0"
"Mauricio Dubon","ATL","Kevin Gausman","TOR","9","0.333","0.25","0.33","0.67","2","0","0","1","1","1","6","0.0","0.333","0"
"Kody Clemens","MIN","Davis Martin","CWS","10","0.300","0.29","0.30","0.60","2","0","0","1","1","1","6","20.0","0.300","0"
"Yandy Diaz","TB","Jack Flaherty","DET","10","0.400","0.43","0.30","0.70","3","0","0","1","1","2","7","20.0","0.455","0"
"Jeff McNeil","ATH","Jameson Taillon","CHC","11","0.273","0.25","0.27","0.55","2","0","0","1","1","1","6","18.2","0.273","0"
"Jesus Sanchez","TOR","Bryce Elder","ATL","21","0.286","0.31","0.43","0.71","1","2","2","1","5","4","15","19.0","0.286","0"
"Manny Machado","SD","Aaron Nola","PHI","25","0.160","0.19","0.16","0.32","2","1","0","1","2","3","8","32.0","0.192","1"
"Marcus Semien","NYM","Logan Gilbert","SEA","38","0.132","0.14","0.13","0.26","2","2","0","1","3","4","10","21.1","0.132","0"
"Daylen Lile","WSH","Lake Bachar","MIA","1","1.000","1.00","2.00","3.00","0","0","1","0","1","1","3","0.0","1.000","0"
"Dalton Rushing","LAD","Michael Soroka","ARI","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Kyle Stowers","MIA","Richard Lovelady","WSH","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Paul Goldschmidt","NYY","Joey Cantillo","CLE","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Marcelo Mayer","BOS","Shane Baz","BAL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.750","2"
"Vladimir Guerrero Jr.","TOR","Bryce Elder","ATL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Tristan Gray","MIN","Davis Martin","CWS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Colson Montgomery","CWS","Connor Prielipp","MIN","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Maikel Garcia","KC","Andrew Abbott","CIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Myles Straw","TOR","Bryce Elder","ATL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Joc Pederson","TEX","Dustin May","STL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","2","2","33.3","0.500","1"
"Taylor Walls","TB","Jack Flaherty","DET","4","0.250","0.25","0.25","0.50","0","1","0","0","1","2","2","0.0","0.250","0"
"Zack Short","DET","Steven Matz","TB","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.250","0"
"Ty France","SD","Aaron Nola","PHI","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.400","0"
"Lane Thomas","KC","Andrew Abbott","CIN","5","0.400","0.33","0.20","0.60","1","1","0","0","1","2","3","0.0","0.429","1"
"Gavin Sheets","SD","Aaron Nola","PHI","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Jonah Heim","ATH","Jameson Taillon","CHC","6","0.500","1.00","0.17","0.67","2","1","0","0","1","2","4","50.0","0.500","0"
"Brandon Nimmo","TEX","Dustin May","STL","6","0.333","0.67","0.17","0.50","1","1","0","0","1","1","3","50.0","0.429","1"
"Corbin Carroll","ARI","Eric Lauer","LAD","7","0.286","0.50","0.29","0.57","1","0","1","0","1","1","4","42.9","0.286","0"
"Riley Greene","DET","Steven Matz","TB","7","0.143","0.17","0.14","0.29","0","1","0","0","1","1","2","14.3","0.143","0"
"Victor Caratini","MIN","Davis Martin","CWS","7","0.143","0.17","0.14","0.29","0","1","0","0","1","0","2","14.3","0.143","0"
"Ildemaro Vargas","ARI","Eric Lauer","LAD","8","0.250","0.25","0.13","0.38","1","1","0","0","1","1","3","0.0","0.222","0"
"Byron Buxton","MIN","Davis Martin","CWS","12","0.083","0.20","0.17","0.25","0","0","1","0","1","0","3","58.3","0.214","2"
"Jarren Duran","BOS","Shane Baz","BAL","14","0.143","0.18","0.07","0.21","1","1","0","0","1","0","3","21.4","0.200","0"
"Nick Castellanos","SD","Aaron Nola","PHI","16","0.188","0.30","0.13","0.31","1","2","0","0","2","1","5","37.5","0.188","0"
