Matchup,MIA @ WSH
Pitcher,Max Meyer
Pitcher Team,MIA
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.2,277,0.194,0.263,0.308,0.113,1.10,5,0.68,9.0%,30.4%,26.7%,22.4%,14.6%,9.99,63.7%,7.2%,9.2%,42.0%,28.2%,10.2%,13.2%
vsLHB,36.2,152,0.178,0.247,0.274,0.096,1.09,1,0.25,10.5%,30.1%,30.9%,25.8%,13.7%,11.54,63.2%,7.9%,6.8%,43.2%,26.1%,4.3%,14.8%
vsRHB,30.0,125,0.214,0.283,0.348,0.134,1.10,4,1.20,7.2%,30.7%,21.6%,18.2%,15.6%,8.10,64.3%,6.4%,11.6%,40.7%,30.2%,15.4%,11.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,+650,24,3.80,3,4,0.318,0.375,0.727,0.409,0.465,8.3%,17.4%,29.2%,7.7%,95.1,26.7%,13.3%,26.7%,53.3%,60.0%,73.0,23.1%,33.3%,15.4%,88.6%,60.0%,33.3%,26.7%,13.3%,33.3%,53.3%,13.3%,4.3%
Luis Garcia Jr. LHB,+720,24,4.00,2,3,0.348,0.375,0.739,0.391,0.471,4.2%,25.5%,12.5%,15.0%,87.6,15.0%,5.0%,25.0%,45.0%,55.0%,73.0,34.1%,25.0%,15.9%,93.6%,10.0%,0.0%,45.0%,40.0%,55.0%,30.0%,15.0%,30.0%
Dylan Crews RHB,+730,23,4.40,1,1,0.273,0.304,0.409,0.136,0.316,-,30.6%,26.1%,17.6%,91.6,6.2%,6.2%,6.2%,56.2%,25.0%,73.3,32.5%,25.0%,12.5%,85.1%,12.5%,50.0%,25.0%,56.2%,43.8%,37.5%,18.8%,34.8%
Jorbit Vivas LHB,N/A,20,2.60,1,3,0.222,0.300,0.444,0.222,0.322,10.0%,32.3%,30.0%,16.4%,90.9,8.3%,8.3%,41.7%,41.7%,25.0%,69.7,-,30.0%,13.3%,100.0%,50.0%,16.7%,16.7%,25.0%,58.3%,16.7%,25.0%,52.6%
Keibert Ruiz SHB,+875,14,3.20,1,2,0.357,0.357,0.643,0.286,0.431,-,7.7%,7.1%,5.0%,88.8,-,-,38.5%,46.2%,23.1%,68.5,-,50.0%,27.3%,88.0%,30.8%,25.0%,23.1%,38.5%,69.2%,23.1%,7.7%,56.2%
Daylen Lile LHB,+725,23,4.20,0,1,0.190,0.217,0.286,0.095,0.215,4.3%,20.8%,17.4%,12.5%,85.5,5.6%,5.6%,22.2%,33.3%,33.3%,71.0,11.1%,20.0%,6.7%,93.8%,44.4%,0.0%,11.1%,38.9%,55.6%,22.2%,22.2%,45.5%
CJ Abrams LHB,+610,22,4.20,0,0,0.389,0.500,0.444,0.056,0.422,13.6%,24.4%,13.6%,12.2%,90.2,6.7%,6.7%,33.3%,40.0%,40.0%,73.6,32.6%,20.9%,14.0%,95.6%,13.3%,0.0%,40.0%,33.3%,53.3%,33.3%,13.3%,38.1%
James Wood LHB,+431,22,4.40,0,0,0.267,0.500,0.267,-,0.368,31.8%,28.6%,31.8%,10.1%,92.8,12.5%,-,-,62.5%,62.5%,76.9,51.9%,18.5%,7.4%,77.1%,37.5%,0.0%,50.0%,12.5%,-,62.5%,37.5%,18.8%
Drew Millas SHB,N/A,18,3.60,0,0,0.118,0.167,0.118,-,0.135,5.6%,26.5%,11.1%,12.0%,79.9,-,-,13.3%,13.3%,20.0%,67.8,6.2%,18.8%,6.2%,94.1%,13.3%,0.0%,20.0%,53.3%,40.0%,26.7%,20.0%,30.4%
Jacob Young RHB,+1400,18,3.00,0,0,0.176,0.222,0.176,-,0.184,5.6%,24.0%,27.8%,8.1%,90.8,-,-,8.3%,41.7%,8.3%,69.1,-,42.9%,19.0%,87.5%,41.7%,0.0%,8.3%,50.0%,33.3%,33.3%,33.3%,0.0%
Nasim Nuñez SHB,+1900,17,3.00,0,0,0.176,0.176,0.176,-,0.157,-,19.5%,29.4%,9.8%,78.1,-,-,16.7%,25.0%,33.3%,67.6,-,8.3%,5.6%,92.3%,25.0%,0.0%,16.7%,50.0%,50.0%,33.3%,16.7%,36.8%
Jose Tena LHB,+460,16,2.40,0,0,0.133,0.188,0.133,-,0.152,6.2%,48.6%,31.2%,28.6%,92.1,-,-,10.0%,50.0%,30.0%,75.2,52.8%,16.7%,13.9%,100.0%,10.0%,0.0%,30.0%,60.0%,40.0%,40.0%,20.0%,26.7%
Andres Chaparro RHB,N/A,2,2.20,0,0,0.500,0.500,0.500,-,0.445,-,25.0%,50.0%,16.7%,72.1,-,-,-,-,-,73.8,25.0%,-,-,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
