Matchup,HOU @ KC
Pitcher,Noah Cameron
Pitcher Team,KC
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.2,275,0.239,0.290,0.384,0.145,1.19,6,0.82,6.2%,24.3%,22.9%,19.4%,11.7%,8.63,60.7%,6.4%,9.2%,41.0%,25.6%,12.0%,18.5%
vsLHB,15.2,67,0.254,0.328,0.492,0.238,1.21,3,1.72,4.5%,23.3%,20.9%,17.9%,11.5%,8.04,56.7%,8.4%,16.0%,44.0%,24.0%,25.0%,18.0%
vsRHB,49.1,208,0.234,0.278,0.349,0.115,1.20,3,0.55,6.7%,24.7%,23.6%,19.9%,11.7%,8.94,62.0%,5.7%,6.9%,40.0%,26.2%,7.9%,18.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yordan Alvarez LHB,,+275,25,16,4.20,2,2,0.267,0.312,0.667,0.400,0.414,6.2%,20.0%,37.5%,10.2%,97.8,306.6,4,2,22.2%,22.2%,33.3%,66.7%,44.4%,73.6,42.1%,26.3%,26.3%,79.2%,33.3%,33.3%,44.4%,22.2%,44.4%,22.2%,33.3%,80.0%
Jeremy Pena RHB,,+581,22,14,4.40,1,1,0.231,0.286,0.538,0.308,0.351,7.1%,20.7%,14.3%,11.3%,93.5,307.9,5,3,18.2%,-,-,54.5%,36.4%,71.9,11.1%,33.3%,18.5%,93.1%,45.5%,20.0%,9.1%,36.4%,27.3%,63.6%,9.1%,53.3%
Jake Meyers RHB,,+820,21,13,2.80,1,1,0.167,0.231,0.417,0.250,0.280,7.7%,28.0%,15.4%,14.9%,80.9,237.1,1,1,10.0%,10.0%,30.0%,10.0%,20.0%,67.1,-,14.3%,-,87.5%,50.0%,20.0%,-,20.0%,30.0%,30.0%,40.0%,63.6%
Brice Matthews RHB,,+610,4,12,1.80,1,1,0.333,0.333,0.583,0.250,0.397,-,39.3%,41.7%,22.9%,79.1,305.0,1,1,16.7%,16.7%,16.7%,50.0%,33.3%,72.5,28.0%,8.0%,8.0%,96.2%,16.7%,100.0%,33.3%,33.3%,33.3%,33.3%,33.3%,50.0%
Cam Smith RHB,,+680,6,11,4.40,1,1,0.444,0.545,1.000,0.556,0.618,18.2%,26.1%,9.1%,13.0%,95.0,309.6,3,1,12.5%,12.5%,12.5%,62.5%,25.0%,76.5,72.7%,27.3%,22.7%,95.7%,25.0%,50.0%,25.0%,50.0%,37.5%,50.0%,12.5%,33.3%
Christian Walker RHB,,+374,27,13,4.20,0,0,-,0.077,-,-,0.050,7.7%,35.0%,38.5%,17.5%,85.8,201.2,0,0,-,-,-,28.6%,-,75.0,52.9%,17.6%,11.8%,85.0%,28.6%,0.0%,-,57.1%,57.1%,14.3%,28.6%,27.3%
Jose Altuve RHB,,+590,11,13,3.60,0,0,0.182,0.308,0.273,0.091,0.271,7.7%,21.7%,23.1%,10.6%,85.8,249.8,2,1,12.5%,-,25.0%,25.0%,25.0%,69.1,5.0%,25.0%,10.0%,90.9%,25.0%,0.0%,25.0%,37.5%,50.0%,50.0%,-,38.5%
Christian Vazquez RHB,,+980,7,13,3.40,0,0,0.154,0.154,0.231,0.077,0.166,-,8.3%,7.7%,4.5%,79.5,244.4,3,0,-,-,8.3%,25.0%,16.7%,68.0,-,31.6%,10.5%,86.4%,25.0%,0.0%,25.0%,33.3%,25.0%,66.7%,8.3%,46.7%
Isaac Paredes RHB,,+477,14,11,4.40,0,0,0.182,0.182,0.182,-,0.162,-,15.8%,36.4%,6.4%,87.2,228.7,1,0,14.3%,14.3%,42.9%,28.6%,42.9%,67.6,11.8%,17.6%,11.8%,89.5%,28.6%,0.0%,42.9%,14.3%,57.1%,14.3%,28.6%,25.0%
Joey Loperfido LHB,—,N/A,4,8,3.40,0,0,0.125,0.125,0.125,-,0.111,-,21.4%,12.5%,13.6%,93.2,228.4,1,0,14.3%,14.3%,14.3%,57.1%,28.6%,73.1,18.2%,54.5%,27.3%,78.6%,28.6%,0.0%,14.3%,42.9%,42.9%,42.9%,14.3%,50.0%
Taylor Trammell LHB,—,N/A,3,5,2.00,0,0,0.200,0.200,0.200,-,0.178,-,70.0%,40.0%,38.9%,80.9,197.5,0,0,-,-,-,-,-,69.4,12.5%,12.5%,-,80.0%,33.3%,0.0%,-,66.7%,66.7%,-,33.3%,20.0%
Collin Price RHB,—,N/A,-,1,2.75,0,0,-,-,-,-,-,-,100.0%,100.0%,37.5%,-,-,0,0,-,-,-,-,-,73.7,66.7%,-,-,100.0%,-,-,-,-,-,-,-,50.0%
