Matchup,KC @ BAL
Pitcher,Brandon Young
Pitcher Team,BAL
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,242,0.245,0.300,0.361,0.116,1.34,4,0.64,9.1%,24.7%,19.8%,19.0%,12.0%,7.71,66.4%,7.4%,5.8%,40.9%,25.7%,9.1%,18.7%
vsLHB,35.1,153,0.220,0.295,0.341,0.121,1.33,3,0.76,11.8%,22.6%,16.3%,17.1%,11.0%,6.37,63.6%,7.0%,6.4%,41.3%,23.9%,11.5%,21.1%
vsRHB,20.2,89,0.286,0.308,0.393,0.107,1.35,1,0.44,4.5%,28.4%,25.8%,21.5%,14.0%,10.02,71.1%,8.2%,4.8%,40.3%,29.0%,5.6%,14.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jac Caglianone LHB,—,N/A,33,4.80,10,2,2,107.5,341.5,5,4,50.0%,10.0%,20.0%,100.0%,50.0%,78.2,81.8%,72.7%,72.7%,100.0%,60.0%,20.0%,50.0%,40.0%,40.0%,30.0%,50.0%,20.0%,100.0%
Starling Marte RHB,—,N/A,5,3.20,10,1,1,93.7,256.6,1,1,10.0%,-,10.0%,40.0%,20.0%,74.6,56.2%,50.0%,25.0%,88.9%,40.0%,20.0%,50.0%,20.0%,60.0%,40.0%,60.0%,-,37.5%
Carter Jensen LHB,—,N/A,31,4.20,10,1,1,93.2,262.4,3,1,10.0%,10.0%,20.0%,40.0%,50.0%,72.6,30.0%,70.0%,40.0%,100.0%,60.0%,30.0%,33.3%,30.0%,20.0%,30.0%,30.0%,40.0%,60.0%
Nick Loftin RHB,—,N/A,30,4.20,10,1,1,90.6,307.1,4,1,-,-,30.0%,30.0%,40.0%,69.9,-,70.0%,10.0%,100.0%,70.0%,40.0%,25.0%,30.0%,30.0%,60.0%,10.0%,30.0%,25.0%
Lane Thomas RHB,—,N/A,32,4.40,10,0,0,94.6,271.8,3,1,20.0%,20.0%,50.0%,40.0%,60.0%,73.3,30.8%,53.8%,23.1%,100.0%,60.0%,-,-,60.0%,30.0%,70.0%,20.0%,10.0%,28.6%
Salvador Perez RHB,—,N/A,19,4.60,10,0,0,89.4,204.2,0,0,-,-,30.0%,50.0%,50.0%,71.9,17.6%,29.4%,11.8%,94.4%,50.0%,10.0%,0.0%,40.0%,50.0%,50.0%,40.0%,10.0%,12.5%
Bobby Witt Jr. RHB,—,N/A,27,4.80,10,0,0,91.0,230.1,1,1,-,-,10.0%,40.0%,20.0%,76.1,50.0%,50.0%,30.0%,90.9%,50.0%,20.0%,0.0%,30.0%,40.0%,40.0%,30.0%,30.0%,28.6%
Michael Massey LHB,—,N/A,24,3.40,10,0,2,94.8,295.2,3,2,10.0%,-,30.0%,60.0%,60.0%,71.0,7.7%,61.5%,30.8%,92.9%,80.0%,30.0%,0.0%,50.0%,20.0%,40.0%,40.0%,20.0%,50.0%
Isaac Collins SHB,—,N/A,18,3.40,10,0,0,86.3,260.9,1,0,-,-,-,50.0%,10.0%,73.5,36.4%,54.5%,18.2%,91.7%,30.0%,20.0%,0.0%,10.0%,60.0%,40.0%,50.0%,10.0%,50.0%
Tyler Tolbert RHB,—,N/A,18,3.80,9,0,1,93.1,320.6,3,1,11.1%,-,-,66.7%,44.4%,69.0,-,63.6%,54.5%,100.0%,44.4%,11.1%,0.0%,33.3%,55.6%,55.6%,33.3%,11.1%,37.5%
Kameron Misner LHB,—,N/A,9,2.00,8,0,0,81.4,246.3,3,2,-,-,12.5%,25.0%,37.5%,75.3,41.7%,33.3%,-,92.3%,62.5%,37.5%,0.0%,25.0%,12.5%,25.0%,37.5%,37.5%,40.0%
Josh Rojas LHB,—,N/A,2,2.40,6,0,1,88.2,305.9,4,1,-,-,16.7%,33.3%,33.3%,69.3,-,62.5%,-,80.0%,83.4%,66.7%,0.0%,16.7%,16.7%,16.7%,33.3%,50.0%,25.0%
