Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Yordan Alvarez,LHB,AL,Cristopher Sanchez,L,49.6,33.6,60,28.4,41.8
Willson Contreras,RHB,AL,Cristopher Sanchez,L,33.6,36.9,26.4,57.9,38.7
Riley Greene,LHB,AL,Cristopher Sanchez,L,65.3,43.9,8.5,51.1,37.2
Bobby Witt Jr.,RHB,AL,Cristopher Sanchez,L,29.3,30.6,37.6,47.5,36.8
Randy Arozarena,RHB,AL,Cristopher Sanchez,L,34.9,37.7,29.1,41.4,35.8
James Wood,LHB,NL,Dylan Cease,R,35,42.4,18.6,38.9,33.6
Drake Baldwin,LHB,NL,Dylan Cease,R,31.3,25.6,35,42.2,33.1
Yandy Diaz,RHB,AL,Cristopher Sanchez,L,13.2,29.1,25,48.2,31.1
Dillon Dingler,RHB,AL,Cristopher Sanchez,L,11.2,25.7,37,30.6,28.9
Kyle Schwarber,LHB,NL,Dylan Cease,R,27.2,23.1,22.3,45.1,28.8
Corbin Carroll,LHB,NL,Dylan Cease,R,20.5,23.1,22,41.6,27.1
Juan Soto,LHB,NL,Dylan Cease,R,19.4,30.7,15.9,38.1,27
Max Muncy,LHB,NL,Dylan Cease,R,28.8,22.7,15.9,43,26.3
Freddie Freeman,LHB,NL,Dylan Cease,R,14.4,28.6,13.4,43.1,26.2
Munetaka Murakami,LHB,AL,Cristopher Sanchez,L,44.4,20.4,22.4,31.2,26.1
Ben Rice,LHB,AL,Cristopher Sanchez,L,49.2,20.6,15.9,31.5,24.8
Ernie Clement,RHB,AL,Cristopher Sanchez,L,13,23.9,29.1,25.2,24.7
Bryce Harper,LHB,NL,Dylan Cease,R,32.9,19.7,27.5,23.1,24.2
Mike Trout,RHB,AL,Cristopher Sanchez,L,35.1,13.6,10.5,47.5,23.3
Matt Olson,LHB,NL,Dylan Cease,R,7,23.3,24,29.1,23.3
Andy Pages,RHB,NL,Dylan Cease,R,20.2,28.2,17.6,24.7,23.3
CJ Abrams,LHB,NL,Dylan Cease,R,25.8,13.7,15.2,42.6,22.6
Travis Bazzana,LHB,AL,Cristopher Sanchez,L,41.4,10.6,10.6,36.7,20.2
Kevin McGonigle,LHB,AL,Cristopher Sanchez,L,36.8,6.9,11.8,39.7,19.6
Cody Bellinger,LHB,AL,Cristopher Sanchez,L,31.7,4,17.4,37.5,19.2
Shea Langeliers,RHB,AL,Cristopher Sanchez,L,25.7,18.4,18.4,18.4,19.1
Ceddanne Rafaela,RHB,AL,Cristopher Sanchez,L,18.4,18.4,18.4,18.4,18.4
Brandon Marsh,LHB,NL,Dylan Cease,R,26.2,20.6,15.2,15.2,18.2
Hunter Goodman,RHB,NL,Dylan Cease,R,29.5,15.7,17.3,17.1,17.9
Ivan Herrera,RHB,NL,Dylan Cease,R,31.9,12.1,12.1,25,17.3
Pete Crow-Armstrong,LHB,NL,Dylan Cease,R,19.8,21.5,7.2,21.6,17.1
Adley Rutschman,SHB,AL,Cristopher Sanchez,L,42.7,8.6,18.4,14.5,16.4
Junior Caminero,RHB,AL,Cristopher Sanchez,L,15.6,10.5,4.4,34.5,15.2
Miguel Vargas,RHB,AL,Cristopher Sanchez,L,41.5,11.2,5,20.9,14.8
William Contreras,RHB,NL,Dylan Cease,R,25.7,22.2,,14.6,14
Jordan Walker,RHB,NL,Dylan Cease,R,30.7,10.2,9.2,16.4,13.5
Ozzie Albies,SHB,NL,Dylan Cease,R,34.7,8.5,8,15.2,12.6
Sal Stewart,RHB,NL,Dylan Cease,R,17.4,6,8.3,17.9,10.8
Otto Lopez,RHB,NL,Dylan Cease,R,15.2,4.7,,17.9,7.6
Luis Arraez,LHB,NL,Dylan Cease,R,2.8,,,20.7,5.5
Tristan Peters,LHB,AL,Cristopher Sanchez,L,26.2,,,11.2,5.4
