Matchup,NYM @ PHI
Pitcher,Cristopher Sanchez
Pitcher Team,PHI
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,99.0,399,0.235,0.266,0.336,0.101,1.09,6,0.55,4.8%,32.0%,28.8%,27.9%,16.2%,10.45,66.2%,5.8%,9.1%,43.2%,17.8%,12.8%,13.6%
vsLHB,27.2,98,0.146,0.158,0.198,0.052,0.58,1,0.33,2.0%,32.8%,37.8%,42.5%,18.8%,12.04,75.5%,8.1%,5.1%,37.3%,16.9%,10.0%,8.5%
vsRHB,70.1,301,0.266,0.302,0.383,0.117,1.31,5,0.64,5.6%,31.7%,25.9%,24.0%,15.5%,9.98,63.2%,5.2%,10.2%,44.9%,18.0%,13.5%,15.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mark Vientos RHB,,+700,24,11,3.00,1,1,0.400,0.364,0.700,0.300,0.434,-,17.4%,18.2%,11.1%,84.5,304.9,1,1,11.1%,11.1%,22.2%,44.4%,33.3%,74.9,45.0%,30.0%,20.0%,90.9%,22.2%,50.0%,11.1%,66.7%,44.4%,22.2%,33.3%,77.8%
Carson Benge LHB,,+1140,18,9,5.00,1,1,0.250,0.333,0.625,0.375,0.404,11.1%,27.8%,11.1%,12.8%,94.7,319.2,1,1,14.3%,-,-,71.4%,28.6%,72.1,11.8%,23.5%,23.5%,100.0%,14.3%,100.0%,14.3%,71.4%,14.3%,85.7%,-,20.0%
A.J. Ewing LHB,,+1600,8,13,4.40,0,1,0.250,0.231,0.333,0.083,0.235,-,18.5%,23.1%,10.2%,91.1,290.8,1,1,-,-,20.0%,60.0%,30.0%,71.7,16.7%,25.0%,20.8%,92.3%,20.0%,0.0%,20.0%,60.0%,40.0%,50.0%,10.0%,35.7%
Francisco Alvarez RHB,,+630,12,13,4.20,0,0,0.308,0.308,0.385,0.077,0.303,-,19.0%,23.1%,9.5%,97.7,242.6,2,1,20.0%,-,-,50.0%,30.0%,74.1,52.6%,42.1%,31.6%,90.5%,10.0%,0.0%,20.0%,60.0%,40.0%,50.0%,10.0%,54.5%
Bo Bichette RHB,,+820,19,11,5.00,0,0,0.500,0.545,0.600,0.100,0.498,9.1%,16.7%,-,7.1%,81.5,230.8,2,0,-,-,20.0%,10.0%,60.0%,68.8,5.9%,29.4%,5.9%,100.0%,20.0%,0.0%,40.0%,40.0%,50.0%,30.0%,20.0%,27.3%
Marcus Semien RHB,,+820,17,10,4.40,0,1,0.375,0.500,0.625,0.250,0.470,20.0%,16.7%,-,9.1%,86.3,268.7,2,1,-,-,12.5%,25.0%,37.5%,69.3,-,27.8%,-,100.0%,50.0%,0.0%,25.0%,25.0%,25.0%,25.0%,50.0%,42.9%
Luis Torrens RHB,,+1300,6,10,3.80,0,0,0.333,0.400,0.444,0.111,0.370,10.0%,22.2%,10.0%,10.3%,87.2,247.3,1,0,-,-,-,16.7%,16.7%,70.6,11.8%,23.5%,5.9%,94.4%,16.7%,0.0%,16.7%,66.7%,16.7%,33.3%,50.0%,30.0%
Juan Soto LHB,,+520,19,8,4.80,0,0,0.125,0.125,0.125,-,0.111,-,13.3%,12.5%,5.1%,89.9,230.0,0,0,-,-,-,42.9%,14.3%,70.7,14.3%,35.7%,14.3%,93.3%,28.6%,0.0%,14.3%,42.9%,14.3%,85.7%,-,38.5%
Brett Baty LHB,—,N/A,15,8,4.00,0,0,0.200,0.500,0.400,0.200,0.402,37.5%,42.9%,12.5%,16.2%,88.3,255.2,1,0,-,-,-,-,25.0%,72.1,10.0%,20.0%,-,71.4%,50.0%,0.0%,-,50.0%,-,-,100.0%,12.5%
Zack Short RHB,,+1120,22,6,1.80,0,1,0.200,0.333,0.400,0.200,0.320,16.7%,46.7%,16.7%,20.6%,77.1,285.9,2,1,25.0%,-,25.0%,25.0%,75.0%,70.8,7.7%,15.4%,-,92.9%,25.0%,0.0%,50.0%,-,25.0%,75.0%,-,37.5%
MJ Melendez LHB,—,N/A,3,6,3.00,0,0,0.250,0.500,0.250,-,0.376,16.7%,61.5%,50.0%,28.6%,110.1,-,0,0,-,-,-,100.0%,-,75.9,66.7%,8.3%,8.3%,92.3%,-,-,-,100.0%,-,100.0%,-,33.3%
Jared Young LHB,—,N/A,4,6,3.00,0,0,0.200,0.333,0.200,-,0.256,16.7%,41.7%,50.0%,18.5%,95.0,-,0,0,-,-,-,50.0%,-,69.9,-,12.5%,12.5%,66.7%,-,-,-,100.0%,50.0%,50.0%,-,50.0%
Eric Wagaman RHB,—,N/A,-,3,1.40,0,0,0.333,0.333,0.333,-,0.297,-,20.0%,33.3%,6.7%,92.1,242.5,0,0,-,-,50.0%,50.0%,100.0%,73.4,40.0%,20.0%,20.0%,100.0%,-,-,100.0%,-,50.0%,-,50.0%,33.3%
