Matchup,SD @ STL
Pitcher,Griffin Canning
Pitcher Team,SD
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,37.2,163,0.266,0.366,0.482,0.216,1.57,8,1.91,13.5%,25.3%,23.9%,25.3%,10.7%,9.32,54.0%,5.4%,11.8%,50.0%,25.5%,19.2%,13.7%
vsLHB,22.0,102,0.299,0.423,0.621,0.322,1.77,8,3.27,12.7%,25.0%,21.6%,23.4%,11.1%,9.00,55.9%,4.8%,16.4%,58.2%,28.4%,26.3%,17.9%
vsRHB,14.1,61,0.212,0.272,0.250,0.038,1.40,0,-,14.8%,25.8%,27.9%,28.3%,10.0%,10.67,50.8%,6.4%,2.9%,34.3%,20.0%,-,5.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Alec Burleson LHB,,+441,10,14,4.60,2,3,0.500,0.571,1.250,0.750,0.728,14.3%,20.7%,14.3%,10.7%,97.3,278.8,3,3,30.0%,20.0%,50.0%,60.0%,60.0%,72.3,21.4%,32.1%,14.3%,96.6%,40.0%,50.0%,50.0%,10.0%,60.0%,20.0%,20.0%,45.5%
Ivan Herrera RHB,,+590,19,23,4.60,1,1,0.188,0.435,0.375,0.188,0.379,13.0%,5.9%,4.3%,2.6%,91.0,244.2,3,1,6.7%,6.7%,20.0%,46.7%,20.0%,74.1,47.1%,26.5%,17.6%,100.0%,20.0%,33.3%,13.3%,53.3%,40.0%,53.3%,6.7%,21.1%
Lars Nootbaar LHB,,+540,19,22,3.80,1,2,0.250,0.318,0.450,0.200,0.334,9.1%,6.5%,18.2%,2.4%,94.0,294.1,5,2,12.5%,6.2%,18.8%,56.2%,43.8%,74.2,44.8%,37.9%,17.2%,96.7%,31.2%,20.0%,37.5%,31.2%,43.8%,37.5%,18.8%,22.7%
Bryan Torres LHB,—,N/A,17,20,3.40,1,1,0.222,0.300,0.389,0.167,0.303,10.0%,29.7%,15.0%,16.4%,86.7,285.5,4,4,13.3%,6.7%,13.3%,40.0%,40.0%,66.1,-,30.6%,2.8%,100.0%,40.0%,16.7%,26.7%,33.3%,33.3%,40.0%,26.7%,38.1%
Pedro Pages RHB,—,N/A,24,20,3.00,1,1,0.263,0.300,0.474,0.211,0.334,5.0%,13.8%,15.0%,6.6%,79.4,243.7,1,1,6.2%,-,18.8%,31.2%,37.5%,72.3,24.0%,32.0%,16.0%,86.2%,37.5%,16.7%,18.8%,25.0%,37.5%,25.0%,37.5%,29.4%
JJ Wetherholt LHB,,+520,22,17,4.60,1,2,0.176,0.176,0.353,0.176,0.228,-,11.5%,11.8%,5.3%,91.6,253.3,3,2,6.7%,6.7%,13.3%,46.7%,13.3%,73.1,28.0%,36.0%,16.0%,96.2%,33.3%,20.0%,20.0%,40.0%,26.7%,40.0%,33.3%,29.4%
Jose Fermin RHB,—,N/A,14,14,3.40,1,1,0.286,0.286,0.500,0.214,0.341,-,18.2%,14.3%,8.3%,82.7,241.5,1,1,8.3%,8.3%,16.7%,25.0%,25.0%,67.3,4.8%,42.9%,4.8%,95.5%,25.0%,33.3%,8.3%,50.0%,41.7%,33.3%,25.0%,8.3%
Blaze Jordan RHB,,+680,3,10,3.80,1,1,0.300,0.300,0.600,0.300,0.388,-,19.0%,-,10.5%,95.0,227.3,1,1,10.0%,10.0%,30.0%,70.0%,20.0%,73.4,35.0%,40.0%,20.0%,100.0%,10.0%,100.0%,10.0%,70.0%,50.0%,40.0%,10.0%,41.7%
Jordan Walker RHB,,+370,16,21,4.40,0,1,0.190,0.190,0.286,0.095,0.206,-,22.2%,33.3%,11.4%,97.3,288.3,4,1,7.1%,-,7.1%,57.1%,21.4%,79.3,90.6%,28.1%,21.9%,88.9%,21.4%,0.0%,21.4%,57.1%,28.6%,57.1%,14.3%,37.5%
Nathan Church LHB,,+820,19,19,3.40,0,0,0.444,0.474,0.556,0.111,0.449,5.3%,31.0%,42.1%,18.9%,81.4,200.1,0,0,-,-,20.0%,20.0%,30.0%,69.5,5.9%,7.8%,3.9%,87.9%,-,-,20.0%,70.0%,50.0%,20.0%,30.0%,27.3%
