Matchup,MIA @ PIT
Pitcher,Paul Skenes
Pitcher Team,PIT
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.0,302,0.199,0.249,0.317,0.117,0.93,6,0.71,5.0%,27.0%,29.5%,22.5%,13.6%,10.54,60.5%,6.2%,5.1%,34.4%,20.5%,15.0%,13.3%
vsLHB,44.1,173,0.205,0.253,0.323,0.118,0.97,3,0.61,5.8%,28.0%,28.3%,21.8%,14.4%,9.95,57.1%,4.9%,5.3%,31.6%,22.8%,11.5%,14.0%
vsRHB,31.2,129,0.192,0.242,0.308,0.117,0.88,3,0.85,3.9%,25.6%,31.0%,23.5%,12.5%,11.37,65.1%,8.0%,4.9%,38.3%,17.3%,21.4%,12.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Liam Hicks LHB,,+920,29,22,4.80,1,2,0.316,0.364,0.526,0.211,0.374,9.1%,10.0%,4.5%,5.1%,85.4,240.8,4,3,5.3%,5.3%,26.3%,21.1%,26.3%,69.3,10.7%,50.0%,10.7%,93.3%,36.8%,14.3%,21.1%,26.3%,42.1%,47.4%,10.5%,20.0%
Otto Lopez RHB,,+1100,24,19,4.60,1,1,0.526,0.526,0.737,0.211,0.552,-,9.7%,5.3%,6.0%,92.4,282.5,3,2,5.6%,5.6%,16.7%,66.7%,38.9%,72.0,32.0%,44.0%,32.0%,86.2%,11.1%,50.0%,33.3%,50.0%,38.9%,44.4%,16.7%,26.7%
Heriberto Hernandez RHB,,+830,9,12,3.60,1,1,0.364,0.417,0.727,0.364,0.483,8.3%,38.9%,25.0%,19.4%,93.3,268.8,2,2,12.5%,-,25.0%,50.0%,75.0%,76.3,59.4%,18.8%,9.4%,88.9%,37.5%,33.3%,37.5%,12.5%,37.5%,50.0%,12.5%,50.0%
Christopher Morel RHB,—,N/A,13,19,3.40,0,0,-,0.105,-,-,0.068,10.5%,20.5%,31.6%,10.1%,83.5,234.7,2,1,-,-,45.5%,27.3%,18.2%,75.7,48.6%,11.4%,5.7%,89.7%,45.5%,0.0%,9.1%,27.3%,63.6%,18.2%,18.2%,36.0%
Leo Jimenez RHB,,+736,30,19,3.40,0,0,0.188,0.316,0.188,-,0.247,10.5%,25.6%,21.1%,14.1%,97.0,272.3,1,0,-,-,9.1%,45.5%,18.2%,71.3,22.9%,25.7%,11.4%,87.5%,9.1%,0.0%,18.2%,72.7%,27.3%,63.6%,9.1%,31.8%
Kyle Stowers LHB,,+593,25,18,4.40,0,1,0.312,0.389,0.500,0.188,0.381,11.1%,40.5%,33.3%,20.3%,84.9,303.8,2,2,20.0%,10.0%,20.0%,40.0%,40.0%,75.2,61.3%,12.9%,9.7%,91.2%,10.0%,0.0%,30.0%,60.0%,60.0%,20.0%,20.0%,50.0%
Jakob Marsee LHB,,+1260,12,17,4.00,0,0,0.385,0.529,0.538,0.154,0.459,23.5%,7.4%,11.8%,2.9%,90.5,207.5,2,0,-,-,30.0%,50.0%,30.0%,69.7,8.7%,30.4%,8.7%,92.0%,10.0%,0.0%,50.0%,20.0%,50.0%,20.0%,30.0%,23.5%
Connor Norby RHB,,+421,17,14,3.20,0,1,0.111,0.429,0.111,-,0.306,21.4%,30.8%,28.6%,15.7%,85.3,224.9,2,1,-,-,40.0%,40.0%,20.0%,71.1,13.6%,9.1%,9.1%,88.0%,40.0%,0.0%,20.0%,20.0%,60.0%,20.0%,20.0%,58.8%
Javier Sanoja RHB,,+1500,6,13,3.20,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,7.7%,7.7%,3.7%,84.7,193.3,1,0,-,-,18.2%,18.2%,27.3%,68.6,4.0%,24.0%,8.0%,96.2%,9.1%,0.0%,27.3%,45.5%,45.5%,54.5%,-,28.6%
Xavier Edwards SHB,,+1380,6,12,4.20,0,0,0.333,0.333,0.333,-,0.277,8.3%,18.2%,16.7%,7.7%,89.5,249.8,2,0,-,-,11.1%,44.4%,33.3%,68.1,4.8%,33.3%,9.5%,95.5%,33.3%,0.0%,22.2%,44.4%,22.2%,55.6%,22.2%,26.7%
Joe Mack LHB,,+1180,9,11,3.60,0,1,0.273,0.273,0.273,-,0.243,-,20.0%,36.4%,9.3%,95.3,255.1,2,1,14.3%,-,28.6%,57.1%,57.1%,76.0,64.0%,16.0%,16.0%,100.0%,28.6%,0.0%,42.9%,14.3%,28.6%,42.9%,28.6%,37.5%
