Matchup,LAD @ MIN
Pitcher,Shohei Ohtani
Pitcher Team,LAD
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,73.2,289,0.166,0.225,0.243,0.077,0.88,3,0.37,7.6%,29.6%,27.0%,24.6%,13.9%,9.53,54.5%,5.7%,3.8%,35.5%,20.8%,7.9%,13.7%
vsLHB,41.1,163,0.184,0.237,0.272,0.088,0.94,2,0.44,7.4%,26.0%,23.9%,22.5%,12.2%,8.49,54.0%,5.1%,3.6%,36.4%,20.9%,8.7%,16.4%
vsRHB,32.1,126,0.143,0.210,0.205,0.062,0.80,1,0.28,7.9%,34.0%,31.0%,27.1%,16.0%,10.86,55.1%,6.5%,4.1%,34.2%,20.5%,6.7%,9.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Byron Buxton RHB,,+381,16,13,4.40,2,3,0.500,0.538,1.083,0.583,0.676,7.7%,40.9%,30.8%,21.4%,93.0,357.6,5,4,50.0%,37.5%,37.5%,75.0%,62.5%,73.8,47.4%,31.6%,31.6%,86.4%,50.0%,50.0%,25.0%,25.0%,50.0%,37.5%,12.5%,12.5%
Josh Bell SHB,,+680,41,16,3.80,1,1,0.385,0.500,0.769,0.385,0.523,18.8%,27.3%,12.5%,12.2%,85.6,233.8,1,1,9.1%,-,9.1%,36.4%,18.2%,72.4,33.3%,33.3%,16.7%,81.8%,18.2%,50.0%,18.2%,54.5%,36.4%,36.4%,27.3%,33.3%
Kody Clemens LHB,,+504,28,15,4.80,1,3,0.143,0.200,0.429,0.286,0.268,6.7%,20.0%,20.0%,9.8%,93.7,316.8,6,4,18.2%,9.1%,18.2%,45.5%,45.5%,71.5,7.1%,28.6%,14.3%,93.3%,72.7%,12.5%,18.2%,9.1%,27.3%,18.2%,54.5%,22.2%
Trevor Larnach LHB,,+920,16,14,4.00,1,1,0.357,0.357,0.643,0.286,0.431,-,18.8%,21.4%,10.0%,87.7,302.7,4,3,18.2%,9.1%,27.3%,45.5%,63.6%,72.0,31.2%,18.8%,9.4%,100.0%,36.4%,25.0%,45.5%,18.2%,45.5%,45.5%,9.1%,40.0%
Royce Lewis RHB,,+680,16,12,4.40,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,33.3%,33.3%,15.7%,88.3,196.6,2,1,14.3%,14.3%,57.1%,28.6%,14.3%,76.5,72.7%,9.1%,4.5%,91.7%,42.9%,33.3%,14.3%,-,57.1%,14.3%,28.6%,33.3%
Brooks Lee SHB,,+1060,13,10,4.40,1,1,0.111,0.200,0.444,0.333,0.275,10.0%,21.7%,20.0%,10.4%,92.9,286.5,2,0,-,-,28.6%,42.9%,28.6%,68.3,-,26.3%,-,86.4%,28.6%,50.0%,28.6%,42.9%,71.4%,-,28.6%,50.0%
Victor Caratini SHB,,+990,10,15,4.40,0,1,0.308,0.400,0.385,0.077,0.349,13.3%,23.8%,13.3%,8.9%,90.0,262.6,3,0,-,-,-,27.3%,18.2%,69.6,10.0%,35.0%,10.0%,95.2%,18.2%,0.0%,18.2%,54.5%,36.4%,36.4%,27.3%,13.3%
Tristan Gray LHB,,+960,23,12,2.80,0,0,0.273,0.250,0.364,0.091,0.254,-,20.0%,25.0%,11.1%,89.7,272.0,1,0,-,-,-,50.0%,37.5%,72.5,38.1%,23.8%,14.3%,84.0%,12.5%,0.0%,37.5%,50.0%,25.0%,50.0%,25.0%,54.5%
Ryan Kreidler RHB,,+1000,11,11,3.60,0,2,0.455,0.455,0.727,0.273,0.505,-,27.8%,18.2%,15.6%,87.1,246.7,2,2,22.2%,-,11.1%,33.3%,22.2%,73.7,37.5%,31.2%,12.5%,88.9%,44.4%,0.0%,-,22.2%,11.1%,55.6%,33.3%,37.5%
Alex Jackson RHB,—,N/A,11,9,3.20,0,0,0.222,0.222,0.333,0.111,0.240,-,41.2%,44.4%,18.4%,86.3,257.4,1,0,-,-,-,20.0%,20.0%,73.0,23.5%,11.8%,-,100.0%,40.0%,0.0%,20.0%,40.0%,-,80.0%,20.0%,27.3%
Luke Keaschall RHB,,+1440,11,8,4.00,0,1,0.286,0.375,0.286,-,0.304,12.5%,14.3%,-,6.1%,86.9,276.2,2,1,14.3%,-,-,28.6%,-,69.1,8.3%,41.7%,8.3%,85.7%,42.9%,0.0%,-,42.9%,28.6%,28.6%,42.9%,33.3%
Austin Martin RHB,—,N/A,11,6,2.20,0,0,0.500,0.500,0.500,-,0.445,-,14.3%,33.3%,5.0%,97.1,142.8,0,0,-,-,25.0%,75.0%,50.0%,68.4,-,80.0%,40.0%,71.4%,-,-,25.0%,75.0%,50.0%,50.0%,-,28.6%
Kyler Fedko RHB,—,N/A,2,1,2.60,0,0,-,-,-,-,-,-,0.0%,-,-,62.1,191.3,0,0,-,-,-,-,-,-,-,-,-,0.0%,-,-,100.0%,-,-,-,100.0%,0.0%
