Split,Season
Range,Season
Dates,="8/16/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
1:35 PM,Patrick Sandoval,@,30.0,136,3.87,0.317,0.366,1.70,0.133,0.450,3,0.90,54,24.9%,21.3%,24.4%,11.6%,8.70,13,9.6%,56.6%,6.7%,93,30.1%,4,4.3%,22.6%,14.3%,11.8%
2:10 PM,Andrew Painter,@,80.1,360,5.12,0.286,0.358,1.53,0.189,0.475,15,1.68,153,23.4%,19.2%,17.9%,11.3%,7.73,31,8.6%,60.6%,7.4%,256,35.2%,22,8.6%,27.3%,20.0%,18.0%
1:40 PM,Nick Lodolo,vs,66.2,297,5.46,0.276,0.365,1.45,0.201,0.476,12,1.62,121,22.1%,18.5%,16.7%,10.3%,7.42,27,9.1%,60.3%,6.0%,205,39.0%,18,8.8%,24.9%,19.6%,12.7%
4:07 PM,Ryan Johnson,vs,55.0,249,6.48,0.273,0.368,1.56,0.222,0.495,14,2.29,107,24.0%,17.3%,14.6%,11.2%,7.04,27,10.8%,59.8%,8.1%,176,36.4%,20,11.4%,34.7%,23.0%,17.0%
12:15 PM,Freddy Peralta,vs,123.1,555,4.58,0.271,0.348,1.50,0.193,0.464,20,1.46,231,26.1%,21.8%,17.3%,12.3%,8.83,50,9.0%,58.4%,6.7%,379,37.7%,23,6.1%,26.6%,17.8%,18.5%
4:05 PM,Jacob Lopez,vs,82.0,372,5.21,0.262,0.347,1.56,0.178,0.439,14,1.54,141,24.0%,20.2%,17.2%,10.8%,8.23,44,11.8%,60.5%,6.8%,250,29.6%,12,4.8%,31.6%,13.9%,18.4%
3:15 PM,Edward Cabrera,vs,72.1,308,5.09,0.261,0.337,1.40,0.185,0.446,14,1.74,123,26.4%,20.8%,18.3%,12.7%,7.96,29,9.4%,58.7%,7.0%,213,42.7%,25,11.7%,23.5%,26.0%,22.5%
12:15 PM,Trevor Rogers,@,119.2,503,3.63,0.250,0.306,1.25,0.150,0.400,12,0.90,184,23.3%,20.3%,16.0%,12.2%,7.67,34,6.8%,67.9%,8.5%,364,39.0%,26,7.1%,24.5%,11.2%,17.6%
4:07 PM,Noah Cameron,@,129.1,551,3.73,0.250,0.309,1.29,0.154,0.403,14,0.97,202,25.9%,21.4%,18.4%,12.3%,8.21,42,7.6%,59.7%,7.4%,388,38.4%,33,8.5%,24.7%,13.5%,18.3%
3:15 PM,Hunter Dobbins,@,45.0,191,4.23,0.244,0.312,1.31,0.151,0.395,6,1.20,68,22.6%,22.0%,19.7%,10.4%,8.40,17,8.9%,59.7%,5.8%,130,40.0%,8,6.2%,26.2%,17.6%,25.4%
4:05 PM,Gabriel Hughes,@,33.2,143,3.28,0.244,0.306,1.28,0.134,0.378,2,0.53,48,20.3%,21.7%,17.7%,9.9%,8.29,12,8.4%,65.0%,7.0%,98,29.6%,4,4.1%,25.5%,8.0%,21.4%
4:05 PM,Cody Bradford,@,11.1,46,3.10,0.244,0.281,1.15,0.073,0.317,0,-,13,19.7%,13.0%,20.7%,9.0%,4.76,3,6.5%,73.9%,5.5%,36,41.7%,3,8.3%,36.1%,-,27.8%
1:37 PM,Ryan Weathers,@,126.2,525,3.78,0.241,0.300,1.21,0.151,0.392,18,1.28,189,27.3%,25.5%,21.0%,12.3%,9.52,37,7.0%,60.2%,6.0%,349,41.5%,29,8.3%,21.8%,21.1%,14.9%
1:40 PM,Drew Anderson,vs,71.1,307,3.97,0.241,0.312,1.32,0.157,0.398,10,1.26,109,28.4%,26.7%,21.8%,13.7%,10.35,28,9.1%,61.8%,7.1%,193,38.9%,16,8.3%,24.4%,19.1%,9.8%
2:10 PM,Dean Kremer,vs,48.0,193,5.35,0.239,0.333,1.17,0.256,0.494,12,2.25,87,27.2%,23.3%,19.7%,12.8%,8.44,14,7.3%,61.0%,6.5%,133,34.6%,10,7.5%,37.6%,24.0%,24.1%
1:35 PM,Bryce Elder,vs,131.2,555,4.60,0.238,0.306,1.25,0.164,0.402,21,1.44,203,22.0%,19.5%,21.7%,10.3%,7.38,45,8.1%,60.8%,6.8%,400,41.0%,26,6.5%,26.2%,20.0%,18.5%
4:05 PM,Blade Tidwell,vs,22.2,91,2.79,0.238,0.266,1.10,0.071,0.310,1,0.40,26,29.4%,20.9%,14.7%,13.8%,7.54,5,5.5%,69.2%,6.9%,66,43.9%,4,6.1%,18.2%,8.3%,27.3%
1:40 PM,Jake Irvin,@,65.1,286,4.88,0.235,0.325,1.32,0.178,0.413,11,1.52,102,23.8%,23.1%,16.9%,11.1%,9.09,28,9.8%,62.6%,7.9%,185,43.2%,24,13.0%,32.4%,18.3%,21.6%
7:20 PM,Bryan Woo,@,132.1,541,3.15,0.235,0.281,1.10,0.131,0.366,13,0.88,184,24.7%,24.4%,19.2%,13.1%,8.98,28,5.2%,68.5%,7.3%,375,43.2%,25,6.7%,29.1%,11.0%,16.0%
