Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Caleb Durbin","BOS","Luis Castillo","CWS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Brady House","WSH","Cristopher Sanchez","PHI","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","1"
"John Rave","KC","Bailey Ober","MIN","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Bo Bichette","NYM","Foster Griffin","CLE","3","0.667","0.00","2.00","2.67","0","0","0","2","2","4","8","0.0","0.667","0"
"Masataka Yoshida","BOS","Luis Castillo","CWS","8","0.625","0.63","0.50","1.13","2","2","1","0","3","2","9","0.0","0.625","0"
"Brendan Donovan","SEA","Framber Valdez","DET","5","0.600","0.60","0.20","0.80","2","1","0","0","1","1","4","0.0","0.667","1"
"Cooper Pratt","MIL","Braxton Ashcraft","PIT","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Luis Lara","MIL","Braxton Ashcraft","PIT","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Luisangel Acuna","CWS","Ranger Suarez","BOS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Sean Murphy","ATL","Janson Junk","MIA","4","0.500","1.00","0.25","0.75","1","1","0","0","1","2","3","50.0","0.500","0"
"Nathaniel Lowe","CLE","Nolan McLean","NYM","4","0.500","0.67","0.50","1.00","0","2","0","0","2","0","4","25.0","0.600","1"
"Mauricio Dubon","ATL","Janson Junk","MIA","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.500","0"
"Max Kepler","ARI","Walker Buehler","SD","6","0.500","0.40","0.50","1.00","2","0","0","1","1","4","6","0.0","0.500","0"
"Willson Contreras","BOS","Luis Castillo","CWS","22","0.455","0.56","0.32","0.77","5","4","0","1","5","5","17","22.7","0.538","3"
"Taylor Ward","SEA","Framber Valdez","DET","34","0.441","0.54","0.09","0.53","13","1","1","0","2","2","18","20.6","0.474","3"
"Kody Clemens","MIN","Michael Wacha","KC","7","0.429","0.33","0.57","1.00","1","1","0","1","2","1","7","0.0","0.556","2"
"Bobby Witt Jr.","KC","Bailey Ober","MIN","28","0.429","0.46","0.32","0.75","7","2","2","1","5","5","21","10.7","0.429","0"
"Brandon Marsh","PHI","Miles Mikolas","WSH","12","0.417","0.56","0.08","0.50","4","1","0","0","1","2","6","33.3","0.400","1"
"Pete Crow-Armstrong","CHC","Dylan Cease","TOR","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.500","1"
"Alejandro Kirk","TOR","David Peterson","CHC","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.400","0"
"Brandon Lowe","PIT","Dustin May","MIL","5","0.400","0.00","1.20","1.60","0","0","0","2","2","3","8","0.0","0.571","2"
"Kyle Isbel","KC","Bailey Ober","MIN","15","0.400","0.42","0.20","0.60","5","0","0","1","1","3","9","13.3","0.471","2"
"Alec Bohm","PHI","Miles Mikolas","WSH","18","0.389","0.38","0.28","0.67","4","2","0","1","3","2","12","5.6","0.421","1"
"Bryce Harper","PHI","Miles Mikolas","WSH","26","0.346","0.39","0.31","0.65","5","2","0","2","4","2","17","23.1","0.370","1"
"Jac Caglianone","KC","Bailey Ober","MIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Dominic Smith","ATL","Janson Junk","MIA","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","0.0","0.333","0"
"Jake Bauers","MIL","Braxton Ashcraft","PIT","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","33.3","0.333","0"
"Nick Gonzales","PIT","Dustin May","MIL","6","0.333","0.40","0.17","0.50","1","1","0","0","1","0","3","16.7","0.333","0"
"Austin Martin","MIN","Michael Wacha","KC","6","0.333","0.40","0.33","0.67","0","2","0","0","2","0","4","16.7","0.333","0"
"Bryan De La Cruz","PHI","Miles Mikolas","WSH","6","0.333","0.20","0.67","1.00","0","1","0","1","2","2","6","0.0","0.333","0"
"Randal Grichuk","CWS","Ranger Suarez","BOS","9","0.333","0.38","0.11","0.44","2","1","0","0","1","1","4","11.1","0.400","1"
"Trea Turner","PHI","Miles Mikolas","WSH","30","0.333","0.37","0.13","0.47","6","4","0","0","4","1","14","10.0","0.333","0"
"Michael Conforto","CHC","Dylan Cease","TOR","19","0.316","0.60","0.16","0.47","3","3","0","0","3","3","9","47.4","0.381","2"
"Brooks Lee","MIN","Michael Wacha","KC","10","0.300","0.25","0.40","0.70","1","1","0","1","2","2","7","10.0","0.300","0"
"Ketel Marte","ARI","Walker Buehler","SD","30","0.300","0.35","0.10","0.40","7","1","1","0","2","4","12","13.3","0.364","3"
"Josh Rojas","KC","Bailey Ober","MIN","7","0.286","0.33","0.14","0.43","1","1","0","0","1","1","3","14.3","0.286","0"
"Nico Hoerner","CHC","Dylan Cease","TOR","11","0.273","0.33","0.09","0.36","2","1","0","0","1","0","4","18.2","0.467","3"
"Julio Rodriguez","SEA","Framber Valdez","DET","33","0.273","0.40","0.09","0.36","8","0","0","1","1","2","12","36.4","0.385","5"
"Wilyer Abreu","BOS","Luis Castillo","CWS","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.400","1"
"Davis Schneider","TOR","David Peterson","CHC","4","0.250","0.50","0.50","0.75","0","0","1","0","1","2","3","50.0","0.250","0"
"Esteury Ruiz","MIA","Martin Perez","ATL","4","0.250","0.00","0.75","1.00","0","0","0","1","1","3","4","25.0","0.333","1"
"Miguel Amaya","CHC","Dylan Cease","TOR","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.250","0"
"Austin Riley","ATL","Janson Junk","MIA","4","0.250","0.00","0.75","1.00","0","0","0","1","1","3","4","50.0","0.250","0"
"William Contreras","MIL","Braxton Ashcraft","PIT","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Edmundo Sosa","PHI","Miles Mikolas","WSH","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","25.0","0.250","0"
"Zach McKinstry","DET","Bryce Miller","SEA","8","0.250","0.29","0.13","0.38","1","1","0","0","1","0","3","12.5","0.250","0"
"Garrett Stubbs","PHI","Miles Mikolas","WSH","8","0.250","0.29","0.13","0.38","1","1","0","0","1","2","3","12.5","0.250","0"
"Ildemaro Vargas","ARI","Walker Buehler","SD","8","0.250","0.29","0.13","0.38","1","1","0","0","1","0","3","12.5","0.250","0"
"Nick Loftin","KC","Bailey Ober","MIN","12","0.250","0.27","0.17","0.42","1","2","0","0","2","0","5","8.3","0.308","1"
"Randy Arozarena","SEA","Framber Valdez","DET","20","0.250","0.29","0.40","0.65","1","1","2","1","4","3","13","25.0","0.375","4"
"Salvador Perez","KC","Bailey Ober","MIN","33","0.242","0.29","0.24","0.48","4","2","0","2","4","9","16","33.3","0.257","0"
"Josh Bell","MIN","Michael Wacha","KC","29","0.241","0.23","0.24","0.48","4","1","0","2","3","4","14","17.2","0.313","3"
"Cal Raleigh","SEA","Framber Valdez","DET","25","0.240","0.24","0.24","0.48","4","0","0","2","2","5","12","28.0","0.286","2"
"Brenton Doyle","CWS","Ranger Suarez","BOS","9","0.222","0.29","0.22","0.44","1","0","1","0","1","0","4","22.2","0.364","2"
"Jarren Duran","BOS","Luis Castillo","CWS","14","0.214","0.29","0.21","0.43","2","0","0","1","1","1","6","42.9","0.214","0"
"Corbin Carroll","ARI","Walker Buehler","SD","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Ceddanne Rafaela","BOS","Luis Castillo","CWS","5","0.200","0.33","0.20","0.40","0","1","0","0","1","1","2","40.0","0.333","0"
"Seiya Suzuki","CHC","Dylan Cease","TOR","5","0.200","0.50","0.20","0.40","0","1","0","0","1","0","2","60.0","0.200","0"
"Kyle Stowers","MIA","Martin Perez","ATL","5","0.200","0.33","0.20","0.40","0","1","0","0","1","2","2","40.0","0.200","0"
"Michael Busch","CHC","Dylan Cease","TOR","10","0.200","0.00","0.60","0.80","0","0","0","2","2","4","8","40.0","0.273","1"
"Riley Greene","DET","Bryce Miller","SEA","10","0.200","0.22","0.10","0.30","1","1","0","0","1","0","3","10.0","0.200","0"
"Nolan Arenado","ARI","Walker Buehler","SD","36","0.194","0.22","0.22","0.42","3","2","0","2","4","4","15","30.6","0.216","1"
"Alex Bregman","CHC","Dylan Cease","TOR","16","0.188","0.27","0.13","0.31","1","2","0","0","2","1","5","31.3","0.188","0"
"Bryson Stott","PHI","Miles Mikolas","WSH","22","0.182","0.19","0.09","0.27","2","2","0","0","2","3","6","9.1","0.174","0"
"Kyle Schwarber","PHI","Miles Mikolas","WSH","34","0.176","0.21","0.12","0.29","4","1","0","1","2","5","10","26.5","0.243","3"
"Ryan Jeffers","MIN","Michael Wacha","KC","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","33.3","0.167","0"
"Xavier Edwards","MIA","Martin Perez","ATL","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","16.7","0.167","0"
"Tyrone Taylor","CHC","Dylan Cease","TOR","6","0.167","0.33","0.17","0.33","0","1","0","0","1","0","2","50.0","0.167","0"
"Trevor Larnach","MIN","Michael Wacha","KC","13","0.154","0.22","0.08","0.23","1","1","0","0","1","0","3","30.8","0.214","1"
"Dillon Dingler","DET","Bryce Miller","SEA","7","0.143","0.17","0.14","0.29","0","1","0","0","1","1","2","14.3","0.143","0"
"Colt Keith","DET","Bryce Miller","SEA","7","0.143","0.20","0.29","0.43","0","0","1","0","1","0","3","28.6","0.143","0"
"Geraldo Perdomo","ARI","Walker Buehler","SD","8","0.125","0.00","0.38","0.50","0","0","0","1","1","2","4","12.5","0.222","0"
"Michael Massey","KC","Bailey Ober","MIN","17","0.118","0.08","0.18","0.29","1","0","0","1","1","1","5","17.6","0.118","0"
