Matchup,CLE @ NYY
Pitcher,Gavin Williams
Pitcher Team,CLE
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.1,303,0.213,0.284,0.372,0.159,1.09,9,1.06,7.9%,30.7%,28.7%,23.1%,15.1%,10.26,65.3%,9.1%,12.2%,48.1%,22.8%,16.3%,14.8%
vsLHB,45.2,183,0.201,0.283,0.396,0.195,1.01,7,1.38,6.6%,29.0%,29.5%,22.7%,15.1%,10.64,68.9%,9.9%,13.9%,43.5%,27.8%,18.8%,18.3%
vsRHB,29.1,120,0.231,0.286,0.333,0.102,1.26,2,0.61,10.0%,33.7%,27.5%,23.9%,15.2%,10.12,60.0%,7.9%,9.5%,55.4%,14.9%,9.1%,9.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan McMahon LHB,+590,15,3.20,2,2,0.267,0.267,0.667,0.400,0.399,-,30.8%,33.3%,15.7%,86.9,20.0%,-,-,40.0%,50.0%,75.7,59.1%,27.3%,18.2%,88.0%,50.0%,40.0%,10.0%,40.0%,20.0%,60.0%,20.0%,40.0%
Aaron Judge RHB,N/A,23,4.60,1,3,0.158,0.304,0.368,0.211,0.298,17.4%,27.3%,21.7%,12.0%,97.2,21.4%,-,-,64.3%,28.6%,75.5,58.1%,38.7%,29.0%,96.9%,35.7%,20.0%,14.3%,42.9%,21.4%,42.9%,35.7%,28.6%
Paul Goldschmidt RHB,+640,21,4.80,1,1,0.105,0.190,0.263,0.158,0.204,9.5%,17.5%,23.8%,8.5%,87.6,-,-,7.1%,35.7%,28.6%,69.9,8.1%,21.6%,5.4%,92.5%,35.7%,20.0%,14.3%,35.7%,35.7%,28.6%,35.7%,15.8%
Cody Bellinger LHB,+520,14,4.80,1,1,0.200,0.429,0.500,0.300,0.399,28.6%,18.5%,7.1%,7.6%,85.7,11.1%,11.1%,22.2%,22.2%,44.4%,69.1,-,16.7%,4.2%,88.9%,77.8%,14.3%,-,22.2%,33.3%,44.4%,22.2%,26.7%
Jazz Chisholm Jr. LHB,+474,21,4.80,0,0,0.158,0.238,0.158,-,0.189,9.5%,34.2%,33.3%,16.7%,91.9,8.3%,-,8.3%,33.3%,16.7%,72.4,29.7%,24.3%,10.8%,97.4%,16.7%,0.0%,8.3%,75.0%,58.3%,25.0%,16.7%,23.5%
Jose Caballero RHB,+1180,19,3.60,0,0,0.278,0.316,0.278,-,0.268,5.3%,13.3%,-,6.6%,77.9,-,-,5.6%,22.2%,33.3%,68.5,-,37.0%,7.4%,90.0%,16.7%,0.0%,22.2%,44.4%,27.8%,33.3%,38.9%,11.8%
Anthony Volpe RHB,+725,17,4.40,0,0,0.133,0.235,0.133,-,0.181,11.8%,25.7%,29.4%,13.2%,83.4,-,-,20.0%,30.0%,10.0%,71.1,6.2%,15.6%,3.1%,91.4%,30.0%,0.0%,-,50.0%,50.0%,20.0%,20.0%,36.8%
Trent Grisham LHB,+470,16,4.20,0,0,0.571,0.625,0.786,0.214,0.597,12.5%,8.8%,12.5%,3.8%,88.4,-,-,8.3%,33.3%,50.0%,69.3,-,25.8%,6.5%,91.2%,16.7%,0.0%,33.3%,50.0%,41.7%,25.0%,33.3%,31.6%
Ben Rice LHB,+375,16,5.00,0,1,0.333,0.375,0.667,0.333,0.436,6.2%,14.3%,18.8%,5.3%,85.4,8.3%,8.3%,16.7%,16.7%,41.7%,71.7,10.0%,25.0%,5.0%,100.0%,25.0%,0.0%,25.0%,41.7%,41.7%,41.7%,16.7%,11.1%
Amed Rosario RHB,+740,13,3.40,0,0,0.308,0.308,0.308,-,0.274,-,25.9%,30.8%,14.9%,90.2,-,-,-,33.3%,11.1%,72.9,28.6%,14.3%,14.3%,80.8%,22.2%,0.0%,11.1%,55.6%,22.2%,44.4%,33.3%,25.0%
J.C. Escarra LHB,+980,13,3.20,0,0,0.182,0.308,0.182,-,0.237,15.4%,26.3%,15.4%,10.2%,80.8,-,-,11.1%,44.4%,33.3%,70.1,5.9%,35.3%,5.9%,89.5%,22.2%,0.0%,33.3%,33.3%,11.1%,55.6%,33.3%,20.0%
Austin Wells LHB,+525,13,4.00,0,1,0.200,0.385,0.200,-,0.287,23.1%,19.2%,15.4%,10.4%,89.2,-,-,62.5%,50.0%,50.0%,73.1,30.4%,21.7%,4.3%,88.5%,50.0%,0.0%,25.0%,12.5%,75.0%,25.0%,-,64.3%
Max Schuemann RHB,N/A,7,3.00,0,0,0.200,0.429,0.400,0.200,0.367,28.6%,35.3%,28.6%,15.0%,96.4,-,-,33.3%,66.7%,33.3%,70.0,14.3%,14.3%,14.3%,93.3%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,42.9%
