Split,vsRHB
Range,L10
Dates,="8/7/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:10 PM,Kevin Gausman,@,23.1,112,4.60,0.337,0.400,1.84,0.221,0.558,5,1.93,58,27.4%,24.1%,18.6%,13.8%,10.41,8,7.1%,65.2%,6.4%,77,49.4%,8,10.4%,27.3%,23.8%,20.8%
9:40 PM,Merrill Kelly,vs,22.0,99,5.65,0.307,0.381,1.59,0.216,0.523,5,2.05,46,20.1%,18.2%,16.8%,10.1%,7.36,8,8.1%,58.0%,6.5%,72,51.4%,10,13.9%,20.8%,26.7%,18.1%
8:10 PM,Easton McGee,vs,2.1,11,1.81,0.300,0.302,1.71,-,0.300,0,-,3,36.0%,27.3%,16.7%,22.0%,11.57,1,9.1%,81.8%,7.3%,7,28.6%,0,-,28.6%,-,14.3%
7:05 PM,Tyler Mahle,@,23.0,105,3.53,0.290,0.326,1.61,0.075,0.366,1,0.39,34,19.9%,17.1%,18.8%,8.9%,7.04,10,9.5%,58.1%,5.6%,76,35.5%,4,5.3%,30.3%,4.3%,9.2%
7:10 PM,George Klassen,@,1.2,15,24.10,0.286,0.560,6.00,0.429,0.714,1,5.40,5,33.3%,6.7%,4.8%,11.0%,5.40,8,53.3%,33.3%,2.7%,6,50.0%,2,33.3%,16.7%,100.0%,50.0%
7:40 PM,Noah Schultz,vs,34.0,156,5.54,0.285,0.373,1.59,0.219,0.504,7,1.85,69,20.3%,19.9%,15.6%,9.6%,8.21,15,9.6%,60.9%,9.3%,107,49.5%,15,14.0%,28.0%,23.3%,17.8%
6:40 PM,Carmen Mlodzinski,vs,8.1,34,1.06,0.273,0.263,1.20,0.030,0.303,0,-,10,23.2%,29.4%,23.8%,10.1%,10.80,1,2.9%,77.1%,10.1%,23,47.8%,1,4.3%,8.7%,-,21.7%
6:45 PM,Chase Petty,@,7.0,29,2.24,0.269,0.309,1.14,0.115,0.385,0,-,10,23.8%,20.7%,28.6%,10.0%,7.71,1,3.4%,65.5%,8.0%,21,38.1%,1,4.8%,28.6%,-,9.5%
10:15 PM,Adrian Houser,vs,14.0,54,1.67,0.269,0.271,1.00,0.096,0.365,0,-,19,16.0%,18.5%,24.4%,8.8%,6.43,0,-,59.3%,8.2%,44,34.1%,4,9.1%,22.7%,-,9.1%
8:15 PM,Nathan Eovaldi,vs,27.1,114,4.60,0.255,0.338,1.21,0.236,0.491,7,2.30,52,35.1%,32.5%,29.1%,18.3%,12.18,6,5.3%,62.6%,9.2%,68,47.1%,6,8.8%,22.1%,40.0%,16.2%
