Matchup,KC @ TOR
Pitcher,Max Scherzer
Pitcher Team,TOR
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,45.0,202,0.267,0.362,0.506,0.239,1.51,12,2.40,9.9%,17.9%,15.3%,11.6%,9.1%,6.20,58.9%,7.2%,9.4%,32.2%,30.2%,24.4%,26.2%
vsLHB,27.0,131,0.292,0.388,0.522,0.230,1.81,7,2.33,12.2%,14.0%,10.7%,8.6%,6.9%,4.67,55.0%,6.7%,9.0%,27.0%,31.0%,19.4%,29.0%
vsRHB,18.0,71,0.224,0.314,0.478,0.254,1.06,5,2.50,5.6%,24.2%,23.9%,16.2%,13.2%,8.50,66.2%,8.1%,10.2%,42.9%,28.6%,35.7%,20.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Isbel LHB,,+1020,20,3.60,10,2,2,93.2,322.9,3,3,20.0%,20.0%,30.0%,40.0%,40.0%,70.6,14.3%,50.0%,28.6%,87.5%,60.0%,30.0%,66.7%,30.0%,40.0%,50.0%,40.0%,10.0%,55.6%
Salvador Perez RHB,,+430,19,4.00,10,1,2,93.3,271.9,3,3,10.0%,-,-,60.0%,10.0%,72.2,23.1%,53.8%,38.5%,92.9%,40.0%,30.0%,33.3%,10.0%,50.0%,30.0%,60.0%,10.0%,28.6%
Bobby Witt Jr. RHB,,+357,22,4.60,10,1,2,91.6,274.5,3,3,10.0%,10.0%,20.0%,50.0%,30.0%,73.4,43.8%,37.5%,31.2%,100.0%,60.0%,40.0%,25.0%,20.0%,30.0%,40.0%,10.0%,50.0%,37.5%
Nick Loftin RHB,,+990,17,4.00,10,1,1,90.8,282.7,3,1,-,-,20.0%,30.0%,20.0%,71.2,23.1%,69.2%,7.7%,100.0%,70.0%,50.0%,20.0%,20.0%,30.0%,30.0%,40.0%,30.0%,28.6%
Tyler Tolbert RHB,—,N/A,3,3.20,10,1,3,77.3,326.3,5,4,10.0%,10.0%,10.0%,30.0%,60.0%,68.6,-,60.0%,10.0%,76.9%,80.0%,60.0%,0.0%,20.0%,-,20.0%,50.0%,30.0%,50.0%
Carter Jensen LHB,,+376,23,3.60,10,0,2,93.9,317.0,5,2,10.0%,-,20.0%,40.0%,30.0%,73.8,33.3%,44.4%,11.1%,100.0%,80.0%,70.0%,0.0%,10.0%,20.0%,40.0%,20.0%,40.0%,50.0%
John Rave LHB,—,N/A,9,3.20,10,0,1,76.1,235.2,1,1,-,-,20.0%,10.0%,30.0%,73.8,38.5%,23.1%,7.7%,92.9%,40.0%,30.0%,0.0%,10.0%,30.0%,30.0%,40.0%,30.0%,16.7%
Michael Massey LHB,,+630,18,3.80,10,0,0,88.7,247.5,3,0,-,-,20.0%,30.0%,30.0%,73.0,30.8%,53.8%,23.1%,81.2%,30.0%,-,-,30.0%,60.0%,70.0%,20.0%,10.0%,33.3%
Vinnie Pasquantino LHB,,+555,22,4.20,10,0,1,92.7,219.8,2,1,-,-,-,40.0%,10.0%,71.8,17.6%,41.2%,17.6%,100.0%,40.0%,30.0%,0.0%,10.0%,40.0%,30.0%,30.0%,40.0%,22.2%
Isaac Collins SHB,,+700,14,3.20,10,0,0,88.7,217.3,2,0,-,-,-,30.0%,10.0%,73.6,30.8%,46.2%,15.4%,100.0%,30.0%,20.0%,0.0%,10.0%,50.0%,40.0%,40.0%,20.0%,20.0%
Jac Caglianone LHB,,+403,24,3.80,10,0,1,96.1,394.3,1,1,10.0%,-,-,70.0%,10.0%,76.6,71.4%,50.0%,42.9%,93.3%,10.0%,10.0%,0.0%,-,90.0%,40.0%,20.0%,40.0%,44.4%
Luke Maile RHB,—,N/A,-,2.60,2,0,0,67.5,288.9,0,0,-,-,-,-,50.0%,69.8,-,-,-,100.0%,50.0%,-,-,50.0%,50.0%,-,50.0%,50.0%,50.0%
