Matchup,ARI @ SD
Pitcher,Griffin Canning
Pitcher Team,SD
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,40.2,186,0.268,0.361,0.452,0.185,1.65,7,1.55,13.4%,22.2%,20.4%,19.1%,9.7%,8.41,53.8%,7.3%,9.9%,47.9%,25.6%,12.9%,17.4%
vsLHB,22.2,110,0.323,0.427,0.591,0.269,1.94,7,2.78,12.7%,20.4%,20.0%,17.6%,9.4%,8.74,55.5%,7.6%,13.7%,53.4%,21.9%,25.0%,21.9%
vsRHB,18.0,76,0.188,0.267,0.250,0.062,1.28,0,-,14.5%,25.2%,21.1%,21.6%,10.1%,8.00,51.3%,6.8%,4.2%,39.6%,31.2%,-,10.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nolan Arenado RHB,,+630,23,27,4.00,2,2,0.296,0.296,0.556,0.259,0.367,-,28.0%,33.3%,13.7%,86.1,250.8,4,2,5.6%,5.6%,27.8%,44.4%,27.8%,71.9,26.2%,19.0%,7.1%,89.4%,55.5%,33.3%,33.3%,22.2%,44.4%,44.4%,50.0%,5.6%,31.0%
Lourdes Gurriel Jr. RHB,,+630,13,28,2.80,1,1,0.192,0.250,0.385,0.192,0.278,3.6%,21.3%,17.9%,11.9%,86.9,246.9,4,1,4.8%,4.8%,23.8%,33.3%,33.3%,71.3,15.0%,25.0%,10.0%,88.9%,52.4%,23.8%,20.0%,28.6%,33.3%,33.3%,42.9%,23.8%,38.5%
Ketel Marte SHB,,+350,22,26,4.40,1,1,0.208,0.269,0.458,0.250,0.310,7.7%,15.9%,11.5%,8.0%,88.5,258.9,4,3,4.8%,-,9.5%,33.3%,38.1%,74.1,39.5%,34.2%,13.2%,86.4%,52.4%,28.6%,16.7%,23.8%,38.1%,47.6%,28.6%,23.8%,15.8%
Tommy Troy RHB,,+950,23,25,4.00,1,1,0.200,0.200,0.320,0.120,0.226,-,25.6%,28.0%,12.1%,85.6,292.6,5,3,5.6%,5.6%,16.7%,38.9%,33.3%,71.7,33.3%,25.6%,12.8%,95.1%,44.5%,27.8%,20.0%,16.7%,55.6%,38.9%,50.0%,11.1%,20.0%
Geraldo Perdomo SHB,,+920,18,20,4.60,1,2,0.278,0.350,0.556,0.278,0.386,10.0%,9.1%,5.0%,4.1%,86.3,237.2,3,2,11.8%,5.9%,23.5%,29.4%,41.2%,67.1,5.0%,25.0%,2.5%,90.9%,64.7%,35.3%,16.7%,29.4%,17.6%,41.2%,35.3%,23.5%,22.7%
Max Kepler LHB,,+544,27,13,2.60,1,2,0.154,0.154,0.462,0.308,0.259,-,34.4%,30.8%,21.2%,87.1,265.5,3,2,22.2%,11.1%,22.2%,44.4%,55.6%,70.4,16.0%,12.0%,8.0%,86.2%,66.6%,33.3%,33.3%,33.3%,22.2%,44.4%,33.3%,22.2%,45.5%
Gabriel Moreno RHB,,+780,13,32,4.00,0,0,0.379,0.438,0.414,0.034,0.379,9.4%,12.1%,9.4%,4.9%,87.1,218.5,0,0,-,-,7.7%,30.8%,26.9%,72.4,27.8%,24.1%,9.3%,93.1%,30.8%,7.7%,0.0%,23.1%,65.4%,42.3%,38.5%,19.2%,13.3%
Corbin Carroll LHB,,+383,28,21,4.20,0,0,0.118,0.286,0.176,0.059,0.226,19.0%,41.3%,23.8%,19.0%,86.2,200.0,2,0,-,-,16.7%,25.0%,16.7%,75.3,51.2%,11.6%,7.0%,93.5%,25.0%,8.3%,0.0%,16.7%,50.0%,58.3%,8.3%,33.3%,34.8%
Tim Tawa RHB,—,N/A,13,20,3.20,0,0,0.118,0.250,0.118,-,0.186,15.0%,19.0%,25.0%,10.5%,79.4,253.4,2,0,-,-,8.3%,41.7%,16.7%,74.4,45.7%,11.4%,2.9%,87.5%,33.4%,16.7%,0.0%,16.7%,41.7%,41.7%,41.7%,16.7%,40.0%
James McCann RHB,—,N/A,11,18,2.60,0,1,0.222,0.222,0.278,0.056,0.219,-,21.1%,22.2%,11.6%,87.9,298.9,1,1,7.1%,-,7.1%,35.7%,28.6%,72.2,30.4%,26.1%,8.7%,76.7%,28.5%,7.1%,0.0%,21.4%,71.4%,28.6%,50.0%,21.4%,31.2%
