Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Ben Rice","NYY","Yoshinobu Yamamoto","LAD","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","1"
"Yordan Alvarez","HOU","Brandon Young","BAL","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","1"
"Luis Rengifo","SD","Noah Cameron","KC","2","1.000","1.00","2.00","3.00","0","1","0","1","2","3","6","0.0","1.000","0"
"Chandler Simpson","TB","Sonny Gray","BOS","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Ryan Jeffers","MIN","Shota Imanaga","CHC","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Yandy Diaz","TB","Sonny Gray","BOS","8","0.625","0.80","0.50","1.13","3","1","0","1","2","2","9","25.0","0.667","1"
"Jake Burger","TEX","Grant Holmes","ATL","5","0.600","0.33","1.20","1.80","1","0","0","2","2","3","9","0.0","0.600","0"
"Willy Adames","SF","Logan Gilbert","SEA","5","0.600","0.33","1.40","2.00","0","1","0","2","3","3","10","0.0","0.667","1"
"Salvador Perez","KC","German Marquez","SD","5","0.600","0.67","1.00","1.60","0","2","0","1","3","4","8","20.0","0.667","1"
"Evan Carter","TEX","Grant Holmes","ATL","2","0.500","1.00","1.00","1.50","0","0","1","0","1","1","3","50.0","0.500","0"
"Tim Tawa","ARI","Andre Pallante","STL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Daniel Schneemann","CLE","Paul Skenes","PIT","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Nathan Lukes","TOR","Sean Burke","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Francisco Lindor","NYM","Alan Rangel","PHI","2","0.500","0.50","1.00","1.50","0","0","1","0","1","2","3","0.0","0.500","0"
"Corbin Carroll","ARI","Andre Pallante","STL","8","0.500","0.57","0.13","0.63","3","1","0","0","1","2","5","12.5","0.600","2"
"Elly De La Cruz","CIN","Ryan Feltner","COL","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.500","1"
"Adley Rutschman","BAL","Hunter Brown","HOU","5","0.400","0.33","0.60","1.00","1","0","0","1","1","2","5","20.0","0.500","1"
"Elias Diaz","TEX","Grant Holmes","ATL","5","0.400","1.00","0.40","0.80","0","2","0","0","2","1","4","60.0","0.400","0"
"Nolan Schanuel","LAA","Casey Mize","DET","8","0.375","0.29","0.38","0.75","2","0","0","1","1","2","6","0.0","0.375","0"
"Logan O'Hoppe","LAA","Casey Mize","DET","8","0.375","0.33","0.38","0.75","2","0","0","1","1","1","6","12.5","0.375","0"
"Kyle Manzardo","CLE","Paul Skenes","PIT","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Jackson Chourio","MIL","Eury Perez","MIA","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Colton Cowser","BAL","Hunter Brown","HOU","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Jonny DeLuca","TB","Sonny Gray","BOS","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Gavin Sheets","SD","Noah Cameron","KC","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Willi Castro","COL","Hunter Greene","CIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"Josh Bell","MIN","Shota Imanaga","CHC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Alejandro Kirk","TOR","Sean Burke","CWS","6","0.333","0.33","0.17","0.50","1","1","0","0","1","1","3","0.0","0.333","0"
"Lane Thomas","KC","German Marquez","SD","6","0.333","0.20","0.67","1.00","0","1","0","1","2","3","6","0.0","0.333","0"
"Yainer Diaz","HOU","Brandon Young","BAL","9","0.333","0.29","0.33","0.67","2","0","0","1","1","3","6","11.1","0.333","0"
"Christian Walker","HOU","Brandon Young","BAL","9","0.333","0.29","0.44","0.78","1","1","0","1","2","3","7","11.1","0.333","0"
"Josh Rojas","KC","German Marquez","SD","13","0.308","0.36","0.08","0.38","3","1","0","0","1","2","5","15.4","0.400","2"
"Taylor Ward","BAL","Hunter Brown","HOU","10","0.300","0.30","0.10","0.40","2","1","0","0","1","0","4","0.0","0.500","4"
"Eugenio Suarez","CIN","Ryan Feltner","COL","7","0.286","0.20","0.43","0.71","1","0","0","1","1","2","5","14.3","0.286","0"
"Starling Marte","KC","German Marquez","SD","19","0.263","0.33","0.26","0.53","3","0","1","1","2","3","10","31.6","0.300","1"
"Brooks Lee","MIN","Shota Imanaga","CHC","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Geraldo Perdomo","ARI","Andre Pallante","STL","9","0.222","0.22","0.22","0.44","1","0","1","0","1","2","4","0.0","0.300","1"
"Leody Taveras","BAL","Hunter Brown","HOU","14","0.214","0.25","0.14","0.36","2","0","1","0","1","1","5","21.4","0.200","0"
"Cam Smith","HOU","Brandon Young","BAL","5","0.200","0.00","0.60","0.80","0","0","0","1","1","3","4","40.0","0.200","0"
"Royce Lewis","MIN","Shota Imanaga","CHC","5","0.200","0.00","0.60","0.80","0","0","0","1","1","3","4","20.0","0.167","0"
"Jake McCarthy","COL","Hunter Greene","CIN","5","0.200","0.50","0.20","0.40","0","1","0","0","1","0","2","60.0","0.429","2"
"William Contreras","MIL","Eury Perez","MIA","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Austin Riley","ATL","Nathan Eovaldi","TEX","10","0.200","0.29","0.10","0.30","1","1","0","0","1","0","3","30.0","0.273","1"
"Jorge Soler","LAA","Casey Mize","DET","16","0.188","0.18","0.25","0.44","1","1","0","1","2","4","7","25.0","0.278","2"
"Zach Neto","LAA","Casey Mize","DET","11","0.182","0.25","0.09","0.27","1","1","0","0","1","0","3","27.3","0.182","0"
"Jazz Chisholm Jr.","NYY","Yoshinobu Yamamoto","LAD","6","0.167","0.00","0.50","0.67","0","0","0","1","1","1","4","0.0","0.167","0"
"Matt Olson","ATL","Nathan Eovaldi","TEX","13","0.154","0.22","0.08","0.23","1","1","0","0","1","3","3","38.5","0.250","2"
"Randy Arozarena","SEA","Robbie Ray","SF","26","0.115","0.18","0.12","0.23","1","1","1","0","2","0","6","34.6","0.179","1"
"Luis Arraez","SF","Logan Gilbert","SEA","9","0.111","0.00","0.33","0.44","0","0","0","1","1","1","4","0.0","0.111","0"
"Rafael Devers","SF","Logan Gilbert","SEA","10","0.100","0.14","0.10","0.20","0","1","0","0","1","0","2","30.0","0.182","1"
"Mauricio Dubon","ATL","Nathan Eovaldi","TEX","10","0.100","0.10","0.10","0.20","0","1","0","0","1","2","2","0.0","0.182","1"
