HR Split,Overall
Dates,="7/30/2026"
Games,10

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:40 PM,Mason Barnett,vs,1.44,0.76,1.42,2.61,10.1%,27.1%,45.6%,29.4%,5.0%,255
2,10:10 PM,Roki Sasaki,vs,1.28,0.53,1.82,2.05,12.5%,26.5%,41.9%,27.0%,7.1%,711
3,12:10 PM,Cole Winn,@,1.24,0.33,1.04,2.12,10.0%,19.4%,48.0%,36.2%,7.8%,335
4,1:40 PM,Bailey Ober,vs,0.77,0.71,0.66,1.87,10.2%,19.8%,35.5%,30.3%,9.2%,1073
5,2:15 PM,Javier Assad,@,0.60,1.43,-0.12,1.79,7.2%,22.1%,45.6%,27.9%,8.4%,484
6,9:40 PM,JP Sears,vs,0.57,0.97,0.37,1.66,8.2%,17.9%,45.1%,34.1%,7.5%,788
7,1:40 PM,Noah Cameron,@,0.56,0.16,0.66,1.55,10.7%,18.9%,41.3%,28.4%,7.3%,1153
8,7:15 PM,Jake Irvin,@,0.54,0.40,0.47,1.35,11.7%,17.7%,42.8%,28.6%,7.6%,1114
9,12:10 PM,Shane McClanahan,vs,-0.14,0.62,-0.39,0.98,9.2%,12.5%,37.0%,29.4%,9.0%,506
10,7:15 PM,Grant Holmes,vs,-0.34,-0.37,-0.31,0.91,8.0%,11.3%,41.8%,28.7%,7.3%,1015
11,7:10 PM,Rhett Lowder,vs,-0.41,0.26,-1.32,0.83,8.6%,9.9%,39.9%,28.7%,7.5%,419
12,9:40 PM,Sonny Gray,@,-0.46,-0.52,-0.23,1.02,7.6%,11.9%,38.9%,24.8%,7.1%,1299
13,10:10 PM,Bryan Woo,@,-0.50,-0.47,-0.34,1.01,6.1%,16.0%,41.0%,23.0%,7.1%,1347
14,2:10 PM,Ryan Weathers,@,-0.51,-0.66,-0.16,0.99,6.6%,18.9%,41.6%,18.2%,6.3%,725
15,2:10 PM,Sean Burke,vs,-0.52,-0.57,-0.35,0.90,7.7%,12.1%,33.0%,27.8%,8.4%,1194
16,7:10 PM,Eury Perez,@,-0.73,-1.01,-0.24,0.79,6.3%,10.3%,37.0%,30.0%,6.8%,903
17,7:10 PM,Nolan McLean,vs,-1.01,-1.01,-0.87,0.58,6.8%,11.6%,35.1%,22.0%,6.6%,808
18,7:10 PM,Yohan Ramirez,@,-1.03,-0.67,-0.81,0.53,7.1%,9.9%,32.8%,22.9%,8.0%,428
19,2:15 PM,Andre Pallante,vs,-1.35,-0.88,-1.30,0.63,5.1%,8.7%,33.1%,17.0%,7.3%,1306
