Matchup,NYM @ SEA
Pitcher,Freddy Peralta
Pitcher Team,NYM
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,66.0,285,0.228,0.302,0.378,0.150,1.30,8,1.09,9.8%,27.0%,23.9%,19.2%,12.7%,9.27,62.5%,7.7%,5.3%,37.4%,26.7%,16.0%,16.6%
vsLHB,43.0,187,0.243,0.322,0.432,0.189,1.37,7,1.47,9.6%,28.2%,23.5%,20.4%,13.2%,9.21,59.4%,7.8%,6.4%,35.2%,24.8%,22.6%,15.2%
vsRHB,22.2,98,0.200,0.263,0.271,0.071,1.19,1,0.40,10.2%,24.9%,24.5%,17.3%,11.8%,9.53,68.4%,7.6%,3.2%,41.9%,30.6%,5.3%,19.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JP Crawford LHB,+710,23,4.60,2,2,0.200,0.304,0.500,0.300,0.345,13.0%,19.1%,26.1%,10.1%,90.0,14.3%,7.1%,14.3%,35.7%,42.9%,72.2,25.6%,23.3%,7.0%,91.5%,35.7%,40.0%,14.3%,42.9%,42.9%,35.7%,21.4%,40.0%
Dominic Canzone LHB,+525,22,3.20,2,2,0.286,0.318,0.619,0.333,0.400,4.5%,22.2%,18.2%,12.5%,91.9,17.6%,17.6%,23.5%,52.9%,35.3%,73.6,34.3%,37.1%,22.9%,97.2%,23.5%,50.0%,23.5%,52.9%,47.1%,35.3%,17.6%,42.1%
Luke Raley LHB,+440,19,4.00,2,2,0.389,0.421,0.722,0.333,0.493,-,26.8%,21.1%,15.1%,83.8,14.3%,14.3%,28.6%,21.4%,35.7%,76.1,65.0%,7.5%,7.5%,97.6%,35.7%,40.0%,21.4%,35.7%,50.0%,14.3%,35.7%,37.5%
Julio Rodriguez RHB,+440,19,4.60,2,2,0.278,0.316,0.667,0.389,0.416,5.3%,27.1%,21.1%,16.7%,81.7,14.3%,7.1%,21.4%,21.4%,28.6%,78.1,78.0%,9.8%,7.3%,89.1%,21.4%,33.3%,21.4%,50.0%,42.9%,14.3%,42.9%,46.7%
Cole Young LHB,+1050,17,4.20,1,1,0.188,0.176,0.375,0.188,0.228,-,13.9%,11.8%,6.3%,80.8,6.7%,6.7%,20.0%,20.0%,33.3%,71.0,23.3%,26.7%,6.7%,85.7%,26.7%,25.0%,13.3%,46.7%,40.0%,46.7%,13.3%,20.0%
Colt Emerson LHB,+960,15,3.60,1,1,0.286,0.333,0.643,0.357,0.412,6.7%,35.1%,40.0%,17.8%,86.7,12.5%,12.5%,37.5%,50.0%,50.0%,72.5,21.2%,15.2%,9.1%,91.7%,12.5%,100.0%,37.5%,37.5%,50.0%,25.0%,25.0%,35.0%
Mitch Garver RHB,+600,14,3.60,1,1,0.091,0.286,0.364,0.273,0.289,21.4%,44.0%,35.7%,19.6%,91.2,-,-,66.7%,50.0%,33.3%,72.3,14.3%,19.0%,14.3%,84.0%,66.7%,25.0%,16.7%,16.7%,83.3%,16.7%,-,30.0%
Patrick Wisdom RHB,N/A,6,3.00,1,1,0.400,0.500,1.200,0.800,0.670,16.7%,23.1%,16.7%,11.5%,100.6,50.0%,25.0%,50.0%,75.0%,75.0%,76.8,83.3%,33.3%,25.0%,92.3%,50.0%,50.0%,25.0%,-,50.0%,-,50.0%,60.0%
Randy Arozarena RHB,+710,21,4.60,0,1,0.190,0.190,0.286,0.095,0.206,-,27.5%,19.0%,16.2%,89.7,5.9%,-,5.9%,29.4%,47.1%,70.6,18.4%,26.3%,10.5%,95.0%,17.6%,0.0%,23.5%,52.9%,29.4%,52.9%,17.6%,26.7%
Josh Naylor LHB,+520,18,4.20,0,1,0.167,0.167,0.167,-,0.148,-,13.3%,5.6%,7.8%,86.1,5.9%,5.9%,17.6%,11.8%,29.4%,69.3,-,42.9%,7.1%,96.6%,29.4%,0.0%,23.5%,29.4%,29.4%,29.4%,41.2%,35.7%
Jhonny Pereda RHB,+1120,14,4.00,0,0,0.154,0.214,0.154,-,0.174,7.1%,10.0%,7.1%,4.5%,91.1,-,-,16.7%,33.3%,50.0%,70.2,15.4%,38.5%,7.7%,86.7%,33.3%,0.0%,41.7%,8.3%,16.7%,50.0%,33.3%,41.7%
Rob Refsnyder RHB,N/A,8,2.60,0,0,0.125,0.125,0.125,-,0.111,-,53.8%,37.5%,25.9%,94.8,-,-,20.0%,40.0%,60.0%,72.6,25.0%,25.0%,16.7%,92.3%,40.0%,0.0%,40.0%,20.0%,40.0%,40.0%,20.0%,42.9%
Victor Robles RHB,N/A,2,2.20,0,0,-,-,-,-,-,-,20.0%,-,8.3%,81.7,-,-,-,-,-,68.0,-,20.0%,-,100.0%,-,-,-,100.0%,50.0%,50.0%,-,0.0%
