Matchup,MIN @ HOU
Pitcher,Peter Lambert
Pitcher Team,HOU
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.2,237,0.201,0.283,0.344,0.144,1.14,7,1.09,10.1%,21.7%,20.3%,17.8%,10.3%,7.49,59.1%,7.6%,6.2%,38.9%,36.4%,11.9%,16.0%
vsLHB,28.0,117,0.128,0.245,0.202,0.074,1.14,1,0.32,17.1%,25.6%,21.4%,19.5%,11.2%,8.04,49.6%,8.5%,2.9%,38.6%,35.7%,4.0%,15.7%
vsRHB,29.2,120,0.261,0.320,0.461,0.200,1.15,6,1.82,3.3%,18.2%,19.2%,16.3%,9.3%,6.98,68.3%,6.7%,8.7%,39.1%,37.0%,17.6%,16.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brooks Lee SHB,,+780,8,25,4.00,3,3,0.348,0.400,0.870,0.522,0.528,8.0%,10.3%,4.0%,5.1%,89.2,239.6,5,2,4.5%,4.5%,54.5%,27.3%,50.0%,71.1,5.6%,41.7%,13.9%,92.3%,72.7%,31.8%,28.6%,40.9%,18.2%,68.2%,13.6%,18.2%,45.5%
Byron Buxton RHB,,+226,22,31,4.60,2,3,0.357,0.419,0.607,0.250,0.443,6.5%,22.2%,12.9%,12.5%,89.7,285.4,6,5,16.7%,8.3%,25.0%,45.8%,37.5%,74.8,42.9%,28.6%,12.2%,92.5%,58.4%,41.7%,20.0%,16.7%,41.7%,50.0%,25.0%,25.0%,51.9%
Trevor Larnach LHB,,+630,27,26,3.80,2,4,0.500,0.538,0.875,0.375,0.598,7.7%,17.8%,-,9.2%,89.0,300.1,6,6,12.5%,8.3%,25.0%,45.8%,29.2%,72.6,34.1%,31.8%,22.7%,100.0%,50.0%,29.2%,28.6%,20.8%,41.7%,45.8%,33.3%,20.8%,31.8%
Victor Caratini SHB,,+650,10,23,4.20,2,4,0.421,0.478,0.789,0.368,0.516,13.0%,25.0%,8.7%,11.2%,93.6,289.1,6,2,11.1%,11.1%,16.7%,33.3%,38.9%,71.3,18.9%,40.5%,16.2%,92.5%,55.5%,33.3%,33.3%,22.2%,38.9%,44.4%,22.2%,33.3%,28.6%
Kody Clemens LHB,,+413,31,26,4.20,1,3,0.208,0.269,0.333,0.125,0.268,7.7%,20.0%,15.4%,10.5%,92.1,309.7,5,4,10.0%,5.0%,10.0%,55.0%,35.0%,72.2,20.0%,35.0%,17.5%,88.9%,50.0%,30.0%,0.0%,20.0%,50.0%,55.0%,25.0%,20.0%,26.9%
Royce Lewis RHB,,+465,18,24,4.20,1,1,0.182,0.250,0.318,0.136,0.253,8.3%,39.5%,41.7%,18.7%,88.7,221.8,2,1,8.3%,-,16.7%,33.3%,16.7%,75.5,64.9%,13.5%,5.4%,86.0%,50.0%,41.7%,20.0%,8.3%,33.3%,33.3%,50.0%,16.7%,34.6%
Josh Bell SHB,,+500,32,20,4.20,1,1,0.368,0.400,0.579,0.211,0.423,5.0%,25.0%,10.0%,14.9%,91.3,240.2,2,1,5.9%,-,11.8%,47.1%,29.4%,73.5,47.2%,27.8%,19.4%,92.3%,52.9%,23.5%,25.0%,29.4%,35.3%,35.3%,35.3%,29.4%,61.1%
Luke Keaschall RHB,,+900,10,27,2.80,0,1,0.261,0.370,0.304,0.043,0.308,14.8%,20.0%,18.5%,8.2%,89.6,245.2,2,2,5.6%,-,22.2%,38.9%,33.3%,70.5,20.0%,33.3%,6.7%,90.9%,61.1%,27.8%,0.0%,33.3%,33.3%,38.9%,44.4%,16.7%,41.7%
Tristan Gray LHB,,+750,20,21,3.20,0,0,0.100,0.143,0.100,-,0.116,4.8%,40.0%,38.1%,22.5%,82.9,223.7,0,0,-,-,-,27.3%,18.2%,72.4,28.6%,11.4%,2.9%,89.7%,27.3%,9.1%,0.0%,18.2%,72.7%,45.5%,45.5%,9.1%,38.9%
Alex Jackson RHB,—,N/A,12,18,3.20,0,0,0.412,0.444,0.471,0.059,0.407,-,34.2%,22.2%,19.7%,84.9,231.7,1,0,-,-,7.7%,46.2%,30.8%,73.3,32.4%,17.6%,8.8%,89.5%,30.8%,7.7%,0.0%,23.1%,61.5%,38.5%,38.5%,23.1%,42.1%
