Matchup,ARI @ SEA
Pitcher,Ryne Nelson
Pitcher Team,ARI
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.0,253,0.224,0.303,0.427,0.203,1.18,11,1.65,7.5%,22.5%,19.4%,18.4%,12.0%,7.35,62.8%,7.9%,10.3%,44.0%,40.2%,14.9%,14.7%
vsLHB,32.0,132,0.197,0.269,0.377,0.180,1.03,5,1.41,6.8%,19.4%,15.9%,14.8%,10.1%,5.91,60.3%,7.0%,8.9%,39.6%,35.6%,13.9%,15.8%
vsRHB,28.0,121,0.255,0.340,0.482,0.227,1.36,6,1.93,8.3%,26.0%,23.1%,22.4%,14.3%,9.00,65.6%,8.9%,12.0%,49.4%,45.8%,15.8%,13.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mitch Garver RHB,+680,12,3.80,1,1,0.111,0.333,0.444,0.333,0.337,25.0%,59.1%,41.7%,22.8%,96.1,-,-,75.0%,75.0%,25.0%,73.2,21.1%,15.8%,15.8%,86.4%,75.0%,33.3%,25.0%,-,75.0%,25.0%,-,16.7%
Julio Rodriguez RHB,+430,12,4.60,1,1,0.200,0.333,0.500,0.300,0.357,16.7%,37.0%,8.3%,20.4%,82.2,11.1%,-,11.1%,22.2%,33.3%,76.2,58.3%,8.3%,8.3%,92.3%,22.2%,50.0%,22.2%,33.3%,22.2%,33.3%,44.4%,53.8%
Dominic Canzone LHB,+440,11,3.20,1,1,0.222,0.364,0.667,0.444,0.424,18.2%,21.1%,18.2%,10.5%,100.7,14.3%,14.3%,28.6%,71.4%,42.9%,74.6,44.4%,33.3%,27.8%,94.7%,28.6%,50.0%,28.6%,42.9%,42.9%,42.9%,14.3%,42.9%
Luke Raley LHB,+440,10,3.20,1,1,0.200,0.200,0.500,0.300,0.299,-,22.2%,30.0%,12.1%,86.1,-,-,28.6%,42.9%,-,74.1,37.5%,25.0%,12.5%,88.9%,71.4%,20.0%,-,28.6%,42.9%,14.3%,42.9%,11.1%
JP Crawford LHB,+730,20,4.80,0,0,0.056,0.150,0.056,-,0.113,5.0%,28.6%,30.0%,11.4%,86.7,8.3%,-,8.3%,25.0%,25.0%,70.8,16.7%,25.0%,8.3%,85.7%,16.7%,0.0%,16.7%,50.0%,41.7%,33.3%,25.0%,22.2%
Josh Naylor LHB,+520,19,4.40,0,1,0.278,0.316,0.333,0.056,0.288,5.3%,11.8%,10.5%,6.5%,87.7,-,-,25.0%,31.2%,43.8%,69.9,7.4%,37.0%,11.1%,84.4%,25.0%,0.0%,31.2%,31.2%,31.2%,25.0%,43.8%,55.6%
Randy Arozarena RHB,+570,15,4.60,0,0,0.214,0.267,0.286,0.071,0.247,6.7%,29.0%,13.3%,15.0%,88.2,-,-,-,41.7%,16.7%,70.8,17.9%,28.6%,10.7%,90.3%,16.7%,0.0%,-,75.0%,16.7%,50.0%,33.3%,37.5%
Cole Young LHB,+820,15,4.00,0,0,0.167,0.333,0.250,0.083,0.279,13.3%,8.3%,13.3%,3.3%,87.7,-,-,10.0%,30.0%,30.0%,70.9,15.0%,30.0%,10.0%,83.3%,30.0%,0.0%,30.0%,20.0%,30.0%,40.0%,30.0%,33.3%
Colt Emerson LHB,+820,10,3.80,0,0,0.111,0.200,0.222,0.111,0.192,10.0%,17.4%,20.0%,7.8%,88.3,-,-,28.6%,28.6%,42.9%,73.0,25.0%,10.0%,10.0%,87.0%,14.3%,0.0%,42.9%,28.6%,42.9%,28.6%,28.6%,26.7%
Jhonny Pereda RHB,N/A,9,3.80,0,0,-,0.111,-,-,0.072,11.1%,6.7%,11.1%,2.2%,91.8,-,-,28.6%,28.6%,42.9%,70.9,7.7%,38.5%,7.7%,86.7%,57.1%,0.0%,28.6%,-,28.6%,28.6%,42.9%,37.5%
Rob Refsnyder RHB,N/A,7,3.20,0,0,0.143,0.143,0.143,-,0.127,-,58.3%,42.9%,26.9%,96.5,-,-,25.0%,50.0%,75.0%,71.8,18.2%,27.3%,18.2%,91.7%,50.0%,0.0%,50.0%,-,25.0%,50.0%,25.0%,42.9%
Patrick Wisdom RHB,N/A,4,3.00,0,0,0.250,0.250,0.500,0.250,0.318,-,18.2%,25.0%,11.1%,98.8,33.3%,-,33.3%,66.7%,66.7%,76.8,80.0%,30.0%,20.0%,90.9%,33.3%,0.0%,33.3%,-,33.3%,-,66.7%,75.0%
Victor Robles RHB,N/A,1,2.80,0,0,-,-,-,-,-,-,0.0%,-,-,89.0,-,-,-,-,-,65.4,-,25.0%,-,100.0%,-,-,-,100.0%,-,100.0%,-,0.0%
