Matchup,CWS @ PHI
Pitcher,Andrew Painter
Pitcher Team,PHI
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.1,236,0.299,0.355,0.467,0.168,1.52,9,1.52,7.2%,21.6%,18.2%,16.4%,10.4%,7.26,59.3%,8.0%,9.2%,36.8%,28.2%,18.4%,17.2%
vsLHB,31.2,143,0.303,0.338,0.432,0.129,1.52,4,1.14,5.6%,20.8%,18.2%,16.8%,10.0%,7.39,62.9%,8.7%,7.4%,38.9%,28.7%,12.9%,21.3%
vsRHB,21.1,93,0.293,0.381,0.524,0.232,1.55,5,2.11,9.7%,22.9%,18.3%,15.9%,11.0%,7.17,53.8%,7.0%,12.1%,33.3%,27.3%,27.8%,10.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Andrew Benintendi LHB,N/A,22,4.00,2,3,0.300,0.364,0.650,0.350,0.429,9.1%,12.1%,9.1%,5.7%,91.8,11.1%,11.1%,33.3%,44.4%,38.9%,69.8,3.2%,45.2%,19.4%,96.9%,16.7%,66.7%,27.8%,50.0%,66.7%,22.2%,11.1%,50.0%
Chase Meidroth RHB,N/A,27,4.40,1,2,0.360,0.407,0.600,0.240,0.432,7.4%,14.3%,22.2%,6.3%,89.9,10.5%,5.3%,15.8%,42.1%,47.4%,65.7,-,34.2%,10.5%,90.5%,26.3%,20.0%,26.3%,31.6%,36.8%,36.8%,21.1%,17.2%
Miguel Vargas RHB,N/A,23,4.60,1,2,0.190,0.261,0.429,0.238,0.297,8.7%,34.0%,34.8%,16.7%,93.8,15.4%,-,-,46.2%,23.1%,74.3,46.7%,20.0%,11.1%,95.7%,30.8%,25.0%,7.7%,46.2%,38.5%,30.8%,30.8%,35.7%
Colson Montgomery LHB,N/A,21,4.00,1,1,0.190,0.190,0.333,0.143,0.227,-,40.5%,42.9%,24.6%,88.3,16.7%,8.3%,25.0%,41.7%,33.3%,76.4,75.0%,17.5%,12.5%,95.2%,41.7%,20.0%,8.3%,41.7%,58.3%,33.3%,8.3%,50.0%
Drew Romo SHB,N/A,20,3.80,1,2,0.100,0.100,0.300,0.200,0.168,-,30.3%,35.0%,15.6%,87.9,7.7%,-,23.1%,38.5%,15.4%,69.5,6.9%,31.0%,3.4%,87.9%,38.5%,20.0%,7.7%,53.8%,69.2%,30.8%,-,30.0%
Randal Grichuk RHB,N/A,15,2.60,1,1,0.200,0.200,0.467,0.267,0.284,-,38.5%,26.7%,19.2%,92.3,9.1%,9.1%,9.1%,45.5%,27.3%,74.2,41.7%,37.5%,12.5%,92.3%,36.4%,25.0%,9.1%,54.5%,36.4%,36.4%,27.3%,9.1%
Sam Antonacci LHB,N/A,21,4.60,0,1,0.389,0.476,0.500,0.111,0.429,9.5%,8.1%,9.5%,3.2%,87.6,-,-,18.8%,37.5%,43.8%,69.3,9.1%,27.3%,9.1%,89.2%,31.2%,0.0%,31.2%,25.0%,25.0%,43.8%,31.2%,10.7%
Tristan Peters LHB,N/A,19,3.40,0,0,0.444,0.474,0.667,0.222,0.489,5.3%,22.7%,5.3%,13.9%,83.8,-,-,17.6%,29.4%,41.2%,69.5,5.0%,25.0%,7.5%,93.0%,5.9%,0.0%,29.4%,58.8%,52.9%,23.5%,23.5%,56.5%
Rikuu Nishida LHB,N/A,16,2.60,0,0,0.125,0.125,0.125,-,0.111,-,18.5%,18.8%,8.3%,80.9,-,-,-,15.4%,30.8%,60.5,-,38.1%,-,84.0%,-,-,23.1%,61.5%,15.4%,69.2%,15.4%,31.6%
Edgar Quero SHB,N/A,16,3.20,0,0,0.286,0.312,0.286,-,0.263,6.2%,25.9%,31.2%,11.7%,93.9,10.0%,-,-,60.0%,40.0%,67.5,-,34.8%,21.7%,85.2%,30.0%,0.0%,20.0%,40.0%,-,70.0%,30.0%,57.1%
Derek Hill RHB,N/A,15,2.20,0,1,0.231,0.333,0.231,-,0.269,6.7%,34.4%,26.7%,15.3%,88.8,11.1%,-,-,33.3%,22.2%,70.8,10.7%,17.9%,7.1%,87.5%,11.1%,0.0%,11.1%,66.7%,33.3%,33.3%,33.3%,21.4%
Luisangel Acuna RHB,N/A,13,2.60,0,0,0.077,0.077,0.077,-,0.068,-,26.9%,53.8%,13.5%,88.6,-,-,16.7%,33.3%,50.0%,71.0,23.8%,19.0%,4.8%,80.8%,16.7%,0.0%,33.3%,33.3%,50.0%,33.3%,16.7%,23.1%
Jacob Gonzalez LHB,N/A,9,3.40,0,0,0.375,0.444,0.375,-,0.369,11.1%,22.7%,22.2%,14.3%,99.4,-,-,50.0%,83.3%,33.3%,72.8,28.6%,23.8%,19.0%,95.5%,33.3%,0.0%,33.3%,33.3%,66.7%,33.3%,-,55.6%
