Matchup,DET @ HOU
Pitcher,Framber Valdez
Pitcher Team,DET
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,77.2,340,0.249,0.315,0.382,0.133,1.34,9,1.04,8.5%,20.9%,17.9%,16.8%,9.8%,7.07,62.6%,7.5%,7.0%,42.1%,24.8%,15.0%,17.8%
vsLHB,19.1,83,0.250,0.304,0.382,0.132,1.29,2,0.93,7.2%,29.3%,30.1%,25.0%,13.5%,11.64,62.7%,5.7%,7.8%,31.4%,17.6%,22.2%,15.7%
vsRHB,58.1,257,0.249,0.319,0.382,0.133,1.35,7,1.08,8.9%,18.1%,14.0%,13.7%,8.5%,5.55,62.6%,8.1%,6.8%,45.0%,26.7%,13.7%,18.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Christian Walker RHB,,+410,25,11,4.40,1,1,0.182,0.182,0.455,0.273,0.272,-,10.5%,9.1%,5.1%,89.1,251.6,1,1,10.0%,10.0%,20.0%,40.0%,10.0%,75.8,60.0%,33.3%,26.7%,78.9%,20.0%,0.0%,10.0%,60.0%,60.0%,20.0%,20.0%,33.3%
Brice Matthews RHB,,+820,18,6,3.00,1,1,0.333,0.333,0.833,0.500,0.498,-,50.0%,50.0%,20.0%,80.1,433.8,1,1,50.0%,-,-,50.0%,100.0%,73.1,28.6%,14.3%,14.3%,87.5%,50.0%,100.0%,-,50.0%,-,50.0%,50.0%,50.0%
Cam Smith RHB,,+760,18,5,4.00,1,1,0.200,0.200,0.800,0.600,0.420,-,54.5%,40.0%,20.0%,100.1,381.5,2,1,33.3%,33.3%,33.3%,66.7%,33.3%,76.6,72.7%,18.2%,18.2%,100.0%,66.7%,50.0%,-,33.3%,66.7%,33.3%,-,44.4%
Yordan Alvarez LHB,,+331,33,13,4.40,0,0,0.250,0.308,0.250,-,0.255,7.7%,25.0%,23.1%,11.4%,88.8,253.5,2,0,-,-,-,37.5%,37.5%,75.5,60.0%,20.0%,13.3%,78.9%,25.0%,0.0%,50.0%,25.0%,12.5%,25.0%,62.5%,25.0%
Isaac Paredes RHB,,+570,9,10,4.40,0,0,0.143,0.400,0.143,-,0.291,20.0%,30.0%,40.0%,7.9%,86.7,208.6,0,0,-,-,33.3%,33.3%,33.3%,68.9,10.0%,20.0%,10.0%,100.0%,33.3%,0.0%,33.3%,-,33.3%,66.7%,-,28.6%
Jose Altuve RHB,,+550,13,8,4.00,0,0,-,0.250,-,-,0.171,12.5%,16.7%,-,7.5%,92.4,303.5,2,0,-,-,20.0%,40.0%,40.0%,67.9,-,25.0%,6.2%,100.0%,20.0%,0.0%,40.0%,40.0%,40.0%,60.0%,-,33.3%
Jake Meyers RHB,,+980,5,8,2.40,0,0,0.125,0.125,0.125,-,0.111,-,33.3%,12.5%,19.2%,78.3,193.5,0,0,-,-,14.3%,14.3%,-,67.3,-,30.8%,-,86.7%,14.3%,0.0%,-,57.1%,42.9%,28.6%,28.6%,57.1%
Jeremy Pena RHB,,+630,20,7,4.40,0,0,0.333,0.429,0.500,0.167,0.401,14.3%,21.4%,-,11.1%,100.0,357.1,2,1,-,-,-,83.3%,16.7%,72.3,7.1%,42.9%,28.6%,100.0%,16.7%,0.0%,16.7%,66.7%,50.0%,50.0%,-,14.3%
Taylor Trammell LHB,—,N/A,-,6,2.00,0,1,0.167,0.167,0.500,0.333,0.270,-,70.0%,50.0%,28.0%,75.6,263.3,1,0,-,-,33.3%,33.3%,-,71.7,28.6%,14.3%,-,77.8%,66.7%,0.0%,-,-,33.3%,33.3%,33.3%,16.7%
Joey Loperfido LHB,—,N/A,7,5,3.00,0,0,0.200,0.200,0.200,-,0.178,-,23.1%,20.0%,13.6%,84.6,-,0,0,-,-,-,25.0%,25.0%,72.1,11.1%,22.2%,11.1%,69.2%,-,-,-,100.0%,75.0%,25.0%,-,40.0%
Christian Vazquez RHB,,+900,20,4,3.40,0,0,-,-,-,-,-,-,0.0%,-,-,78.1,-,0,0,-,-,-,25.0%,25.0%,65.3,-,11.1%,11.1%,81.8%,-,-,-,100.0%,25.0%,75.0%,-,50.0%
Collin Price RHB,—,N/A,-,1,2.60,0,0,1.000,1.000,1.000,-,0.890,-,50.0%,-,16.7%,74.7,209.0,0,0,-,-,-,-,100.0%,71.4,50.0%,-,-,100.0%,-,-,100.0%,-,-,-,100.0%,0.0%
