Bat Side,both
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"11,799",1.14,1.09,1.12,1.11,1.14,1.47,0.87,1.02,1.05,1.04,1.06,88.4,173.7
2,Sutter Health Park,24',Open,"6,942",1.08,1.08,1.06,1.03,1.14,0.80,0.96,1.10,0.97,0.98,1.01,88.1,174.1
3,Great American Ball Park,535',Open,"10,796",1.03,1.13,1.01,0.98,1.02,0.83,1.00,1.05,1.01,0.97,1.00,88.1,174.9
4,Oriole Park at Camden Yards,33',Open,"11,321",1.03,1.03,1.02,1.02,1.01,1.07,0.97,0.97,1.04,1.03,1.01,89.1,170.2
5,Chase Field,1086',Retractable,"11,578",1.03,0.92,1.03,1.01,1.09,1.46,0.93,0.99,1.03,1.04,1.02,88.8,166.3
6,Target Field,828',Open,"11,380",1.02,0.97,1.03,1.03,1.07,0.93,0.99,0.98,1.03,1.01,1.01,88.5,174.2
7,Citizens Bank Park,20',Open,"10,980",1.02,1.07,1.03,1.04,0.98,0.98,1.05,0.95,0.92,0.99,1.00,88.5,164.3
8,Nationals Park,35',Open,"11,694",1.02,1.01,1.02,1.04,0.96,0.96,0.94,1.01,1.05,1.03,1.00,88.4,162.6
9,Daikin Park,45',Retractable,"10,702",1.02,1.12,1.01,0.99,0.99,0.90,1.08,1.02,0.97,1.01,0.99,88.3,167.6
10,Rogers Centre,270',Retractable,"11,312",1.02,1.08,1.01,0.99,1.03,0.81,1.02,0.98,1.06,1.02,1.00,88.3,167.2
11,Angel Stadium,151',Open,"10,776",1.02,1.03,1.02,1.02,0.98,0.97,1.01,1.03,1.01,1.02,1.00,88.6,168.8
12,Kauffman Stadium,856',Open,"11,364",1.01,0.89,1.01,0.99,1.10,1.31,0.94,1.01,1.02,1.02,1.02,88.7,169.4
13,Truist Park,1001',Open,"10,881",1.00,0.98,1.03,1.05,0.97,1.02,1.04,0.98,0.98,1.00,1.01,88.7,166.5
14,Rate Field,595',Open,"11,072",1.00,0.99,1.00,1.01,0.97,0.90,0.97,1.07,1.01,1.01,0.99,88.2,169.3
15,Progressive Field,653',Open,"10,732",1.00,0.98,1.01,1.01,1.04,0.85,1.04,1.03,1.01,1.01,0.99,88,166.6
16,PNC Park,780',Open,"11,305",1.00,0.88,1.01,1.00,1.14,0.88,0.97,0.98,0.99,1.02,1.00,88.7,166.1
17,loanDepot park,10',Retractable,"11,451",1.00,0.92,1.00,1.00,1.04,1.20,0.97,1.04,1.03,1.03,1.00,88.3,161.5
18,Comerica Park,600',Open,"11,025",0.99,0.99,1.00,1.01,0.93,1.14,0.98,0.97,0.96,1.00,1.00,88.5,168.6
19,Tropicana Field,15',Dome,"5,321",0.99,1.07,0.98,0.95,1.00,1.12,1.01,0.95,1.05,0.96,1.01,87.4,169.2
20,Fenway Park,21',Open,"11,191",0.99,0.88,1.02,1.03,1.05,0.83,0.98,0.97,0.92,0.99,0.99,88.2,159.3
21,Yankee Stadium,55',Open,"10,419",0.99,1.05,0.97,0.95,0.98,0.87,1.02,1.05,1.03,1.01,1.00,89.2,171.1
22,Dodger Stadium,515',Open,"10,710",0.98,1.11,0.97,0.95,0.96,0.73,1.04,1.01,0.97,1.00,1.00,88.9,172.7
23,American Family Field,597',Retractable,"10,671",0.98,1.05,0.99,0.99,0.93,0.95,1.09,1.01,0.96,0.97,1.00,87.5,164.1
24,Citi Field,10',Open,"10,908",0.98,0.97,0.98,0.99,0.97,0.89,1.04,1.06,0.96,0.98,0.99,88.5,164.9
25,Oracle Park,',Open,"11,138",0.98,0.80,1.01,1.03,1.03,1.22,0.97,0.98,0.94,1.00,0.99,88.3,159.6
26,Petco Park,23',Open,"10,923",0.97,1.04,0.97,0.98,0.92,0.82,1.06,1.02,1.05,0.99,0.99,88.1,165.5
27,Wrigley Field,595',Open,"10,808",0.97,1.02,0.97,1.00,0.84,1.08,1.01,0.97,1.00,1.02,0.99,88.5,168.6
28,Busch Stadium,460',Open,"11,773",0.96,0.82,0.99,1.02,1.03,0.89,0.93,0.94,0.98,1.02,1.00,88.7,160.8
29,Globe Life Field,545',Retractable,"10,777",0.96,0.95,0.97,0.98,0.95,0.95,1.01,0.96,1.01,1.02,1.00,88.5,171.7
30,T-Mobile Park,10',Retractable,"10,184",0.93,0.97,0.95,0.96,0.95,0.65,1.10,0.93,0.99,0.99,0.99,88.4,165.9
