Split,Season
Range,L10
Dates,="6/27/2026"
Games,9

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:10 PM,Cole Sulser,vs,9.1,47,4.60,0.364,0.431,2.04,0.295,0.659,3,2.89,29,34.7%,36.2%,31.5%,17.9%,16.39,3,6.4%,63.0%,5.8%,27,40.7%,5,18.5%,29.6%,37.5%,22.2%
7:10 PM,Michael Lorenzen,@,47.0,225,4.97,0.327,0.401,1.83,0.228,0.554,9,1.72,112,19.3%,20.4%,20.3%,8.5%,8.81,20,8.9%,60.9%,7.4%,158,44.3%,16,10.1%,27.2%,20.9%,18.4%
8:40 PM,Randy Vasquez,vs,48.2,220,5.69,0.305,0.378,1.60,0.230,0.535,10,1.85,107,17.9%,13.2%,10.3%,8.9%,5.36,17,7.7%,65.6%,9.2%,173,47.4%,22,12.7%,31.8%,16.4%,22.0%
7:15 PM,Ryan Gusto,@,18.1,84,3.92,0.286,0.336,1.58,0.143,0.429,2,0.98,33,21.9%,19.0%,17.8%,11.0%,7.85,7,8.3%,66.7%,7.4%,61,47.5%,7,11.5%,21.3%,7.7%,14.8%
7:10 PM,David Peterson,@,42.0,194,3.91,0.282,0.338,1.62,0.138,0.420,4,0.86,73,21.2%,20.1%,20.0%,9.9%,8.36,19,9.8%,66.7%,7.4%,135,38.5%,11,8.1%,21.5%,13.8%,8.9%
7:10 PM,Slade Cecconi,vs,53.1,224,3.81,0.280,0.316,1.35,0.130,0.411,6,1.01,85,20.4%,18.3%,15.7%,9.5%,6.92,14,6.2%,71.9%,7.2%,169,35.5%,9,5.3%,25.4%,9.3%,12.4%
9:38 PM,Jack Perkins,@,29.2,135,4.79,0.269,0.354,1.45,0.210,0.479,6,1.82,57,26.4%,25.9%,23.5%,12.9%,10.62,11,8.1%,62.2%,6.6%,86,33.7%,6,7.0%,34.9%,16.7%,17.4%
9:05 PM,Bryce Elder,@,58.0,252,4.22,0.260,0.309,1.36,0.134,0.394,8,1.24,91,22.9%,19.0%,20.8%,10.9%,7.45,19,7.5%,64.8%,6.7%,185,40.0%,9,4.9%,25.4%,17.0%,19.5%
7:05 PM,Brandon Young,vs,56.2,243,3.98,0.236,0.290,1.29,0.106,0.343,5,0.79,74,21.8%,17.3%,17.4%,10.6%,6.67,22,9.1%,64.1%,7.8%,178,39.3%,11,6.2%,25.3%,11.1%,16.3%
7:15 PM,Andre Pallante,vs,57.0,232,3.71,0.236,0.281,1.09,0.120,0.356,6,0.95,77,20.2%,19.0%,15.9%,9.3%,6.95,11,4.7%,68.5%,8.0%,173,31.2%,8,4.6%,17.9%,19.4%,12.1%
9:05 PM,Logan Webb,vs,64.0,258,3.19,0.224,0.268,1.06,0.112,0.336,5,0.70,81,20.4%,21.3%,19.0%,9.7%,7.73,14,5.4%,64.5%,5.2%,186,41.9%,10,5.4%,21.0%,12.8%,12.9%
7:05 PM,Foster Griffin,@,59.1,237,4.43,0.220,0.294,1.03,0.179,0.399,11,1.67,87,24.4%,24.9%,19.1%,11.7%,8.95,13,5.5%,60.8%,6.4%,160,38.8%,16,10.0%,25.6%,24.4%,21.2%
7:10 PM,Kyle Harrison,vs,54.0,213,2.66,0.209,0.259,0.98,0.134,0.343,6,1.00,69,30.3%,32.4%,22.5%,15.4%,11.50,11,5.2%,66.2%,7.2%,132,33.3%,9,6.8%,30.3%,15.0%,15.9%
7:10 PM,Mike Paredes,vs,20.1,85,4.92,0.205,0.283,1.18,0.110,0.315,2,0.89,23,19.6%,12.9%,13.8%,9.1%,4.87,9,10.6%,65.1%,7.5%,63,47.6%,2,3.2%,27.0%,11.8%,12.7%
9:38 PM,Reid Detmers,vs,60.2,240,2.70,0.199,0.250,1.02,0.093,0.292,4,0.59,63,28.1%,28.3%,22.1%,13.7%,10.09,19,7.9%,67.6%,8.3%,153,34.6%,10,6.5%,27.5%,9.5%,13.7%
8:40 PM,Yoshinobu Yamamoto,@,65.2,254,3.24,0.190,0.241,0.90,0.118,0.308,7,0.96,73,27.6%,25.6%,21.2%,13.8%,8.91,14,5.5%,60.4%,6.6%,173,39.3%,10,5.8%,18.5%,15.6%,17.3%
6:10 PM,Jose Cabrera,@,4.2,18,2.46,0.176,0.207,0.64,0.059,0.235,0,-,4,31.4%,16.7%,16.7%,17.7%,5.79,0,-,50.0%,4.8%,14,35.7%,1,7.1%,28.6%,-,14.3%
7:10 PM,Logan Gilbert,@,60.0,232,4.22,0.174,0.261,0.87,0.192,0.366,11,1.65,78,30.0%,28.0%,20.6%,15.2%,9.75,15,6.5%,69.4%,8.7%,149,43.6%,21,14.1%,32.2%,22.9%,22.8%
