Matchup,CLE @ MIN
Pitcher,Gavin Williams
Pitcher Team,CLE
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.1,236,0.259,0.319,0.432,0.173,1.30,8,1.30,6.4%,30.3%,26.3%,20.0%,15.0%,10.08,62.4%,9.0%,10.2%,48.4%,21.7%,23.5%,15.3%
vsLHB,36.0,151,0.236,0.301,0.407,0.171,1.19,4,1.00,6.6%,27.1%,27.2%,22.0%,13.5%,10.25,63.2%,9.2%,11.1%,47.5%,24.2%,16.7%,15.2%
vsRHB,19.1,85,0.300,0.350,0.475,0.175,1.50,4,1.86,5.9%,35.6%,24.7%,16.9%,17.6%,9.78,61.2%,8.7%,8.6%,50.0%,17.2%,40.0%,15.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kody Clemens LHB,,+412,34,26,4.60,2,3,0.333,0.346,0.625,0.292,0.406,3.8%,18.0%,11.5%,10.0%,98.0,288.2,8,4,14.3%,14.3%,28.6%,71.4%,38.1%,72.9,22.8%,35.1%,17.5%,93.4%,66.7%,38.1%,25.0%,28.6%,23.8%,38.1%,42.9%,19.0%,40.0%
Luke Keaschall RHB,,+1260,15,25,4.20,2,2,0.350,0.480,0.700,0.350,0.497,12.0%,3.8%,8.0%,1.2%,81.7,260.2,4,3,5.6%,-,22.2%,27.8%,50.0%,71.7,22.7%,40.9%,9.1%,91.7%,61.1%,33.3%,33.3%,27.8%,27.8%,38.9%,38.9%,22.2%,24.0%
Ryan Kreidler RHB,,+810,20,23,4.20,1,1,0.136,0.174,0.273,0.136,0.197,4.3%,27.0%,34.8%,11.5%,84.1,341.6,2,1,7.1%,-,-,28.6%,21.4%,74.4,45.2%,16.1%,9.7%,83.8%,21.4%,21.4%,33.3%,-,78.6%,42.9%,57.1%,-,16.7%
Josh Bell SHB,,+520,40,21,4.60,1,3,0.263,0.333,0.684,0.421,0.420,9.5%,25.0%,23.8%,11.8%,92.0,331.4,7,5,28.6%,7.1%,14.3%,42.9%,42.9%,73.3,36.8%,23.7%,13.2%,95.0%,78.5%,57.1%,12.5%,21.4%,21.4%,21.4%,50.0%,28.6%,15.0%
Victor Caratini SHB,,+760,13,25,4.20,0,2,0.286,0.360,0.333,0.048,0.310,8.0%,11.1%,8.0%,4.2%,91.4,274.9,7,1,5.0%,-,15.0%,35.0%,30.0%,71.0,12.9%,48.4%,12.9%,91.2%,70.0%,45.0%,0.0%,25.0%,30.0%,30.0%,25.0%,45.0%,16.7%
Royce Lewis RHB,,+524,17,24,4.60,0,3,0.348,0.375,0.522,0.174,0.387,4.2%,29.3%,20.8%,11.3%,93.9,250.5,7,5,11.1%,5.6%,27.8%,50.0%,27.8%,75.4,62.5%,27.5%,22.5%,97.6%,61.1%,38.9%,0.0%,22.2%,22.2%,44.4%,38.9%,16.7%,28.1%
Trevor Larnach LHB,,+690,30,23,3.80,0,3,0.409,0.435,0.591,0.182,0.443,4.3%,16.7%,8.7%,7.2%,94.9,298.5,7,3,10.0%,5.0%,20.0%,55.0%,50.0%,74.2,48.4%,41.9%,25.8%,88.6%,65.0%,25.0%,0.0%,40.0%,30.0%,35.0%,60.0%,5.0%,17.4%
Brooks Lee SHB,,+670,7,20,4.80,0,0,0.333,0.400,0.389,0.056,0.351,10.0%,10.2%,10.0%,5.9%,94.9,270.1,4,0,-,-,25.0%,43.8%,50.0%,70.3,6.5%,30.4%,10.9%,93.9%,81.2%,31.2%,0.0%,50.0%,12.5%,25.0%,50.0%,25.0%,33.3%
Alex Jackson RHB,—,N/A,18,17,2.80,0,0,0.250,0.294,0.250,-,0.252,-,12.1%,5.9%,7.1%,81.7,280.1,1,0,-,-,-,26.7%,6.7%,73.4,27.6%,20.7%,6.9%,90.6%,13.4%,6.7%,0.0%,6.7%,80.0%,33.3%,53.3%,13.3%,45.0%
Tristan Gray LHB,,+860,24,14,3.80,0,0,0.077,0.143,0.154,0.077,0.137,7.1%,24.3%,35.7%,13.0%,88.5,264.4,3,1,14.3%,-,28.6%,14.3%,57.1%,72.2,27.6%,10.3%,3.4%,78.4%,100.0%,42.9%,0.0%,57.1%,-,28.6%,28.6%,42.9%,50.0%
