Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Kevin McGonigle","DET","Ryan Weathers","NYY","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Jasson Dominguez","NYY","Casey Mize","DET","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Isaac Paredes","HOU","Zebby Matthews","MIN","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Freddy Fermin","SD","Shota Imanaga","CHC","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.500","0"
"Corey Seager","TEX","Parker Messick","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Endy Rodriguez","PIT","Aaron Nola","PHI","6","0.333","0.40","0.50","0.83","0","1","1","0","2","4","5","16.7","0.429","1"
"Jackson Chourio","MIL","Nick Lodolo","CIN","9","0.333","0.38","0.11","0.44","2","1","0","0","1","0","4","11.1","0.333","0"
"Geraldo Perdomo","ARI","Tyler Mahle","SF","9","0.333","0.43","0.22","0.56","1","2","0","0","2","3","5","33.3","0.300","0"
"Matt Chapman","SF","Eduardo Rodriguez","ARI","24","0.333","0.39","0.29","0.63","3","4","0","1","5","6","15","25.0","0.414","4"
"George Springer","TOR","Sean Manaea","NYM","41","0.317","0.44","0.12","0.44","10","2","0","1","3","8","18","31.7","0.391","4"
"Brandon Lowe","PIT","Aaron Nola","PHI","7","0.286","1.00","0.43","0.71","1","0","0","1","1","2","5","71.4","0.375","1"
"Jo Adell","LAA","George Kirby","SEA","14","0.286","0.44","0.07","0.36","3","1","0","0","1","1","5","35.7","0.333","1"
"Heliot Ramos","SF","Eduardo Rodriguez","ARI","11","0.273","0.43","0.18","0.45","1","2","0","0","2","3","5","45.5","0.250","0"
"Jackson Merrill","SD","Shota Imanaga","CHC","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Dylan Crews","WSH","Ranger Suarez","BOS","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Brayan Rocchio","CLE","Tyler Alexander","TEX","4","0.250","0.33","0.25","0.50","0","1","0","0","1","1","2","25.0","0.250","0"
"Bryan Reynolds","PIT","Aaron Nola","PHI","20","0.250","0.36","0.15","0.40","4","0","0","1","1","1","8","40.0","0.250","0"
"Marcell Ozuna","PIT","Aaron Nola","PHI","70","0.243","0.29","0.23","0.47","11","1","0","5","6","10","33","34.3","0.264","2"
"Hunter Goodman","COL","Sandy Alcantara","MIA","9","0.222","0.33","0.11","0.33","1","1","0","0","1","0","3","33.3","0.222","0"
"Max Kepler","ARI","Tyler Mahle","SF","9","0.222","0.29","0.11","0.33","1","1","0","0","1","0","3","22.2","0.364","2"
"Joey Ortiz","MIL","Nick Lodolo","CIN","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","0.0","0.200","0"
"Gunnar Henderson","BAL","Sean Burke","CWS","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.429","2"
"Adrian Del Castillo","ARI","Tyler Mahle","SF","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.200","0"
"Spencer Torkelson","DET","Ryan Weathers","NYY","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.333","1"
"Trea Turner","PHI","Braxton Ashcraft","PIT","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Nolan Schanuel","LAA","George Kirby","SEA","10","0.200","0.20","0.10","0.30","1","1","0","0","1","1","3","10.0","0.250","1"
"Austin Hedges","CLE","Tyler Alexander","TEX","10","0.200","0.13","0.30","0.50","1","0","0","1","1","3","5","30.0","0.167","0"
"Andrew Vaughn","MIL","Nick Lodolo","CIN","11","0.182","0.22","0.18","0.36","0","2","0","0","2","2","4","18.2","0.250","1"
"Rafael Devers","SF","Eduardo Rodriguez","ARI","11","0.182","0.29","0.09","0.27","1","1","0","0","1","1","3","36.4","0.250","1"
"Manny Machado","SD","Shota Imanaga","CHC","11","0.182","0.00","0.55","0.73","0","0","0","2","2","3","8","54.5","0.182","0"
"Ben Rice","NYY","Casey Mize","DET","7","0.143","0.25","0.29","0.43","0","0","1","0","1","0","3","42.9","0.333","2"
"William Contreras","MIL","Nick Lodolo","CIN","8","0.125","0.20","0.13","0.25","0","1","0","0","1","0","2","37.5","0.125","0"
"Jose Siri","LAA","George Kirby","SEA","8","0.125","0.33","0.13","0.25","0","1","0","0","1","0","2","62.5","0.125","0"
"Cody Bellinger","NYY","Casey Mize","DET","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","25.0","0.222","1"
"Pavin Smith","ARI","Tyler Mahle","SF","9","0.111","0.00","0.33","0.44","0","0","0","1","1","1","4","22.2","0.111","0"
"Steven Kwan","CLE","Tyler Alexander","TEX","10","0.100","0.11","0.10","0.20","0","1","0","0","1","0","2","10.0","0.100","0"
"Willy Adames","SF","Eduardo Rodriguez","ARI","18","0.056","0.09","0.11","0.17","0","0","1","0","1","0","3","38.9","0.190","3"
