Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Bryce Eldridge,LHB,SF,Gavin Williams,R,47.3,48.6,31.5,72.8,49.4
Garrett Mitchell,LHB,MIL,George Kirby,R,30.4,43.2,27.7,43.7,37.4
Bobby Witt Jr.,RHB,KC,Gage Jump,L,36.5,28.9,23.4,62.5,36.4
Justin Foscue,RHB,TEX,Andrew Alvarez,L,26.1,29.1,23.1,64.6,35.9
Jonathan Aranda,LHB,TB,Shane Bieber,R,30.5,39.1,16.8,47.4,33.6
Jake Burger,RHB,TEX,Andrew Alvarez,L,29.4,18.2,25.6,61.9,32.5
Yordan Alvarez,LHB,HOU,Grayson Rodriguez,R,29.3,33,19.8,48.1,32.4
Abimelec Ortiz,LHB,WSH,Jacob deGrom,R,34.2,31.4,14.2,53.1,31.9
Julio Rodriguez,RHB,SEA,Robert Gasser,L,30.3,19.4,19.4,62.1,31.2
Christian Yelich,LHB,MIL,George Kirby,R,39.6,28.7,25.2,36.7,30.7
Junior Caminero,RHB,TB,Shane Bieber,R,40.5,31.5,32.9,21.4,30.3
Jeff McNeil,LHB,ATH,Randy Dobnak,R,25.8,27.5,10.4,57.9,29.8
Munetaka Murakami,LHB,CWS,Grant Holmes,R,33.7,37.3,16,32.8,29.4
Yainer Diaz,RHB,HOU,Grayson Rodriguez,R,29.9,22.3,38,28.5,29.3
Randy Arozarena,RHB,SEA,Robert Gasser,L,37.1,28,24,33.7,29.1
CJ Abrams,LHB,WSH,Jacob deGrom,R,27.8,20.5,15.3,58,29
Cal Raleigh,SHB,SEA,Robert Gasser,L,27.2,22.3,20.4,49.2,28.9
Drake Baldwin,LHB,ATL,Anthony Kay,L,30.8,27,27,31.7,28.6
Tyler Stephenson,RHB,CIN,Michael McGreevy,R,33.7,20,32.9,32.9,28.5
Luis Garcia Jr.,LHB,NYY,Kyle Bradish,R,26.7,25.6,25.8,36.4,28.5
Ben Rice,LHB,NYY,Kyle Bradish,R,28.7,20.6,26,42.5,28.5
Coby Mayo,RHB,BAL,Gerrit Cole,R,47.1,17.2,13.5,53.9,28.3
Jake Bauers,LHB,MIL,George Kirby,R,43.3,29.1,22.2,27.8,28.1
Christian Walker,RHB,HOU,Grayson Rodriguez,R,29.9,24.5,28.9,31.2,28
Willy Adames,RHB,SF,Gavin Williams,R,33.8,20.3,25,40.1,28
Liam Hicks,LHB,TB,Shane Bieber,R,38.9,26.5,14.2,41.5,27.8
Jac Caglianone,LHB,KC,Gage Jump,L,34.1,21.3,18.6,44.9,27.7
Mike Trout,RHB,LAA,Peter Lambert,R,34.7,27.1,25.2,28.2,27.6
Weston Wilson,RHB,SEA,Robert Gasser,L,31.7,22.3,22.3,39.4,27.5
Miguel Vargas,RHB,CWS,Grant Holmes,R,41.2,24,16.9,38.1,27.1
Spencer Jones,LHB,NYY,Kyle Bradish,R,18.4,14.3,7.5,69.8,26.5
Colson Montgomery,LHB,CWS,Grant Holmes,R,34.8,21.3,17.4,41.4,26.5
Jo Adell,RHB,CLE,Landen Roupp,R,32,34.9,15,25.9,26.4
Randal Grichuk,RHB,CWS,Grant Holmes,R,48.6,12.6,19.5,43.2,25.9
Kyle Isbel,LHB,KC,Gage Jump,L,41.6,,10.7,74.2,25.9
Pete Alonso,RHB,BAL,Gerrit Cole,R,44.7,9.5,22,45.1,25.7
Jazz Chisholm Jr.,LHB,NYY,Kyle Bradish,R,36.9,20.1,7.7,50,25.5
William Contreras,RHB,MIL,George Kirby,R,31.5,25.5,15.7,34.8,25.5
Michael Massey,LHB,KC,Gage Jump,L,36.5,15.9,25.3,34.6,25.5
LaMonte Wade Jr.,LHB,HOU,Grayson Rodriguez,R,30.7,12.4,18.5,49.2,25.3
Pedro Pages,RHB,STL,Brady Singer,R,39.5,22.4,24.5,24.4,25.2
Samuel Basallo,LHB,BAL,Gerrit Cole,R,33.3,19.3,9.1,48.9,25
Carter Jensen,LHB,KC,Gage Jump,L,35.8,23.9,14.3,34.3,24.8
Tyler O'Neill,RHB,BAL,Gerrit Cole,R,62.1,18.1,18,27.3,24.8
Gary Sanchez,RHB,MIL,George Kirby,R,36.4,21.8,16.4,34.2,24.7
Ronald Acuna Jr.,RHB,ATL,Anthony Kay,L,30.7,8.2,36.4,31.1,24.6
Elias Diaz,RHB,TEX,Andrew Alvarez,L,32.1,27,7.9,38,24.5
Matt Olson,LHB,ATL,Anthony Kay,L,38.4,16.4,27.7,26.3,24.5
Vaughn Grissom,RHB,LAA,Peter Lambert,R,27,24.8,24.2,23.6,24.5
Colton Cowser,LHB,BAL,Gerrit Cole,R,38.2,25.3,21.2,21.2,24.3
Brandon Valenzuela,SHB,TOR,Ian Seymour,L,37.1,25.9,14.4,28.2,24.1
Jackson Chourio,RHB,MIL,George Kirby,R,34,20.1,28.4,20.1,24
Austin Riley,RHB,ATL,Anthony Kay,L,31.9,22.6,13.8,32.7,23.4
Zach Neto,RHB,LAA,Peter Lambert,R,28.2,22.1,20.1,27.3,23.4
Daylen Lile,LHB,WSH,Jacob deGrom,R,24.3,20.9,7.2,45.9,23.4
