Matchup,COL @ LAA
Pitcher,Grayson Rodriguez
Pitcher Team,LAA
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,14.1,65,0.286,0.363,0.464,0.179,1.67,2,1.26,12.3%,21.1%,21.5%,18.4%,9.1%,8.79,53.8%,6.4%,9.3%,51.2%,32.6%,14.3%,16.3%
vsLHB,7.0,36,0.355,0.456,0.645,0.290,2.29,2,2.57,13.9%,14.5%,16.7%,13.0%,6.0%,7.71,52.8%,6.0%,12.0%,60.0%,36.0%,22.2%,16.0%
vsRHB,7.1,29,0.200,0.244,0.240,0.040,1.09,0,-,10.3%,28.8%,27.6%,26.7%,13.2%,9.82,55.2%,7.0%,5.6%,38.9%,27.8%,-,16.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,+390,20,4.80,2,2,0.222,0.300,0.556,0.333,0.364,10.0%,22.9%,20.0%,11.1%,90.3,28.6%,21.4%,42.9%,42.9%,35.7%,74.6,39.4%,27.3%,18.2%,94.3%,14.3%,50.0%,42.9%,28.6%,64.3%,21.4%,14.3%,33.3%
Ezequiel Tovar RHB,+790,21,4.20,1,1,0.263,0.286,0.421,0.158,0.300,4.8%,40.8%,38.1%,24.4%,82.0,8.3%,-,25.0%,33.3%,41.7%,71.5,17.9%,12.8%,7.7%,83.0%,8.3%,100.0%,33.3%,41.7%,50.0%,25.0%,25.0%,43.5%
Jake McCarthy LHB,+820,19,4.60,1,2,0.188,0.211,0.375,0.188,0.238,5.3%,16.7%,21.1%,10.2%,85.6,7.1%,-,21.4%,42.9%,35.7%,71.7,10.7%,21.4%,14.3%,96.6%,50.0%,14.3%,14.3%,21.4%,42.9%,28.6%,28.6%,52.6%
TJ Rumfield LHB,+610,18,3.20,0,1,0.286,0.389,0.357,0.071,0.331,11.1%,16.2%,5.6%,9.7%,81.9,-,-,14.3%,21.4%,42.9%,69.7,12.1%,21.2%,6.1%,89.2%,28.6%,0.0%,21.4%,42.9%,50.0%,21.4%,28.6%,42.9%
Willi Castro SHB,+790,18,4.80,0,1,0.214,0.389,0.286,0.071,0.314,22.2%,27.9%,33.3%,12.6%,91.7,-,-,-,62.5%,12.5%,73.1,31.6%,18.4%,5.3%,88.4%,50.0%,0.0%,-,50.0%,37.5%,50.0%,12.5%,20.0%
Brett Sullivan LHB,N/A,18,2.60,0,1,-,0.056,-,-,0.036,5.6%,20.6%,22.2%,11.5%,89.0,-,-,23.1%,30.8%,23.1%,66.8,-,31.2%,3.1%,94.1%,23.1%,0.0%,15.4%,46.2%,61.5%,15.4%,23.1%,15.4%
Troy Johnston LHB,+880,18,4.80,0,0,0.200,0.333,0.200,-,0.256,16.7%,33.3%,33.3%,14.3%,91.1,-,-,22.2%,44.4%,33.3%,69.4,-,21.9%,9.4%,88.9%,-,-,44.4%,55.6%,66.7%,22.2%,11.1%,42.1%
Kyle Karros RHB,+750,17,3.00,0,0,0.143,0.294,0.143,-,0.223,11.8%,31.6%,35.3%,10.9%,87.6,-,-,12.5%,25.0%,37.5%,70.8,5.9%,23.5%,11.8%,89.5%,37.5%,0.0%,25.0%,37.5%,37.5%,50.0%,12.5%,43.8%
Tyler Freeman RHB,+1060,17,4.00,0,2,0.333,0.412,0.467,0.133,0.383,11.8%,6.7%,5.9%,2.8%,94.3,7.1%,7.1%,7.1%,57.1%,28.6%,69.8,11.1%,37.0%,25.9%,90.0%,21.4%,0.0%,35.7%,42.9%,14.3%,50.0%,35.7%,13.6%
Edouard Julien LHB,+880,14,3.00,0,0,-,0.143,-,-,0.093,14.3%,8.0%,14.3%,3.1%,86.8,-,-,30.0%,40.0%,50.0%,71.3,8.7%,30.4%,8.7%,92.0%,20.0%,0.0%,40.0%,40.0%,50.0%,30.0%,20.0%,35.7%
Sterlin Thompson LHB,+840,12,2.80,0,0,0.091,0.167,0.182,0.091,0.160,8.3%,40.0%,33.3%,15.9%,88.8,-,-,-,42.9%,28.6%,74.9,50.0%,13.6%,13.6%,88.0%,-,-,28.6%,71.4%,42.9%,28.6%,28.6%,31.2%
Chad Stevens RHB,N/A,6,2.40,0,0,0.200,0.167,0.200,-,0.148,-,30.8%,33.3%,14.3%,86.7,-,-,-,25.0%,50.0%,71.4,27.3%,18.2%,-,100.0%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,50.0%
Braxton Fulford RHB,N/A,5,2.20,0,0,0.200,0.200,0.200,-,0.178,-,20.0%,20.0%,9.1%,85.8,-,-,-,25.0%,50.0%,66.7,-,60.0%,20.0%,100.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,0.0%
