Split,vsRHB
Range,L10
Dates,="8/10/2026"
Games,10

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
9:40 PM,Freddy Peralta,@,17.0,86,5.69,0.320,0.411,1.94,0.240,0.560,3,1.59,42,21.5%,16.3%,13.1%,10.0%,7.41,9,10.5%,54.7%,7.1%,61,31.1%,3,4.9%,18.0%,18.2%,21.3%
7:07 PM,Jameson Taillon,vs,21.0,92,6.24,0.299,0.376,1.43,0.253,0.552,7,3.00,48,29.2%,21.7%,19.4%,15.5%,8.57,4,4.3%,67.4%,8.0%,67,50.7%,10,14.9%,38.8%,26.9%,19.4%
9:40 PM,Jacob Lopez,vs,27.1,132,4.78,0.292,0.371,1.76,0.168,0.460,4,1.32,52,26.9%,22.7%,15.9%,12.5%,9.88,15,11.4%,64.4%,5.7%,84,29.8%,5,6.0%,33.3%,10.7%,17.9%
9:45 PM,Hayden Wesneski,@,7.2,31,2.45,0.286,0.351,1.43,0.179,0.464,0,-,13,30.2%,22.6%,28.0%,14.7%,8.22,3,9.7%,61.3%,3.7%,21,42.9%,0,-,14.3%,-,23.8%
7:45 PM,Hunter Dobbins,vs,17.2,78,5.08,0.282,0.363,1.47,0.225,0.507,4,2.04,36,26.7%,24.4%,22.1%,13.3%,9.68,6,7.7%,61.5%,7.3%,52,46.2%,3,5.8%,25.0%,30.8%,23.1%
7:40 PM,Dean Kremer,vs,16.1,68,5.61,0.254,0.346,1.22,0.270,0.524,5,2.76,33,29.8%,26.5%,21.2%,14.4%,9.92,4,5.9%,57.4%,7.8%,46,37.0%,4,8.7%,43.5%,25.0%,23.9%
7:45 PM,Andrew Painter,@,18.0,75,6.71,0.254,0.357,1.39,0.254,0.507,5,2.50,34,25.2%,16.0%,19.4%,12.6%,6.00,8,10.7%,54.7%,8.0%,55,34.5%,7,12.7%,29.1%,31.2%,16.4%
7:07 PM,Sonny Gray,@,19.2,84,3.25,0.253,0.299,1.27,0.139,0.392,2,0.92,31,24.0%,22.6%,25.0%,12.5%,8.69,5,6.0%,67.9%,7.8%,60,43.3%,2,3.3%,18.3%,9.1%,23.3%
10:10 PM,Noah Cameron,@,44.0,191,4.90,0.247,0.324,1.34,0.182,0.429,7,1.43,73,26.4%,18.8%,16.5%,12.6%,7.36,17,8.9%,59.2%,7.9%,135,37.0%,11,8.1%,23.7%,18.8%,20.0%
7:15 PM,Bryce Elder,vs,23.0,97,6.49,0.241,0.338,1.35,0.230,0.471,6,2.35,41,19.7%,15.5%,16.7%,8.6%,5.87,10,10.3%,64.3%,9.2%,72,48.6%,9,12.5%,25.0%,33.3%,15.3%
7:40 PM,Trevor Rogers,@,42.2,171,2.96,0.238,0.273,1.10,0.112,0.350,3,0.63,56,23.7%,21.1%,17.6%,13.3%,7.59,9,5.3%,70.3%,9.6%,126,42.9%,9,7.1%,30.2%,7.9%,14.3%
9:40 PM,Casey Mize,vs,24.0,96,3.52,0.225,0.279,1.04,0.157,0.382,3,1.12,34,29.0%,22.9%,19.6%,14.3%,8.25,5,5.2%,62.5%,6.9%,69,34.8%,4,5.8%,24.6%,11.8%,23.2%
9:38 PM,MacKenzie Gore,@,44.1,177,4.14,0.213,0.292,0.97,0.207,0.421,9,1.83,69,29.2%,29.4%,25.2%,15.6%,10.56,8,4.5%,58.2%,7.4%,114,38.6%,10,8.8%,31.6%,22.2%,20.2%
9:40 PM,Logan Henderson,@,15.0,59,2.57,0.211,0.253,0.93,0.140,0.351,2,1.20,20,28.1%,33.9%,25.6%,14.8%,12.00,2,3.4%,66.7%,13.1%,37,35.1%,2,5.4%,27.0%,20.0%,21.6%
9:38 PM,Reid Detmers,vs,42.2,166,3.99,0.200,0.274,0.96,0.194,0.394,8,1.69,61,26.1%,28.9%,19.0%,12.8%,10.12,10,6.0%,68.7%,7.5%,108,40.7%,13,12.0%,31.5%,20.6%,16.7%
9:40 PM,Gabriel Hughes,@,11.2,46,1.81,0.195,0.252,1.03,0.073,0.268,0,-,11,26.1%,32.6%,25.0%,13.8%,11.57,4,8.7%,65.2%,7.5%,26,30.8%,1,3.8%,42.3%,-,11.5%
10:10 PM,Tarik Skubal,vs,43.2,168,3.56,0.185,0.257,0.85,0.172,0.357,7,1.44,56,33.0%,31.0%,24.6%,17.4%,10.72,8,4.8%,65.5%,6.6%,105,29.5%,11,10.5%,33.3%,17.1%,15.2%
9:40 PM,Michael Soroka,vs,20.2,79,2.23,0.184,0.214,0.82,0.092,0.276,1,0.44,21,29.7%,25.3%,19.0%,15.3%,8.71,3,3.8%,70.9%,6.5%,55,34.5%,4,7.3%,25.5%,7.1%,23.6%
7:15 PM,Christian Scott,@,17.2,75,2.53,0.175,0.253,1.30,0.048,0.222,0,-,14,30.4%,30.7%,25.6%,13.1%,11.72,12,16.0%,57.3%,4.4%,40,40.0%,4,10.0%,25.0%,-,12.5%
9:45 PM,Blade Tidwell,vs,9.1,32,1.49,0.161,0.170,0.64,0.032,0.194,0,-,6,39.7%,28.1%,22.5%,19.8%,8.68,1,3.1%,71.9%,3.2%,22,45.5%,0,-,9.1%,-,9.1%
