Matchup,PIT @ HOU
Pitcher,Paul Skenes
Pitcher Team,PIT
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.1,254,0.186,0.239,0.308,0.122,0.86,6,0.83,4.7%,26.2%,29.5%,22.4%,13.4%,10.33,61.7%,6.2%,4.3%,32.3%,20.1%,18.2%,14.0%
vsLHB,39.2,151,0.183,0.234,0.303,0.120,0.86,3,0.68,5.3%,26.4%,28.5%,20.7%,13.8%,9.76,56.9%,5.2%,4.0%,28.0%,21.0%,14.3%,14.0%
vsRHB,25.2,103,0.189,0.247,0.316,0.126,0.86,3,1.05,3.9%,25.7%,31.1%,25.2%,12.8%,11.22,68.9%,7.7%,4.7%,39.1%,18.8%,25.0%,14.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Christian Walker RHB,+490,21,4.80,2,2,0.211,0.286,0.526,0.316,0.350,4.8%,26.3%,19.0%,12.0%,88.9,20.0%,6.7%,13.3%,40.0%,26.7%,73.8,45.7%,22.9%,8.6%,92.1%,40.0%,16.7%,6.7%,46.7%,26.7%,33.3%,40.0%,17.6%
Yordan Alvarez LHB,+290,21,4.60,2,3,0.353,0.476,0.765,0.412,0.511,19.0%,19.0%,28.6%,8.4%,94.8,27.3%,18.2%,18.2%,54.5%,36.4%,77.3,65.9%,14.6%,14.6%,97.6%,63.6%,28.6%,18.2%,18.2%,27.3%,18.2%,54.5%,45.0%
Jeremy Pena RHB,+930,22,3.80,1,1,0.350,0.409,0.500,0.150,0.404,-,13.5%,9.1%,6.9%,81.8,5.6%,5.6%,5.6%,27.8%,22.2%,71.6,6.7%,23.3%,6.7%,83.3%,22.2%,25.0%,11.1%,61.1%,44.4%,33.3%,22.2%,47.1%
Christian Vazquez RHB,+1120,20,2.80,1,1,0.350,0.350,0.500,0.150,0.372,-,11.8%,5.0%,6.5%,81.9,-,-,5.3%,10.5%,42.1%,65.0,-,38.7%,6.5%,91.2%,42.1%,12.5%,26.3%,10.5%,5.3%,36.8%,57.9%,35.0%
Isaac Paredes RHB,+710,19,4.20,1,2,0.176,0.263,0.471,0.294,0.316,5.3%,5.9%,5.3%,2.7%,85.2,12.5%,12.5%,31.2%,37.5%,31.2%,68.9,11.5%,42.3%,15.4%,89.7%,18.8%,33.3%,25.0%,37.5%,56.2%,31.2%,12.5%,29.4%
Zach Cole LHB,N/A,18,2.60,1,1,0.056,0.056,0.222,0.167,0.117,-,50.0%,50.0%,20.7%,88.5,11.1%,-,22.2%,44.4%,11.1%,76.6,78.6%,14.3%,7.1%,82.4%,33.3%,33.3%,-,44.4%,44.4%,33.3%,22.2%,27.3%
Jake Meyers RHB,+1040,24,3.80,0,0,0.304,0.333,0.391,0.087,0.318,4.2%,17.1%,20.8%,10.6%,90.2,-,-,11.1%,38.9%,22.2%,67.6,5.4%,35.1%,5.4%,94.9%,16.7%,0.0%,22.2%,50.0%,38.9%,38.9%,22.2%,52.2%
Taylor Trammell LHB,+880,21,4.20,0,0,0.238,0.238,0.286,0.048,0.230,-,29.3%,33.3%,14.8%,87.7,-,-,28.6%,28.6%,21.4%,73.7,42.1%,13.2%,7.9%,92.7%,14.3%,0.0%,35.7%,50.0%,71.4%,7.1%,21.4%,26.7%
Brice Matthews RHB,+890,17,3.20,0,1,0.267,0.353,0.267,-,0.286,11.8%,28.6%,35.3%,12.5%,91.5,11.1%,-,11.1%,44.4%,33.3%,73.6,30.8%,19.2%,11.5%,96.3%,33.3%,0.0%,22.2%,44.4%,44.4%,33.3%,22.2%,11.1%
Cam Smith RHB,+920,17,4.00,0,0,0.286,0.412,0.357,0.071,0.346,17.6%,32.1%,29.4%,13.0%,92.2,11.1%,-,-,44.4%,22.2%,75.7,66.7%,18.5%,11.1%,96.4%,11.1%,0.0%,22.2%,55.6%,33.3%,44.4%,22.2%,23.5%
Nick Allen RHB,N/A,16,2.20,0,0,-,0.062,-,-,0.041,6.2%,29.0%,18.8%,14.3%,77.7,-,-,8.3%,33.3%,16.7%,68.9,-,16.0%,8.0%,86.2%,16.7%,0.0%,8.3%,33.3%,25.0%,50.0%,25.0%,35.0%
Zach Dezenzo RHB,N/A,16,2.20,0,1,0.267,0.312,0.333,0.067,0.287,6.2%,36.7%,31.2%,19.0%,86.2,20.0%,10.0%,10.0%,40.0%,30.0%,75.1,53.6%,14.3%,14.3%,93.3%,10.0%,0.0%,30.0%,60.0%,70.0%,-,30.0%,57.1%
Cesar Salazar LHB,+990,14,3.20,0,0,-,0.143,-,-,0.098,7.1%,23.8%,21.4%,10.6%,84.0,-,-,33.3%,22.2%,22.2%,66.9,-,27.8%,5.6%,90.0%,11.1%,0.0%,33.3%,44.4%,77.8%,11.1%,11.1%,16.7%
