Matchup,LAD @ CWS
Pitcher,Erick Fedde
Pitcher Team,CWS
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,63.1,274,0.262,0.347,0.471,0.209,1.39,14,1.99,8.8%,16.3%,14.6%,12.7%,6.9%,5.68,65.3%,6.3%,9.2%,39.6%,30.0%,19.4%,18.8%
vsLHB,31.2,137,0.242,0.306,0.367,0.125,1.36,3,0.85,10.2%,16.4%,15.3%,11.9%,6.8%,5.97,65.5%,5.6%,9.9%,42.6%,29.7%,10.0%,18.8%
vsRHB,31.0,137,0.282,0.386,0.573,0.290,1.45,11,3.19,7.3%,16.3%,13.9%,13.9%,7.0%,5.52,65.2%,7.0%,8.5%,36.8%,30.2%,28.1%,18.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shohei Ohtani LHB,,+267,19,12,5.00,1,1,0.667,0.667,1.167,0.500,0.787,-,28.0%,8.3%,12.5%,97.3,269.2,3,1,9.1%,9.1%,45.5%,72.7%,63.6%,75.9,68.2%,40.9%,36.4%,88.0%,9.1%,0.0%,54.5%,36.4%,63.6%,27.3%,9.1%,28.6%
Ryan Ward LHB,,+570,4,8,2.80,1,2,0.375,0.375,0.875,0.500,0.532,-,12.5%,25.0%,6.2%,92.0,326.0,3,3,16.7%,16.7%,33.3%,33.3%,50.0%,72.2,18.2%,27.3%,9.1%,73.3%,33.3%,50.0%,33.3%,33.3%,66.7%,16.7%,16.7%,40.0%
Andy Pages RHB,,+453,29,8,5.20,1,1,0.667,0.750,1.667,1.000,0.897,25.0%,23.5%,25.0%,6.9%,92.4,270.0,1,1,25.0%,25.0%,50.0%,50.0%,50.0%,74.0,29.4%,11.8%,11.8%,100.0%,25.0%,100.0%,25.0%,25.0%,75.0%,-,25.0%,12.5%
Alex Call RHB,—,N/A,16,13,2.20,0,0,0.091,0.231,0.091,-,0.174,7.7%,5.3%,15.4%,2.0%,73.0,136.5,0,0,-,-,22.2%,11.1%,11.1%,67.5,5.9%,11.8%,5.9%,94.4%,11.1%,0.0%,11.1%,44.4%,44.4%,11.1%,44.4%,18.2%
Miguel Rojas RHB,—,N/A,15,13,2.00,0,0,0.182,0.308,0.273,0.091,0.271,7.7%,10.0%,-,4.8%,73.3,136.6,0,0,-,-,18.2%,27.3%,-,68.6,-,31.2%,6.2%,88.9%,9.1%,0.0%,-,63.6%,45.5%,54.5%,-,40.0%
Freddie Freeman LHB,,+377,19,11,4.80,0,0,0.222,0.273,0.222,-,0.227,-,14.3%,-,6.2%,94.5,260.9,2,1,10.0%,-,20.0%,50.0%,30.0%,70.0,3.8%,34.6%,19.2%,92.9%,10.0%,0.0%,10.0%,60.0%,50.0%,40.0%,10.0%,27.3%
Mookie Betts RHB,,+525,15,11,4.80,0,1,0.222,0.364,0.222,-,0.280,18.2%,13.6%,-,5.8%,97.0,282.3,4,2,-,-,22.2%,66.7%,44.4%,68.8,-,45.0%,15.0%,90.9%,33.3%,0.0%,44.4%,22.2%,44.4%,55.6%,-,30.8%
Kyle Tucker LHB,,+479,11,10,4.80,0,0,0.222,0.300,0.222,-,0.243,10.0%,50.0%,50.0%,15.7%,86.6,183.8,0,0,-,-,-,25.0%,-,71.4,33.3%,20.0%,-,93.8%,25.0%,0.0%,-,75.0%,50.0%,25.0%,25.0%,30.8%
Alex Freeland SHB,,+630,21,9,2.80,0,0,0.125,0.222,0.125,-,0.171,11.1%,12.5%,33.3%,5.1%,82.1,283.1,2,0,-,-,-,20.0%,40.0%,70.0,7.1%,28.6%,-,93.3%,40.0%,0.0%,40.0%,-,-,60.0%,40.0%,30.0%
Max Muncy LHB,,+281,15,8,4.40,0,0,0.125,0.125,0.125,-,0.111,-,31.2%,37.5%,11.1%,78.2,-,0,0,-,-,-,20.0%,20.0%,71.6,14.3%,14.3%,7.1%,93.3%,-,-,-,100.0%,60.0%,40.0%,-,12.5%
Santiago Espinal RHB,—,N/A,6,6,1.80,0,0,0.167,0.167,0.333,0.167,0.212,-,33.3%,33.3%,18.8%,89.0,232.9,1,0,-,-,25.0%,75.0%,75.0%,68.0,-,42.9%,-,77.8%,-,-,75.0%,25.0%,25.0%,75.0%,-,60.0%
Dalton Rushing LHB,,+520,19,6,4.60,0,0,0.167,0.167,0.333,0.167,0.212,-,29.4%,16.7%,13.9%,80.0,206.5,0,0,-,-,-,-,20.0%,72.5,12.5%,12.5%,-,94.1%,-,-,40.0%,60.0%,40.0%,20.0%,40.0%,10.0%
