Matchup,DET @ NYY
Pitcher,Tarik Skubal
Pitcher Team,DET
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.2,234,0.229,0.281,0.395,0.166,0.97,8,1.19,3.4%,30.0%,28.2%,22.9%,15.8%,9.79,68.1%,7.1%,7.6%,41.1%,23.4%,18.9%,19.6%
vsLHB,13.2,59,0.298,0.332,0.456,0.158,1.39,2,1.32,3.4%,23.9%,27.1%,23.9%,13.0%,10.54,85.0%,10.5%,4.9%,48.8%,9.8%,50.0%,17.1%
vsRHB,47.0,175,0.205,0.263,0.373,0.169,0.85,6,1.15,3.4%,31.9%,28.6%,22.6%,16.6%,9.57,62.3%,6.1%,8.5%,38.5%,28.2%,15.2%,20.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,,+500,21,19,3.60,2,2,0.333,0.368,0.722,0.389,0.463,5.3%,19.1%,15.8%,9.0%,91.4,284.5,3,3,13.3%,-,13.3%,40.0%,26.7%,71.4,13.6%,22.7%,11.4%,93.6%,40.0%,33.3%,40.0%,6.7%,53.3%,26.7%,60.0%,13.3%,30.0%
Jasson Dominguez SHB,,+750,16,20,3.60,1,1,0.278,0.350,0.444,0.167,0.348,10.0%,34.1%,30.0%,19.7%,83.9,190.3,1,1,8.3%,8.3%,16.7%,25.0%,25.0%,72.0,9.1%,9.1%,6.1%,82.5%,16.6%,8.3%,100.0%,8.3%,58.3%,50.0%,25.0%,25.0%,44.4%
Amed Rosario RHB,,+690,17,18,3.20,1,2,0.167,0.167,0.333,0.167,0.216,-,26.5%,22.2%,14.3%,91.4,306.1,7,3,14.3%,7.1%,21.4%,42.9%,50.0%,74.0,39.4%,30.3%,12.1%,100.0%,57.2%,42.9%,0.0%,14.3%,35.7%,42.9%,35.7%,21.4%,31.6%
Max Schuemann RHB,,+960,26,13,1.80,1,1,0.200,0.385,0.600,0.400,0.409,23.1%,30.4%,23.1%,13.7%,94.3,290.0,4,4,42.9%,28.6%,42.9%,57.1%,42.9%,70.8,10.0%,25.0%,10.0%,90.9%,85.7%,71.4%,20.0%,14.3%,-,42.9%,28.6%,28.6%,41.7%
Cody Bellinger LHB,,+610,36,18,4.00,0,0,0.133,0.278,0.133,-,0.207,16.7%,8.6%,16.7%,4.0%,84.6,245.0,1,1,8.3%,-,-,41.7%,25.0%,69.2,-,23.3%,13.3%,88.2%,16.6%,8.3%,0.0%,8.3%,66.7%,33.3%,58.3%,8.3%,44.4%
Jazz Chisholm Jr. LHB,—,N/A,26,16,2.40,0,1,0.200,0.250,0.333,0.133,0.253,6.2%,24.1%,25.0%,11.7%,93.1,244.4,3,2,9.1%,9.1%,27.3%,36.4%,27.3%,72.0,22.2%,37.0%,11.1%,96.4%,36.4%,18.2%,0.0%,18.2%,36.4%,45.5%,36.4%,18.2%,25.0%
Jose Caballero RHB,,+870,13,16,3.60,0,0,0.167,0.375,0.167,-,0.274,25.0%,36.7%,25.0%,16.4%,75.0,262.4,1,1,-,-,-,12.5%,25.0%,72.0,15.4%,15.4%,-,92.9%,37.5%,12.5%,0.0%,25.0%,37.5%,50.0%,37.5%,12.5%,28.6%
Anthony Volpe RHB,,+800,27,16,3.00,0,0,0.154,0.312,0.154,-,0.233,18.8%,26.7%,18.8%,10.4%,92.4,282.7,1,0,-,-,10.0%,30.0%,10.0%,73.1,39.3%,21.4%,10.7%,93.3%,30.0%,20.0%,0.0%,10.0%,70.0%,30.0%,60.0%,10.0%,15.8%
Ben Rice LHB,,+460,33,14,3.60,0,0,0.143,0.143,0.143,-,0.127,-,25.0%,28.6%,11.1%,94.3,277.4,1,0,-,-,-,50.0%,10.0%,72.3,21.7%,34.8%,17.4%,95.8%,30.0%,30.0%,0.0%,-,70.0%,60.0%,20.0%,20.0%,42.1%
Ali Sanchez RHB,,+1260,2,12,2.40,0,0,0.417,0.417,0.583,0.167,0.434,-,28.6%,25.0%,15.0%,86.3,205.2,0,0,-,-,-,33.3%,55.6%,70.8,16.7%,22.2%,16.7%,85.7%,66.7%,11.1%,0.0%,55.6%,22.2%,22.2%,44.4%,33.3%,50.0%
Austin Wells LHB,—,N/A,26,11,2.60,0,0,0.091,0.091,0.182,0.091,0.115,-,27.8%,36.4%,13.2%,80.6,206.9,0,0,-,-,42.9%,28.6%,14.3%,71.3,17.6%,17.6%,5.9%,94.4%,28.6%,14.3%,0.0%,14.3%,28.6%,57.1%,14.3%,28.6%,33.3%
Spencer Jones LHB,,+600,1,5,3.00,0,0,0.333,0.600,0.667,0.333,0.514,40.0%,27.3%,20.0%,12.0%,85.6,231.4,0,0,-,-,-,-,50.0%,76.8,63.6%,-,-,100.0%,100.0%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,60.0%
