Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Heriberto Hernandez,RHB,MIA,Payton Tolle,L,57,32.8,50.2,52.1,45.3
Francisco Alvarez,RHB,NYM,Kyle Harrison,L,27.6,48.9,35.4,53.9,44
Luis Robert,RHB,NYM,Kyle Harrison,L,54,42.2,38.6,43.9,42.7
Kyle Schwarber,LHB,PHI,George Kirby,R,36.9,43.4,28.6,52.2,40.5
Bo Bichette,RHB,NYM,Kyle Harrison,L,29.8,50.1,43.3,27.5,40.4
Esmerlyn Valdez,RHB,PIT,Michael King,R,24,43.4,39.5,42.9,40.2
Jesus Sanchez,LHB,TOR,Seth Lugo,R,34.6,51,3.4,61.7,37.8
Oneil Cruz,LHB,PIT,Michael King,R,23,46.1,17.7,51.4,36.6
Tyrone Taylor,RHB,CHC,Brandon Pfaadt,R,45.4,34.2,29.5,42.9,36.1
Derek Hill,RHB,PHI,George Kirby,R,25.9,30.2,29.6,52.2,35.1
Ben Rice,LHB,NYY,Ethan Pecko,R,45.7,15.9,25.4,68.6,34.9
Jake Burger,RHB,TEX,Anthony Kay,L,34.8,30.7,29.1,46.9,34.7
Yordan Alvarez,LHB,HOU,Will Warren,R,34.2,38.3,25.8,39.2,34.4
Tim Tawa,RHB,ARI,Clay Holmes,R,44.8,29.5,31,40,34.1
Luis Campusano,RHB,SD,Paul Skenes,R,39.1,26.2,19.3,60.1,33.9
Drake Baldwin,LHB,ATL,Tyler Glasnow,R,42,24.5,39.5,35.4,33.5
Jimmy Crooks,LHB,STL,Chris Bassitt,R,31.2,47.5,8.5,43.9,33.3
William Contreras,RHB,MIL,Zach Thornton,L,26.3,30.3,33.9,39.2,33.2
Otto Lopez,RHB,MIA,Payton Tolle,L,32.5,43.2,9.8,46.8,33
Ryan Jeffers,RHB,MIN,Gage Jump,L,30.9,37.3,16.6,47.4,33
Jackson Chourio,RHB,MIL,Zach Thornton,L,33.7,24.3,27.9,49.7,32.7
Kody Clemens,LHB,MIN,Gage Jump,L,30.9,32.2,29.6,35.4,32.1
Munetaka Murakami,LHB,CWS,Jacob deGrom,R,36.2,37.4,17,39.7,31.7
Seiya Suzuki,RHB,CHC,Brandon Pfaadt,R,46.6,23.5,26.6,42.1,31.4
Matt Olson,LHB,ATL,Tyler Glasnow,R,22.5,28,33.9,36,31.2
Bryce Harper,LHB,PHI,George Kirby,R,39.4,26.9,34.4,28.8,30.9
Vaughn Grissom,RHB,LAA,Gavin Williams,R,27.5,33.2,31.4,28.1,30.8
Jordan Walker,RHB,STL,Chris Bassitt,R,44,24.8,25,41,30.8
Justin Foscue,RHB,TEX,Anthony Kay,L,29.4,24.9,13.4,58.4,30.3
Kazuma Okamoto,RHB,TOR,Seth Lugo,R,38.3,32.1,22,32.7,29.8
Tyler Stephenson,RHB,CIN,Adrian Houser,R,39.9,17.8,34.2,37.4,29.8
Austin Hedges,RHB,CLE,Walbert Urena,R,48.5,19.5,23.3,44.3,29.7
Lawrence Butler,LHB,ATH,Taj Bradley,R,18.7,31.6,10.3,54.3,29.6
Edmundo Sosa,RHB,PHI,George Kirby,R,24,32.5,20,35.9,28.8
Amed Rosario,RHB,NYY,Ethan Pecko,R,32.7,29.5,28.5,26.7,28.8
Max Muncy,LHB,LAD,Bryce Elder,R,29,25.3,25.8,36.5,28.6
Pedro Pages,RHB,STL,Chris Bassitt,R,38.7,31,31.5,17.4,28.5
Cole Carrigg,SHB,COL,Andrew Alvarez,L,8.8,35.8,,58.6,28.1
Ozzie Albies,SHB,ATL,Tyler Glasnow,R,32.7,16.9,33.9,34.4,28
Gary Sanchez,RHB,MIL,Zach Thornton,L,42.7,25.2,31,22,27.9
Joe Mack,LHB,MIA,Payton Tolle,L,65.3,21.1,20.2,31.9,27.9
Zack Gelof,RHB,ATH,Taj Bradley,R,21.4,34.4,17.8,33.7,27.9
Spencer Torkelson,RHB,DET,Ian Seymour,L,31,32,17.4,32.5,27.6
Jonathan Aranda,LHB,TB,Jackson Jobe,R,23.1,29.8,15,41,27.5
Lane Thomas,RHB,ATL,Tyler Glasnow,R,35.3,21.4,18.4,42.9,27.3
Junior Caminero,RHB,TB,Jackson Jobe,R,33.5,24,31.1,24.8,27.3
Colson Montgomery,LHB,CWS,Jacob deGrom,R,28.6,24.6,18.2,41.6,27.3
James McCann,RHB,ARI,Clay Holmes,R,40.1,17.9,30.1,31.7,27.2
Matt McLain,RHB,CIN,Adrian Houser,R,48.5,26.8,18.8,29.4,27.2
Liam Hicks,LHB,TB,Jackson Jobe,R,41.5,22.7,19,36,26.8
Francisco Lindor,SHB,NYM,Kyle Harrison,L,46.3,25.2,19.5,29,26.6
Julio Rodriguez,RHB,SEA,Aaron Nola,R,45.9,28,14.9,30.7,26.5
LaMonte Wade Jr.,LHB,HOU,Will Warren,R,34.9,11.1,17.6,55.1,26.4
Manny Machado,RHB,SD,Paul Skenes,R,27.9,23.7,25.2,30.1,26.2
Jo Adell,RHB,CLE,Walbert Urena,R,40.6,25.4,17.2,31.1,25.9
Jake Bauers,LHB,MIL,Zach Thornton,L,32.2,28.6,21.1,24.6,25.7
Dillon Dingler,RHB,DET,Ian Seymour,L,26.6,24.7,23.5,29.2,25.7
Spencer Jones,LHB,NYY,Ethan Pecko,R,14.6,10.2,7.6,73.2,25.6
Jackson Merrill,LHB,SD,Paul Skenes,R,15,24,19,39.6,25.5
Byron Buxton,RHB,MIN,Gage Jump,L,36.5,16,28.1,30.9,25.4
Gabriel Arias,RHB,CHC,Brandon Pfaadt,R,41.3,24.1,24.5,21.7,25.3
Sal Stewart,RHB,CIN,Adrian Houser,R,43.2,16.7,22,33.8,25.2
Royce Lewis,RHB,MIN,Gage Jump,L,42.5,24.1,11.4,36.5,25.2
Alejandro Kirk,RHB,TOR,Seth Lugo,R,32.9,19.6,22.9,32.2,25.1
Agustin Ramirez,RHB,MIA,Payton Tolle,L,34,19.4,11.4,45.4,25
Max Muncy,RHB,ATH,Taj Bradley,R,38.7,28.3,14.8,27.3,25
Elias Diaz,RHB,TEX,Anthony Kay,L,34.6,34.4,6.8,27.6,24.4
Jeremy Pena,RHB,HOU,Will Warren,R,48.8,10.4,21.6,37.7,24.4
