Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Vinnie Pasquantino","KC","Spencer Arrighetti","HOU","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","1"
"Eric Haase","SF","Colin Rea","CHC","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Blake Perkins","MIL","Cristopher Sanchez","PHI","4","1.000","1.00","0.50","1.50","2","2","0","0","2","2","6","0.0","1.000","0"
"Bryson Stott","PHI","Kyle Harrison","MIL","5","0.800","1.00","0.20","1.00","3","1","0","0","1","0","5","20.0","0.800","0"
"Rafael Devers","SF","Colin Rea","CHC","4","0.750","0.67","1.25","2.00","0","2","0","1","3","2","8","0.0","0.800","1"
"Jacob Wilson","ATH","Tomoyuki Sugano","COL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Masyn Winn","STL","Taj Bradley","MIN","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Alec Burleson","STL","Taj Bradley","MIN","3","0.667","0.67","0.33","1.00","1","1","0","0","1","2","3","0.0","0.667","0"
"Kyle Schwarber","PHI","Kyle Harrison","MIL","3","0.667","0.50","1.33","2.00","0","1","0","1","2","1","6","0.0","0.800","2"
"Matt Chapman","SF","Colin Rea","CHC","8","0.625","0.57","0.50","1.13","3","1","0","1","2","2","9","0.0","0.667","1"
"Kyle Tucker","LAD","Erick Fedde","CWS","5","0.600","0.67","0.80","1.40","1","1","0","1","2","1","7","20.0","0.667","1"
"Carlos Narvaez","BOS","Nathan Eovaldi","TEX","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Eli White","ATL","Freddy Peralta","NYM","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Ben Rice","NYY","Patrick Corbin","TOR","4","0.500","0.25","1.00","1.50","0","1","0","1","2","2","6","0.0","0.400","0"
"Gabriel Moreno","ARI","Andrew Abbott","CIN","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.600","1"
"Brayan Rocchio","CLE","Casey Mize","DET","6","0.500","0.60","0.50","1.00","0","3","0","0","3","0","6","16.7","0.571","1"
"Luis Arraez","SF","Colin Rea","CHC","6","0.500","0.40","0.50","1.00","2","0","0","1","1","2","6","0.0","0.500","0"
"George Springer","TOR","Will Warren","NYY","8","0.500","0.60","0.50","1.00","2","1","0","1","2","1","8","25.0","0.556","1"
"Randy Arozarena","SEA","Miles Mikolas","WSH","11","0.455","0.50","0.36","0.82","3","1","0","1","2","2","9","18.2","0.455","0"
"Connor Wong","BOS","Nathan Eovaldi","TEX","9","0.444","0.67","0.22","0.67","2","2","0","0","2","0","6","33.3","0.444","0"
"Marcell Ozuna","PIT","Max Meyer","MIA","9","0.444","0.57","0.11","0.56","3","1","0","0","1","3","5","22.2","0.444","0"
"Austin Riley","ATL","Freddy Peralta","NYM","16","0.438","0.42","0.44","0.88","4","1","0","2","3","5","14","12.5","0.471","1"
"Wilyer Abreu","BOS","Nathan Eovaldi","TEX","7","0.429","0.25","0.86","1.29","1","0","0","2","2","2","9","14.3","0.429","0"
"Julio Rodriguez","SEA","Miles Mikolas","WSH","7","0.429","0.43","0.14","0.57","2","1","0","0","1","0","4","0.0","0.429","0"
"Juan Soto","NYM","Bryce Elder","ATL","7","0.429","0.33","0.43","0.86","2","0","0","1","1","1","6","0.0","0.556","2"
"Jose Ramirez","CLE","Casey Mize","DET","14","0.429","0.36","0.43","0.86","4","0","0","2","2","5","12","7.1","0.500","2"
"Paul Goldschmidt","NYY","Patrick Corbin","TOR","19","0.421","0.50","0.47","0.89","3","3","0","2","5","3","17","26.3","0.522","4"
"Cody Bellinger","NYY","Patrick Corbin","TOR","29","0.414","0.52","0.03","0.45","11","1","0","0","1","3","13","20.7","0.500","5"
"Jung Hoo Lee","SF","Colin Rea","CHC","5","0.400","0.33","0.80","1.20","0","1","0","1","2","2","6","20.0","0.400","0"
"Matt McLain","CIN","Zac Gallen","ARI","5","0.400","0.50","0.60","1.00","1","0","0","1","1","2","5","40.0","0.400","0"
"Lawrence Butler","ATH","Tomoyuki Sugano","COL","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.500","1"
"Luke Raley","SEA","Miles Mikolas","WSH","5","0.400","0.50","0.20","0.60","1","1","0","0","1","2","3","20.0","0.400","0"
"Luis Rengifo","MIL","Cristopher Sanchez","PHI","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Eugenio Suarez","CIN","Zac Gallen","ARI","5","0.400","0.00","1.20","1.60","0","0","0","2","2","2","8","60.0","0.500","1"
"Bryce Harper","PHI","Kyle Harrison","MIL","5","0.400","0.50","0.60","1.00","1","0","0","1","1","2","5","40.0","0.400","0"
"Nolan Arenado","ARI","Andrew Abbott","CIN","20","0.400","0.35","0.30","0.70","6","0","0","2","2","6","14","10.0","0.409","1"
"Alex Bregman","CHC","Logan Webb","SF","8","0.375","0.29","0.38","0.75","2","0","0","1","1","2","6","0.0","0.444","1"
