Split,vsRHB
Range,L10
Dates,="9/15/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:40 PM,Rhett Lowder,vs,20.0,85,4.95,0.305,0.366,1.35,0.232,0.537,4,1.80,44,11.5%,14.1%,11.8%,5.4%,5.40,2,2.4%,70.9%,7.3%,70,37.1%,9,12.9%,24.3%,17.6%,20.0%
6:40 PM,Foster Griffin,vs,38.2,171,3.95,0.303,0.347,1.55,0.135,0.439,3,0.70,68,18.0%,14.0%,11.3%,8.8%,5.59,13,7.6%,60.8%,8.8%,133,36.1%,6,4.5%,24.8%,9.1%,12.8%
8:05 PM,Patrick Sandoval,@,36.1,163,4.26,0.303,0.362,1.68,0.148,0.451,4,0.99,64,26.5%,19.6%,21.3%,12.7%,7.93,18,11.0%,52.8%,7.0%,113,36.3%,8,7.1%,23.0%,15.4%,15.9%
9:40 PM,Janson Junk,@,15.1,66,4.99,0.300,0.354,1.37,0.167,0.467,2,1.17,28,9.6%,9.1%,9.8%,4.9%,3.52,3,4.5%,59.1%,6.7%,55,34.5%,3,5.5%,27.3%,13.3%,16.4%
9:40 PM,Zac Gallen,vs,24.0,106,5.56,0.296,0.369,1.54,0.245,0.541,5,1.88,53,17.4%,14.2%,13.8%,8.6%,5.62,8,7.5%,66.4%,6.5%,83,41.0%,11,13.3%,30.1%,16.0%,14.5%
7:40 PM,Kevin Gausman,vs,26.1,114,4.09,0.287,0.334,1.37,0.176,0.463,5,1.71,50,26.9%,23.7%,19.6%,13.2%,9.23,5,4.4%,71.9%,7.3%,82,41.5%,5,6.1%,23.2%,26.3%,15.9%
8:40 PM,Kyle Freeland,vs,36.1,157,5.27,0.279,0.374,1.35,0.299,0.578,8,1.98,85,22.3%,16.6%,15.0%,11.2%,6.44,8,5.1%,66.2%,7.1%,122,48.4%,16,13.1%,32.0%,20.5%,15.6%
6:45 PM,Jackson Kent,vs,21.1,101,4.74,0.277,0.352,1.92,0.096,0.373,1,0.42,31,25.1%,15.8%,12.8%,11.3%,6.75,18,17.8%,55.4%,4.8%,67,40.3%,5,7.5%,17.9%,8.3%,23.9%
7:10 PM,Sean Manaea,vs,41.1,182,4.82,0.277,0.357,1.35,0.235,0.512,8,1.74,85,23.0%,19.8%,20.5%,12.4%,7.84,10,5.5%,68.1%,10.1%,133,45.1%,20,15.0%,39.1%,13.5%,18.8%
6:40 PM,Antwone Kelly,vs,6.1,25,3.10,0.273,0.336,1.26,0.182,0.455,0,-,10,12.8%,12.0%,12.0%,6.0%,4.26,2,8.0%,80.0%,14.3%,20,50.0%,1,5.0%,25.0%,-,10.0%
7:40 PM,Bailey Ober,vs,18.1,78,4.41,0.270,0.328,1.31,0.189,0.459,4,1.96,34,30.4%,25.6%,20.8%,16.2%,9.82,4,5.1%,64.1%,8.6%,54,46.3%,8,14.8%,38.9%,19.0%,18.5%
6:45 PM,Cristopher Sanchez,@,46.2,201,3.38,0.264,0.312,1.37,0.110,0.374,4,0.77,68,29.4%,23.9%,22.7%,13.9%,9.26,16,8.0%,62.4%,6.4%,134,35.1%,6,4.5%,9.7%,23.1%,11.2%
8:05 PM,Jacob deGrom,vs,17.2,76,2.42,0.261,0.296,1.42,0.072,0.333,1,0.51,23,34.5%,30.3%,20.7%,18.2%,11.72,7,9.2%,59.2%,2.8%,46,34.8%,2,4.3%,17.4%,-,10.9%
8:10 PM,Hunter Brown,vs,21.0,90,3.72,0.259,0.308,1.33,0.099,0.358,2,0.86,29,22.3%,22.2%,19.2%,9.9%,8.57,7,7.8%,58.9%,4.8%,61,24.6%,1,1.6%,21.3%,15.4%,9.8%
6:40 PM,Jack Perkins,@,20.2,92,4.89,0.250,0.342,1.40,0.188,0.438,3,1.31,35,30.9%,20.7%,23.2%,15.0%,8.27,9,9.8%,59.8%,7.8%,61,26.2%,5,8.2%,32.8%,15.0%,19.7%
8:10 PM,Michael Wacha,@,23.2,100,7.20,0.245,0.363,1.18,0.340,0.585,9,3.42,55,22.6%,19.0%,17.3%,10.6%,7.23,5,5.0%,66.0%,9.8%,75,48.0%,8,10.7%,33.3%,28.0%,26.7%
6:40 PM,Yoshinobu Yamamoto,@,25.0,106,4.78,0.242,0.309,1.24,0.168,0.411,4,1.44,39,27.0%,18.9%,18.9%,13.4%,7.20,8,7.5%,64.8%,8.4%,76,40.8%,4,5.3%,28.9%,18.2%,21.1%
7:45 PM,Andre Pallante,vs,24.0,96,2.89,0.241,0.259,1.17,0.034,0.276,0,-,24,19.4%,13.5%,10.1%,8.6%,4.88,7,7.3%,50.5%,6.9%,76,26.3%,2,2.6%,14.5%,-,9.2%
7:40 PM,Max Fried,@,33.1,137,2.77,0.240,0.287,1.20,0.120,0.360,3,0.81,45,26.5%,29.2%,23.5%,12.3%,10.80,10,7.3%,56.9%,7.5%,87,24.1%,2,2.3%,24.1%,14.3%,10.3%
7:07 PM,Drew Anderson,@,12.1,54,4.15,0.239,0.329,1.38,0.152,0.391,1,0.73,18,24.8%,22.2%,13.8%,12.2%,8.76,6,11.1%,63.0%,5.2%,34,32.4%,3,8.8%,20.6%,14.3%,2.9%
6:40 PM,Griffin Jax,vs,18.2,79,4.06,0.229,0.299,1.18,0.143,0.371,2,0.96,26,22.0%,20.3%,22.5%,11.1%,7.71,6,7.6%,68.4%,8.4%,55,32.7%,4,7.3%,27.3%,13.3%,14.5%
9:38 PM,Logan Gilbert,@,24.1,103,6.35,0.226,0.340,1.23,0.290,0.516,8,2.96,48,31.9%,25.2%,21.5%,15.3%,9.62,9,8.7%,64.4%,7.4%,68,38.2%,8,11.8%,27.9%,31.6%,22.1%
7:40 PM,Martin Perez,@,36.2,154,3.95,0.214,0.286,1.36,0.084,0.298,1,0.25,39,22.8%,15.6%,17.5%,9.5%,5.89,22,14.3%,57.8%,4.8%,108,33.3%,1,0.9%,21.3%,4.3%,17.6%
7:10 PM,Shane Baz,@,21.2,80,1.67,0.211,0.213,0.88,0.026,0.237,0,-,18,26.4%,25.0%,21.7%,12.3%,8.31,3,3.8%,63.0%,7.6%,57,28.1%,0,-,19.3%,-,10.5%
6:40 PM,Jacob Misiorowski,@,23.1,92,3.31,0.190,0.261,1.03,0.143,0.333,3,1.16,28,28.7%,31.5%,26.9%,14.3%,11.19,8,8.7%,66.3%,7.0%,55,29.1%,3,5.5%,23.6%,15.4%,10.9%
9:38 PM,Ryan Johnson,vs,21.1,86,4.46,0.187,0.267,1.03,0.107,0.293,2,0.84,22,21.1%,17.4%,16.0%,9.6%,6.33,8,9.3%,60.5%,7.5%,60,30.0%,5,8.3%,36.7%,9.1%,25.0%
8:40 PM,Walker Buehler,@,21.1,77,3.43,0.183,0.235,0.84,0.113,0.296,2,0.84,21,26.8%,22.1%,16.7%,13.4%,7.17,5,6.5%,68.8%,6.0%,55,32.7%,2,3.6%,18.2%,10.0%,5.5%
6:40 PM,Sean Burke,@,24.0,100,3.60,0.182,0.261,1.12,0.114,0.295,2,0.75,26,29.5%,25.0%,16.8%,15.5%,9.38,11,11.0%,63.0%,8.0%,63,39.7%,3,4.8%,38.1%,8.3%,23.8%
7:45 PM,Blade Tidwell,@,19.2,70,2.44,0.169,0.207,0.71,0.077,0.246,1,0.46,16,29.5%,27.1%,22.9%,14.0%,8.69,3,4.3%,64.3%,8.2%,47,34.0%,3,6.4%,27.7%,7.7%,17.0%
7:07 PM,Spencer Miles,vs,5.0,19,1.90,0.118,0.167,0.60,-,0.118,0,-,2,19.4%,31.6%,27.3%,8.6%,10.80,1,5.3%,68.4%,8.6%,11,18.2%,0,-,27.3%,-,18.2%
