Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Colson Montgomery","CWS","Drew Anderson","DET","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Ezequiel Duran","TEX","Jacob Lopez","ATH","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Ryan Vilade","TB","Trevor Rogers","BAL","1","1.000","0.50","2.00","3.00","0","0","1","0","1","2","3","0.0","0.667","1"
"Randal Grichuk","CWS","Drew Anderson","DET","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Alejandro Kirk","TOR","Ryan Weathers","NYY","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Gavin Sheets","SD","Tanner Bibee","CLE","2","1.000","1.00","2.00","3.00","0","1","0","1","2","4","6","0.0","1.000","0"
"Nico Hoerner","CHC","Hunter Dobbins","STL","4","0.750","0.67","0.75","1.50","2","0","0","1","1","4","6","0.0","0.750","0"
"Sal Stewart","CIN","Eury Perez","MIA","3","0.667","0.50","1.33","2.00","0","1","0","1","2","2","6","0.0","0.667","0"
"Dillon Dingler","DET","Sean Burke","CWS","3","0.667","1.00","0.33","1.00","1","1","0","0","1","1","3","33.3","0.667","0"
"Vaughn Grissom","LAA","Noah Cameron","KC","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Colton Cowser","BAL","Freddy Peralta","TB","3","0.667","0.50","1.33","2.00","0","1","0","1","2","1","6","0.0","0.667","0"
"Alex Bregman","CHC","Hunter Dobbins","STL","5","0.600","0.50","0.80","1.40","1","1","0","1","2","1","7","0.0","0.600","0"
"George Springer","TOR","Ryan Weathers","NYY","5","0.600","0.50","1.20","1.80","1","0","0","2","2","3","9","20.0","0.667","1"
"Yandy Diaz","TB","Trevor Rogers","BAL","10","0.600","0.75","0.30","0.90","3","3","0","0","3","2","9","20.0","0.636","1"
"Luis Rengifo","SD","Tanner Bibee","CLE","11","0.545","0.56","0.36","0.91","4","1","0","1","2","1","10","9.1","0.545","0"
"Cody Freeman","TEX","Jacob Lopez","ATH","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Miguel Vargas","CWS","Drew Anderson","DET","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Jose Tena","WSH","Christian Scott","NYM","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Jonny DeLuca","TB","Trevor Rogers","BAL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","2","2","0.0","0.500","0"
"JJ Bleday","CIN","Eury Perez","MIA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Taylor Trammell","HOU","Bryan Woo","SEA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Fernando Tatis Jr.","SD","Tanner Bibee","CLE","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Michael Conforto","CHC","Hunter Dobbins","STL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Yordan Alvarez","HOU","Bryan Woo","SEA","4","0.500","1.00","0.75","1.25","1","0","0","1","1","1","5","50.0","0.600","1"
"Masyn Winn","STL","Edward Cabrera","CHC","6","0.500","0.60","0.17","0.67","2","1","0","0","1","0","4","16.7","0.500","0"
"Brayan Rocchio","CLE","Casey Mize","SD","6","0.500","0.60","0.50","1.00","0","3","0","0","3","0","6","16.7","0.571","1"
"Lawrence Butler","ATH","Cody Bradford","TEX","8","0.500","0.43","0.50","1.00","2","1","0","1","2","1","8","0.0","0.556","1"
"TJ Friedl","CIN","Eury Perez","MIA","8","0.500","0.57","0.38","0.88","2","1","1","0","2","2","7","12.5","0.500","0"
"Eugenio Suarez","CIN","Eury Perez","MIA","7","0.429","0.43","0.14","0.57","2","1","0","0","1","1","4","0.0","0.429","0"
"Ryan McMahon","NYY","Dylan Cease","TOR","14","0.429","0.33","0.50","0.93","3","1","0","2","3","5","13","7.1","0.412","1"
"Jose Ramirez","CLE","Casey Mize","SD","14","0.429","0.36","0.43","0.86","4","0","0","2","2","5","12","7.1","0.500","2"
"Freddy Fermin","SD","Tanner Bibee","CLE","12","0.417","0.44","0.25","0.67","4","0","0","1","1","2","8","16.7","0.462","1"
"Bryson Stott","PHI","Dean Kremer","MIN","5","0.400","0.50","0.40","0.80","1","0","1","0","1","1","4","20.0","0.400","0"
"Kazuma Okamoto","TOR","Ryan Weathers","NYY","5","0.400","0.50","0.60","1.00","1","0","0","1","1","2","5","40.0","0.400","0"
"Josh Naylor","SEA","Hunter Brown","HOU","5","0.400","0.33","0.60","1.00","1","0","0","1","1","3","5","20.0","0.500","1"
"Christian Walker","HOU","Bryan Woo","SEA","13","0.385","0.50","0.38","0.77","2","2","0","1","3","3","10","30.8","0.429","1"
"Francisco Lindor","NYM","Jake Irvin","WSH","23","0.348","0.40","0.39","0.74","3","3","0","2","5","5","17","26.1","0.348","0"
"Brendan Donovan","SEA","Hunter Brown","HOU","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Austin Hays","SD","Tanner Bibee","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Brandon Lowe","PIT","Patrick Sandoval","BOS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","66.7","0.333","0"
"William Contreras","MIL","Tarik Skubal","LAD","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.333","0"
"Dominic Canzone","SEA","Hunter Brown","HOU","9","0.333","0.60","0.22","0.56","1","2","0","0","2","1","5","44.4","0.333","0"
"Luis Torrens","NYM","Jake Irvin","WSH","9","0.333","0.50","0.22","0.56","1","2","0","0","2","1","5","33.3","0.333","0"
"Julio Rodriguez","SEA","Hunter Brown","HOU","24","0.333","0.47","0.21","0.54","5","2","0","1","3","5","13","33.3","0.407","3"
"Corbin Carroll","ARI","Bryce Elder","ATL","7","0.286","0.40","0.29","0.57","1","0","1","0","1","2","4","28.6","0.375","1"
"Alec Burleson","STL","Edward Cabrera","CHC","7","0.286","0.17","0.43","0.71","1","0","0","1","1","1","5","0.0","0.375","1"
"Ty France","SD","Tanner Bibee","CLE","7","0.286","0.33","0.43","0.71","1","0","0","1","1","1","5","42.9","0.375","1"
"Taylor Ward","SEA","Hunter Brown","HOU","11","0.273","0.27","0.09","0.36","2","1","0","0","1","0","4","0.0","0.529","5"
"Drake Baldwin","ATL","Michael Soroka","ARI","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","0.0","0.400","0"
"Matt McLain","CIN","Eury Perez","MIA","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.400","0"
"Gabriel Arias","NYM","Jake Irvin","WSH","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Brandon Marsh","PHI","Dean Kremer","MIN","4","0.250","0.50","0.25","0.50","0","1","0","0","1","1","2","50.0","0.400","1"
"Matt Olson","ATL","Michael Soroka","ARI","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Xander Bogaerts","SD","Tanner Bibee","CLE","4","0.250","0.20","0.25","0.50","0","1","0","0","1","2","2","0.0","0.200","0"
"Mike Yastrzemski","ATL","Michael Soroka","ARI","4","0.250","0.33","0.50","0.75","0","0","1","0","1","0","3","25.0","0.400","1"
