Matchup,ATL @ NYM
Pitcher,Freddy Peralta
Pitcher Team,NYM
Opposing Team,ATL

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,10.1,1.35,="12-42",.286,.429,0.143,1,1,1,4,22.7,2,.318,.747
Batting Second,8.2,1.73,="10-36",.278,.806,0.528,6,1,0,7,18.6,5,.395,1.201
Batting Third,10.2,1.13,="8-39",.205,.333,0.128,1,2,0,4,20.9,4,.279,.612
Batting Fourth,8.1,1.80,="8-31",.258,.452,0.194,1,3,0,4,25.6,7,.410,.862
Batting Fifth,9.0,1.11,="4-30",.133,.267,0.134,1,1,0,3,24.3,6,.297,.564
Batting Sixth,8.1,1.20,="8-33",.242,.242,0.000,0,0,0,0,22.9,2,.286,.528
Batting Seventh,7.1,1.36,="9-33",.273,.364,0.091,0,3,0,2,23.5,1,.294,.658
Batting Eighth,7.1,1.23,="5-26",.192,.269,0.077,0,2,0,2,29.0,4,.290,.559
Batting Ninth,7.2,1.04,="7-29",.241,.310,0.069,0,2,0,2,25.8,1,.267,.577

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Michael Harris II LHB,Batting Second ​,="18-53",.340,.528,0.188,3,1,0,8,21.4,3,.375,.903
Matt Olson LHB,Batting Third ​,="55-204",.270,.534,0.264,14,12,0,39,21.7,22,.339,.873
Ozzie Albies SHB,Batting Fourth ​,="30-89",.337,.517,0.180,3,7,0,15,10.6,9,.394,.911
Mauricio Dubon RHB,Batting Fifth ​,="11-46",.239,.457,0.218,2,2,1,12,17.6,4,.300,.757
Austin Riley RHB,Batting Fifth ​,="19-91",.209,.319,0.110,2,2,1,9,33.7,8,.287,.606
Eli White RHB,Batting Sixth ​,="7-22",.318,.636,0.318,1,2,1,3,12.0,3,.400,1.036
Dominic Smith LHB,Batting Seventh ​,="20-60",.333,.467,0.134,2,2,0,12,17.2,1,.349,.816
Mike Yastrzemski LHB,Batting Eighth ​,="8-47",.170,.234,0.064,1,0,0,1,19.2,3,.250,.484
Rowdy Tellez LHB,Batting Eighth ​,="0-1",.000,.000,0.000,0,0,0,0,0.0,0,.000,.000
Ha-Seong Kim RHB,Batting Eighth ​,="3-38",.079,.079,0.000,0,0,0,2,25.6,5,.186,.265
Sandy León SHB,Batting Ninth ​,="1-28",.036,.036,0.000,0,0,0,0,42.9,0,.036,.072
Jorge Mateo RHB,Batting Ninth ​,="14-45",.311,.356,0.045,0,2,0,2,31.9,2,.340,.696
Austin Wynns RHB,Batting Ninth ​,="2-18",.111,.111,0.000,0,0,0,0,26.3,1,.158,.269
