Matchup,KC @ TOR
Pitcher,Noah Cameron
Pitcher Team,KC
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,143.1,600,0.234,0.293,0.375,0.141,1.21,14,0.88,7.7%,26.2%,21.3%,18.3%,12.5%,8.04,59.0%,7.5%,7.8%,38.1%,26.2%,11.7%,19.1%
vsLHB,34.1,148,0.270,0.321,0.431,0.161,1.34,4,1.05,6.1%,26.0%,22.3%,19.2%,12.6%,8.65,56.1%,9.5%,11.3%,37.7%,28.3%,13.3%,17.0%
vsRHB,107.1,452,0.222,0.283,0.357,0.134,1.19,10,0.84,8.2%,26.3%,21.0%,18.1%,12.4%,7.97,60.0%,6.9%,6.6%,38.2%,25.6%,11.1%,19.9%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+408,14,4.00,10,1,2,93.4,300.1,6,2,20.0%,-,40.0%,40.0%,70.0%,73.3,29.4%,47.1%,23.5%,100.0%,90.0%,40.0%,25.0%,50.0%,-,40.0%,60.0%,-,44.4%
Daz Cameron RHB,,+660,5,2.80,8,1,1,91.9,289.3,3,2,25.0%,25.0%,37.5%,50.0%,50.0%,75.5,61.5%,38.5%,30.8%,100.0%,100.0%,37.5%,33.3%,62.5%,-,37.5%,50.0%,12.5%,50.0%
Brett Bateman LHB,,+1300,4,4.60,10,0,0,67.1,284.3,2,2,-,-,-,20.0%,30.0%,69.0,-,50.0%,-,66.7%,40.0%,20.0%,0.0%,20.0%,20.0%,10.0%,60.0%,30.0%,20.0%
Brandon Valenzuela SHB,—,N/A,27,3.20,10,0,1,87.3,251.4,2,1,-,-,10.0%,40.0%,10.0%,73.4,33.3%,28.6%,4.8%,100.0%,20.0%,20.0%,0.0%,-,60.0%,30.0%,40.0%,30.0%,60.0%
George Springer RHB,,+610,10,3.00,10,0,0,88.4,257.6,2,0,-,-,20.0%,30.0%,40.0%,73.6,28.6%,50.0%,21.4%,87.5%,40.0%,-,-,40.0%,50.0%,40.0%,40.0%,20.0%,57.1%
Charles McAdoo RHB,,+900,8,4.20,10,0,1,82.0,248.6,3,2,10.0%,-,-,20.0%,60.0%,73.4,25.0%,16.7%,16.7%,80.0%,80.0%,30.0%,0.0%,50.0%,-,-,60.0%,40.0%,44.4%
Myles Straw RHB,,+1200,14,3.40,10,0,0,80.1,215.6,2,0,-,-,20.0%,20.0%,40.0%,69.3,-,25.0%,-,80.0%,40.0%,10.0%,0.0%,30.0%,30.0%,30.0%,50.0%,20.0%,12.5%
Nathan Lukes LHB,—,N/A,7,3.60,10,0,0,69.7,236.5,0,0,-,-,-,-,20.0%,67.0,-,50.0%,-,83.3%,20.0%,-,-,20.0%,50.0%,20.0%,40.0%,40.0%,40.0%
Vladimir Guerrero Jr. RHB,,+544,14,4.00,10,0,0,88.2,254.2,1,1,-,-,-,10.0%,30.0%,76.4,53.8%,30.8%,7.7%,86.7%,70.0%,40.0%,0.0%,30.0%,30.0%,20.0%,60.0%,20.0%,20.0%
Andres Gimenez LHB,,+756,16,3.60,10,0,0,73.7,239.5,1,0,-,-,-,10.0%,20.0%,64.7,-,30.0%,-,76.9%,30.0%,10.0%,0.0%,20.0%,60.0%,50.0%,30.0%,20.0%,25.0%
Jesus Sanchez LHB,—,N/A,9,3.40,10,0,0,86.6,242.2,1,0,-,-,20.0%,40.0%,20.0%,69.9,27.3%,54.5%,27.3%,73.3%,30.0%,20.0%,0.0%,10.0%,70.0%,40.0%,40.0%,20.0%,60.0%
Alejandro Kirk RHB,,+710,11,3.80,10,0,0,88.7,258.4,1,0,-,-,-,20.0%,30.0%,73.2,33.3%,50.0%,16.7%,85.7%,30.0%,-,-,30.0%,70.0%,20.0%,60.0%,20.0%,14.3%
Ernie Clement RHB,,+930,25,4.00,10,0,0,75.7,264.8,1,0,-,-,-,-,10.0%,68.8,8.3%,41.7%,-,75.0%,40.0%,30.0%,0.0%,10.0%,50.0%,30.0%,50.0%,20.0%,44.4%
