Matchup,NYM @ TB
Pitcher,Freddy Peralta
Pitcher Team,TB
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,141.0,621,0.260,0.336,0.445,0.185,1.41,22,1.40,8.7%,26.2%,21.4%,17.4%,12.4%,8.49,58.0%,6.5%,6.1%,37.2%,28.1%,16.7%,18.5%
vsLHB,91.1,397,0.264,0.338,0.466,0.201,1.39,16,1.58,7.8%,26.7%,21.4%,18.0%,12.6%,8.38,55.9%,6.5%,6.4%,37.1%,30.0%,19.0%,17.5%
vsRHB,49.0,224,0.253,0.333,0.407,0.155,1.47,6,1.10,10.3%,25.3%,21.4%,16.4%,12.1%,8.82,61.6%,6.4%,5.4%,37.4%,24.5%,11.1%,20.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Luis Torrens RHB,,+1080,17,2.60,8,3,3,91.2,297.4,4,3,37.5%,-,-,50.0%,25.0%,72.2,20.0%,40.0%,20.0%,100.0%,75.0%,75.0%,50.0%,-,12.5%,12.5%,50.0%,37.5%,33.3%
Francisco Lindor SHB,,+472,24,4.20,8,1,2,91.5,289.9,3,2,12.5%,12.5%,25.0%,50.0%,12.5%,72.5,11.1%,55.6%,22.2%,90.0%,37.5%,37.5%,33.3%,-,50.0%,50.0%,25.0%,25.0%,0.0%
Juan Soto LHB,,+321,34,3.20,8,1,1,86.9,295.6,3,2,25.0%,-,25.0%,50.0%,25.0%,74.9,70.0%,60.0%,30.0%,90.9%,50.0%,50.0%,25.0%,-,37.5%,50.0%,25.0%,25.0%,40.0%
Mark Vientos RHB,—,N/A,24,3.40,8,0,1,95.5,271.2,3,1,12.5%,12.5%,25.0%,75.0%,12.5%,74.8,50.0%,70.0%,20.0%,90.9%,50.0%,37.5%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,50.0%
A.J. Ewing LHB,,+900,13,4.00,8,0,0,80.8,278.5,2,0,-,-,-,25.0%,37.5%,71.4,25.0%,33.3%,8.3%,85.7%,50.0%,25.0%,0.0%,25.0%,25.0%,12.5%,50.0%,37.5%,80.0%
Carson Benge LHB,,+760,21,4.00,8,0,1,84.9,319.0,1,1,12.5%,-,-,37.5%,25.0%,72.4,46.2%,38.5%,23.1%,92.9%,25.0%,12.5%,0.0%,12.5%,75.0%,50.0%,37.5%,12.5%,50.0%
Marcus Semien RHB,,+690,14,3.80,8,0,0,89.2,261.8,1,0,-,-,37.5%,12.5%,25.0%,67.2,-,58.3%,-,92.3%,50.0%,50.0%,0.0%,-,50.0%,75.0%,25.0%,-,60.0%
Francisco Alvarez RHB,,+550,24,3.20,8,0,1,91.1,258.1,1,1,12.5%,-,-,50.0%,25.0%,74.7,46.2%,46.2%,7.7%,86.7%,37.5%,37.5%,0.0%,-,50.0%,25.0%,50.0%,25.0%,40.0%
Christopher Morel RHB,,+440,17,2.20,8,0,0,82.7,242.2,1,1,-,-,62.5%,12.5%,37.5%,76.8,69.2%,15.4%,7.7%,100.0%,62.5%,37.5%,0.0%,25.0%,25.0%,87.5%,-,12.5%,33.3%
Bo Bichette RHB,,+680,16,3.60,8,0,1,97.0,306.2,4,2,12.5%,-,-,50.0%,37.5%,71.2,7.1%,57.1%,14.3%,87.5%,87.5%,62.5%,0.0%,25.0%,12.5%,12.5%,50.0%,37.5%,71.4%
Jared Young LHB,,+610,27,3.60,8,0,0,88.6,253.9,3,0,-,-,25.0%,25.0%,37.5%,73.0,36.4%,45.5%,18.2%,100.0%,75.0%,50.0%,0.0%,25.0%,25.0%,37.5%,50.0%,12.5%,33.3%
Brett Baty LHB,,+960,21,2.80,8,0,0,92.9,322.5,5,1,-,-,-,62.5%,50.0%,74.8,43.8%,37.5%,18.8%,100.0%,75.0%,37.5%,0.0%,37.5%,25.0%,12.5%,37.5%,50.0%,57.1%
Cristian Pache RHB,—,N/A,-,1.60,2,0,0,91.9,72.1,0,0,-,-,50.0%,50.0%,-,69.8,14.3%,14.3%,14.3%,100.0%,-,-,-,-,50.0%,50.0%,-,50.0%,50.0%
