Matchup,ATH @ CHC
Pitcher,Jameson Taillon
Pitcher Team,CHC
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.1,254,0.246,0.350,0.526,0.280,1.28,19,2.83,7.9%,25.7%,20.1%,18.7%,11.8%,7.61,56.3%,6.4%,14.9%,38.1%,38.7%,25.7%,25.4%
vsLHB,28.2,128,0.248,0.384,0.584,0.336,1.50,11,3.45,11.7%,25.0%,20.3%,17.1%,10.3%,8.16,51.9%,5.2%,16.1%,40.2%,46.0%,25.0%,26.4%
vsRHB,31.1,126,0.244,0.316,0.471,0.227,1.09,8,2.30,4.0%,26.4%,19.8%,20.7%,13.8%,7.18,60.8%,8.0%,13.8%,36.2%,31.9%,26.7%,24.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brent Rooker RHB,+520,24,4.20,1,1,0.238,0.333,0.429,0.190,0.339,4.2%,32.6%,29.2%,16.5%,85.5,7.1%,7.1%,7.1%,14.3%,7.1%,73.6,42.1%,13.2%,5.3%,88.4%,50.0%,14.3%,7.1%,42.9%,21.4%,42.9%,35.7%,31.6%
Carlos Cortes LHB,+900,18,3.40,1,2,0.333,0.556,0.667,0.333,0.502,33.3%,17.2%,11.1%,5.7%,88.3,20.0%,10.0%,30.0%,40.0%,50.0%,71.0,11.5%,23.1%,11.5%,92.9%,20.0%,50.0%,30.0%,30.0%,40.0%,50.0%,10.0%,20.0%
Nick Kurtz LHB,+360,23,4.20,0,1,0.235,0.435,0.294,0.059,0.341,26.1%,33.3%,30.4%,12.6%,84.6,30.0%,-,10.0%,50.0%,50.0%,77.7,76.5%,14.7%,14.7%,89.5%,10.0%,0.0%,40.0%,40.0%,50.0%,30.0%,20.0%,18.2%
Shea Langeliers RHB,+430,22,4.00,0,0,0.111,0.273,0.111,-,0.205,9.1%,24.3%,13.6%,11.2%,88.9,-,-,20.0%,26.7%,26.7%,74.5,50.0%,25.0%,9.4%,86.5%,26.7%,0.0%,6.7%,40.0%,40.0%,40.0%,20.0%,38.5%
Darell Hernaiz RHB,+1600,22,3.60,0,0,0.278,0.409,0.389,0.111,0.358,13.6%,19.4%,13.6%,9.0%,87.7,-,-,-,40.0%,26.7%,66.9,-,28.6%,11.4%,97.2%,33.3%,0.0%,26.7%,40.0%,13.3%,60.0%,26.7%,34.8%
Henry Bolte RHB,+950,20,3.00,0,0,0.250,0.400,0.312,0.062,0.327,20.0%,19.4%,20.0%,8.8%,89.0,-,-,-,50.0%,25.0%,76.7,71.4%,25.0%,21.4%,93.3%,25.0%,0.0%,8.3%,66.7%,25.0%,41.7%,33.3%,47.1%
Jeff McNeil LHB,+1320,18,3.80,0,0,0.176,0.222,0.176,-,0.184,5.6%,21.6%,16.7%,14.7%,86.8,-,-,-,28.6%,35.7%,66.9,2.1%,21.3%,6.4%,94.0%,14.3%,0.0%,21.4%,50.0%,42.9%,35.7%,21.4%,57.1%
Lawrence Butler LHB,N/A,18,3.00,0,0,0.118,0.167,0.118,-,0.135,5.6%,28.1%,11.1%,14.5%,86.2,-,-,6.7%,40.0%,26.7%,73.8,33.3%,25.9%,14.8%,90.0%,6.7%,0.0%,20.0%,66.7%,33.3%,40.0%,26.7%,23.1%
Zack Gelof RHB,+790,18,4.20,0,0,0.278,0.278,0.333,0.056,0.268,-,25.6%,33.3%,11.1%,86.0,-,-,8.3%,33.3%,8.3%,73.2,24.3%,16.2%,5.4%,94.9%,16.7%,0.0%,8.3%,58.3%,41.7%,25.0%,33.3%,23.1%
Tyler Soderstrom LHB,+630,15,3.80,0,1,0.364,0.533,0.545,0.182,0.461,26.7%,12.0%,-,4.5%,85.1,9.1%,-,27.3%,36.4%,36.4%,73.5,21.7%,26.1%,13.0%,92.0%,27.3%,0.0%,18.2%,36.4%,45.5%,27.3%,27.3%,18.8%
Jonah Heim SHB,N/A,14,4.60,0,0,0.167,0.286,0.167,-,0.220,14.3%,20.0%,14.3%,7.5%,86.4,-,-,-,10.0%,20.0%,69.7,8.0%,28.0%,4.0%,100.0%,50.0%,0.0%,10.0%,40.0%,20.0%,50.0%,30.0%,36.8%
Alika Williams RHB,N/A,4,2.00,0,0,-,-,-,-,-,-,20.0%,50.0%,6.7%,79.4,-,-,-,-,50.0%,67.5,-,20.0%,-,100.0%,-,-,50.0%,-,-,50.0%,50.0%,20.0%
Colby Thomas RHB,N/A,4,2.60,0,0,-,-,-,-,-,-,22.2%,25.0%,18.2%,79.4,-,-,-,-,-,73.4,14.3%,-,-,87.5%,-,-,-,100.0%,33.3%,66.7%,-,75.0%
