Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Pete Alonso,RHB,BAL,Erick Fedde,R,25.9,38.8,43.6,47.7,41.2
Yordan Alvarez,LHB,HOU,Joe Ryan,R,28.9,53.9,22.4,42.6,39.1
Pete Crow-Armstrong,LHB,CHC,JP Sears,L,53.3,25.5,40.8,49.5,38.9
Jo Adell,RHB,LAA,Bryan Woo,R,49.8,35.2,21.7,55.9,37.8
Drake Baldwin,LHB,ATL,Matthew Liberatore,L,30,49.3,37.8,18.5,36.2
Jarren Duran,LHB,BOS,Cade Cavalli,R,37.3,25.1,27.7,59.4,35.7
Cody Bellinger,LHB,NYY,Tarik Skubal,L,54.7,19.5,44.5,39.7,35.6
Miguel Vargas,RHB,CWS,Trey Gibson,R,28.1,33.5,31.7,46.1,35.6
Jared Young,LHB,NYM,Kevin Gausman,R,45.6,23.2,20.9,66.1,35.5
Junior Caminero,RHB,TB,Noah Cameron,L,21.3,31.6,39,39.2,34.7
Jorge Soler,RHB,LAA,Bryan Woo,R,52.2,22.6,30.5,49.4,34.6
Nick Kurtz,LHB,ATH,Justin Wrobleski,L,71.5,34,42.2,11.3,34.5
Masataka Yoshida,LHB,BOS,Cade Cavalli,R,19.7,32.9,31,46,34.3
Zach Neto,RHB,LAA,Bryan Woo,R,54.8,27.8,36,32.7,34.2
Randal Grichuk,RHB,CWS,Trey Gibson,R,53.9,22.2,22.2,55.9,33.8
Vaughn Grissom,RHB,LAA,Bryan Woo,R,41.3,28.6,28.6,43,33.5
Ben Rice,LHB,NYY,Tarik Skubal,L,54.5,21.1,30.9,44.8,33.3
Nathaniel Lowe,LHB,CIN,Brandon Sproat,R,18.3,20.6,47.9,39.3,33.2
TJ Rumfield,LHB,COL,Eury Perez,R,39.2,27.4,26,46.6,33
Joc Pederson,LHB,TEX,Tanner Bibee,R,25.6,41.8,30.6,25,32.6
Juan Soto,LHB,NYM,Kevin Gausman,R,34.3,34.9,17.1,45.5,32.2
Colson Montgomery,LHB,CWS,Trey Gibson,R,26.1,23.9,24.9,54.3,32
Owen Caissie,LHB,MIA,Tanner Gordon,R,46.5,27.6,24,40,31.5
Colt Keith,LHB,DET,Cam Schlittler,R,86.4,18.9,21.8,37.9,31.3
Josh Bell,SHB,MIN,Mike Burrows,R,31.3,29.5,24.1,41.5,31.1
Hunter Goodman,RHB,COL,Eury Perez,R,31.6,28.8,32.9,31.8,31.1
Trea Turner,RHB,PHI,Bubba Chandler,R,39.5,26.3,34.1,30.5,31
Kody Clemens,LHB,MIN,Mike Burrows,R,30.8,34.7,13.4,46.2,30.8
Denzer Guzman,RHB,LAA,Bryan Woo,R,60.1,32.5,13,37.5,30.7
Jake McCarthy,LHB,COL,Eury Perez,R,53.1,34.9,16.8,31.8,30.5
Willson Contreras,RHB,BOS,Cade Cavalli,R,38.7,25.5,30.2,33.6,30.3
Kerry Carpenter,LHB,DET,Cam Schlittler,R,38,19,22.5,52.1,30.2
Logan O'Hoppe,RHB,LAA,Bryan Woo,R,63.5,28.7,26.5,23,30.1
Kyle Stowers,LHB,MIA,Tanner Gordon,R,25.2,23.4,27.7,44.4,30.1
Kyle Manzardo,LHB,CLE,Jacob deGrom,R,24.6,20.1,26.7,50.2,30.1
JP Crawford,LHB,SEA,Jose Soriano,R,32.9,29.4,27,32.9,29.9
Bryce Harper,LHB,PHI,Bubba Chandler,R,32.7,18.3,28.2,46.6,29.8
Marcell Ozuna,RHB,PIT,Cristopher Sanchez,L,24.4,38,18.6,32.5,29.4
Brice Turang,LHB,MIL,Rhett Lowder,R,26.8,17.9,28.4,46.7,29.1
Shea Langeliers,RHB,ATH,Justin Wrobleski,L,29.8,19.5,26.8,45,29.1
George Springer,RHB,TOR,Nolan McLean,R,22.8,24.8,29.1,37.4,29
Seiya Suzuki,RHB,CHC,JP Sears,L,37,26.9,25.5,32.7,28.9
Jordan Walker,RHB,STL,Martin Perez,L,37.2,26,26,33.1,28.9
Jackson Chourio,RHB,MIL,Rhett Lowder,R,41,32.2,13.3,37,28.6
Gary Sanchez,RHB,MIL,Rhett Lowder,R,34.4,27.3,34,20.6,28.3
Joe Mack,LHB,MIA,Tanner Gordon,R,54.8,11.2,20,51.6,28.3
Cal Raleigh,SHB,SEA,Jose Soriano,R,39.1,22.2,15.8,47.3,28.2
