Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Shohei Ohtani,LHB,LAD,Cristopher Sanchez,L,34.4,55,59.7,59.7,55.5
Yordan Alvarez,LHB,HOU,Janson Junk,R,29.9,55.8,36.2,55,47.1
Derek Hill,RHB,PHI,Emmet Sheehan,R,8.3,48.4,46,61.3,46.9
Jonathan Aranda,LHB,TB,Dylan Cease,R,13.6,52.9,41.2,52.9,45.5
Jazz Chisholm Jr.,LHB,NYY,Braxton Ashcraft,R,31.2,49,19.4,64.6,42.2
Bryce Eldridge,LHB,SF,Michael Wacha,R,33.5,54.4,29.7,40.8,41.5
Hunter Goodman,RHB,COL,Andrew Alvarez,L,26.9,50.3,48.3,26.9,41.5
Freddie Freeman,LHB,LAD,Cristopher Sanchez,L,56.4,36.4,31.5,48.5,40
Josh Bell,SHB,MIN,Tanner Bibee,R,27.3,33.8,41.6,47.6,38.9
Braden Shewmake,LHB,MIL,Freddy Peralta,R,14.6,36.9,44.5,44.6,38.9
Shea Langeliers,RHB,ATH,Mitch Bratt,L,5,52.3,36.9,33.8,38.3
CJ Abrams,LHB,WSH,Kyle Freeland,L,47.7,37.1,40.7,32.9,38.2
Juan Soto,LHB,NYM,Jacob Misiorowski,R,27.4,41.2,30.6,47,38.1
James Wood,LHB,WSH,Kyle Freeland,L,72.6,32.7,22.8,49.4,37.9
Coby Mayo,RHB,BAL,Payton Tolle,L,58.2,39.1,22.7,40.9,36.5
Travis Bazzana,LHB,CLE,Joe Ryan,R,35.1,19.5,36.1,57.3,35.5
Marcell Ozuna,RHB,PIT,Ryan Weathers,L,29.5,48.5,21.8,33.5,34.8
Victor Mesa Jr.,LHB,TB,Dylan Cease,R,32.4,37.9,15.9,53.3,34.6
Ke'Bryan Hayes,RHB,CIN,George Kirby,R,61.7,37.1,12,45.5,34.1
A.J. Ewing,LHB,NYM,Jacob Misiorowski,R,41.7,29,31.1,40.8,33.8
Ben Rice,LHB,NYY,Braxton Ashcraft,R,30.3,30.5,27.5,45.9,33.4
George Springer,RHB,TOR,Nick Martinez,R,35.2,30.3,28.3,42.7,33.3
Cole Young,LHB,SEA,Andrew Abbott,L,48,29.2,31.9,33.2,32.9
Pete Crow-Armstrong,LHB,CHC,Jack Flaherty,R,32.7,29.6,18.3,52.7,32.3
Teoscar Hernandez,RHB,LAD,Cristopher Sanchez,L,18.4,39.5,30.2,30,32.2
Tyler Freeman,RHB,COL,Andrew Alvarez,L,26.6,6.3,45,54.6,32
Vaughn Grissom,RHB,LAA,Kyle Leahy,R,34.2,29.7,23.3,42.4,31.4
Lane Thomas,RHB,KC,Trevor McDonald,R,40.5,18.8,19.2,58.8,31.1
Colson Montgomery,LHB,CWS,Jacob deGrom,R,29.9,31.6,18.5,45.6,31
Masataka Yoshida,LHB,BOS,Shane Baz,R,25.5,32.7,28.7,33.7,31
Brandon Lowe,LHB,PIT,Ryan Weathers,L,38,34,30.9,23.3,30.8
Rafael Devers,LHB,SF,Michael Wacha,R,40.6,25.2,24.4,41.7,30.6
Gary Sanchez,RHB,MIL,Freddy Peralta,R,35.8,26.8,31.6,32.8,30.6
Kyle Schwarber,LHB,PHI,Emmet Sheehan,R,27.6,23.5,27.6,45,30.5
Jorge Soler,RHB,LAA,Kyle Leahy,R,41.4,31.4,33.3,21.4,30.5
Ketel Marte,SHB,ARI,Jeffrey Springs,L,46,20.1,19.2,49.3,29.7
Junior Caminero,RHB,TB,Dylan Cease,R,39.2,34.2,32.4,16.4,29.7
Austin Wells,LHB,NYY,Braxton Ashcraft,R,45.6,14.8,19.7,54.5,29.3
Esmerlyn Valdez,RHB,PIT,Ryan Weathers,L,23.2,23.6,23.7,45.5,29.1
Henry Bolte,RHB,ATH,Mitch Bratt,L,35.1,15.4,15.4,62.3,29.1
Wilyer Abreu,LHB,BOS,Shane Baz,R,42.1,19.6,18.6,49.8,29.1
Jared Young,LHB,NYM,Jacob Misiorowski,R,56.5,27.8,29,20,29.1
Garrett Mitchell,LHB,MIL,Freddy Peralta,R,29.2,25.3,16.2,49.3,29
Max Muncy,LHB,LAD,Cristopher Sanchez,L,49.6,30.9,19.1,29.5,28.9
Tyrone Taylor,RHB,NYM,Jacob Misiorowski,R,39.2,23.4,9.9,53.7,28.5
Jac Caglianone,LHB,KC,Trevor McDonald,R,26.9,28.7,18.4,40.8,28.5
Edmundo Sosa,RHB,PHI,Emmet Sheehan,R,39.5,30.8,19.4,31.5,28.4
Kody Clemens,LHB,MIN,Tanner Bibee,R,29.2,29.2,13.5,44.3,28.3
Joc Pederson,LHB,TEX,Erick Fedde,R,38,30,28.7,20.8,28.1
Kazuma Okamoto,RHB,TOR,Nick Martinez,R,44.8,26.8,17,36.2,28
Dalton Rushing,LHB,LAD,Cristopher Sanchez,L,49.4,23,11.8,45.7,28
Gabriel Arias,RHB,CLE,Joe Ryan,R,42.2,27.9,25.7,24.9,27.9
Dillon Dingler,RHB,DET,Jameson Taillon,R,35.6,21.6,23,39.6,27.9
Francisco Alvarez,RHB,NYM,Jacob Misiorowski,R,30,27.5,19.7,37.1,27.8
Nathaniel Lowe,LHB,CIN,George Kirby,R,35.4,10.4,33.8,42,27.8
