Matchup,TB @ HOU
Pitcher,Nick Martinez
Pitcher Team,TB
Opposing Team,HOU

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,10.2,1.59,="13-44",.295,.432,0.137,0,6,0,3,12.2,4,.347,.779
Batting Second,11.2,1.20,="12-46",.261,.435,0.174,2,2,0,3,14.3,2,.306,.741
Batting Third,12.0,1.17,="12-46",.261,.413,0.152,1,2,1,6,12.5,2,.292,.705
Batting Fourth,10.1,1.35,="13-45",.289,.489,0.200,2,3,0,2,19.6,1,.304,.793
Batting Fifth,11.1,0.79,="8-42",.190,.214,0.024,0,1,0,0,14.0,1,.209,.423
Batting Sixth,10.0,1.20,="11-38",.289,.474,0.185,1,2,1,6,12.2,1,.300,.774
Batting Seventh,8.2,1.62,="11-36",.306,.472,0.166,1,3,0,2,12.8,3,.359,.831
Batting Eighth,10.1,0.68,="5-35",.143,.171,0.028,0,1,0,0,16.2,2,.189,.360
Batting Ninth,8.2,0.92,="7-31",.226,.484,0.258,2,2,0,5,22.9,1,.265,.749

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Jose Altuve RHB,Batting First ​,="26-100",.260,.430,0.170,4,5,0,8,20.2,12,.342,.772
Yordan Alvarez LHB,Batting Second ​,="90-276",.326,.609,0.283,21,15,0,52,16.9,50,.437,1.046
Isaac Paredes RHB,Batting Third ​,="35-136",.257,.375,0.118,3,7,0,18,14.2,14,.342,.717
Christian Walker RHB,Batting Fourth ​,="37-159",.233,.472,0.239,11,5,0,27,22.3,14,.297,.769
Yainer Diaz RHB,Batting Sixth ​,="14-63",.222,.270,0.048,0,3,0,3,18.5,2,.246,.516
Joey Loperfido LHB,Batting Sixth ​,="8-36",.222,.306,0.084,0,3,0,4,26.2,5,.333,.639
Cam Smith RHB,Batting Sixth ​,="22-113",.195,.363,0.168,5,4,0,9,26.9,13,.279,.642
Taylor Trammell LHB,Batting Seventh ​,="7-20",.350,.550,0.200,1,1,0,2,22.7,2,.409,.959
Jake Meyers RHB,Batting Seventh ​,="13-44",.295,.477,0.182,2,2,0,4,14.0,5,.360,.837
Nick Allen RHB,Batting Eighth ​,="7-32",.219,.281,0.062,0,2,0,3,34.3,1,.235,.516
Brice Matthews RHB,Batting Eighth ​,="10-64",.156,.219,0.063,1,1,0,4,31.4,4,.206,.425
Christian Vazquez RHB,Batting Ninth ​,="28-120",.233,.333,0.100,2,6,0,17,15.9,9,.287,.620
Raynel Delgado LHB,Batting Ninth ​,="6-22",.273,.455,0.182,1,1,0,4,12.5,1,.304,.759
