Matchup,ATH @ ARI
Pitcher,Gage Jump
Pitcher Team,ATH
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.1,221,0.264,0.314,0.391,0.127,1.32,4,0.69,7.7%,23.7%,25.3%,18.8%,11.9%,9.63,63.1%,8.8%,5.5%,40.7%,26.2%,10.5%,16.6%
vsLHB,14.0,63,0.283,0.325,0.358,0.075,1.50,1,0.64,9.5%,24.6%,25.4%,21.9%,11.8%,10.29,63.5%,8.9%,5.0%,32.5%,27.5%,9.1%,22.5%
vsRHB,38.0,158,0.257,0.309,0.403,0.146,1.26,3,0.71,7.0%,23.4%,25.3%,17.8%,11.9%,9.47,62.9%,8.7%,5.7%,43.8%,25.7%,11.1%,14.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ketel Marte SHB,,+359,29,4.60,10,2,3,95.2,310.8,4,2,20.0%,20.0%,40.0%,50.0%,40.0%,80.7,83.3%,41.7%,33.3%,100.0%,70.0%,60.0%,33.3%,10.0%,30.0%,70.0%,30.0%,-,44.4%
Nolan Arenado RHB,,+600,22,4.20,10,0,1,86.3,243.5,3,0,-,-,30.0%,20.0%,60.0%,72.1,12.5%,43.8%,6.2%,94.1%,80.0%,40.0%,0.0%,40.0%,10.0%,40.0%,40.0%,20.0%,33.3%
James McCann RHB,,+830,13,3.00,10,0,0,89.9,301.5,3,2,10.0%,-,-,40.0%,10.0%,72.5,33.3%,46.7%,13.3%,100.0%,40.0%,30.0%,0.0%,10.0%,60.0%,10.0%,70.0%,20.0%,50.0%
Ildemaro Vargas SHB,,+870,32,3.60,10,0,0,86.0,265.4,2,0,-,-,30.0%,30.0%,40.0%,71.6,28.6%,28.6%,14.3%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,50.0%,30.0%,20.0%,57.1%
Ryan Waldschmidt RHB,,+1200,12,3.40,10,0,2,89.4,286.4,4,1,20.0%,10.0%,20.0%,50.0%,70.0%,70.8,-,42.9%,28.6%,100.0%,80.0%,30.0%,0.0%,50.0%,20.0%,30.0%,50.0%,20.0%,0.0%
Geraldo Perdomo SHB,,+1060,15,4.40,10,0,0,79.8,258.4,1,1,-,-,20.0%,30.0%,60.0%,67.0,-,40.0%,-,76.9%,60.0%,20.0%,0.0%,40.0%,30.0%,40.0%,30.0%,30.0%,12.5%
Gabriel Moreno RHB,,+850,28,4.40,10,0,1,91.8,240.4,1,1,-,-,10.0%,50.0%,50.0%,71.6,20.0%,30.0%,15.0%,90.9%,50.0%,20.0%,0.0%,30.0%,40.0%,20.0%,40.0%,40.0%,16.7%
Jorge Barrosa SHB,—,N/A,28,2.40,10,0,2,80.9,322.7,5,1,-,-,30.0%,20.0%,40.0%,70.3,-,50.0%,8.3%,92.3%,60.0%,40.0%,0.0%,20.0%,20.0%,70.0%,20.0%,10.0%,33.3%
Corbin Carroll LHB,,+500,22,4.20,10,0,2,89.8,284.0,2,2,10.0%,10.0%,20.0%,40.0%,20.0%,74.5,36.4%,45.5%,18.2%,100.0%,30.0%,30.0%,0.0%,-,60.0%,50.0%,40.0%,10.0%,50.0%
Tim Tawa RHB,,+750,18,4.20,10,0,0,88.5,260.8,3,2,10.0%,-,20.0%,30.0%,30.0%,74.5,50.0%,33.3%,16.7%,90.0%,60.0%,40.0%,0.0%,20.0%,30.0%,20.0%,60.0%,20.0%,25.0%
Adrian Del Castillo LHB,—,N/A,9,3.60,8,0,0,88.6,270.4,3,1,-,-,25.0%,50.0%,50.0%,70.2,16.7%,50.0%,8.3%,100.0%,75.0%,50.0%,0.0%,25.0%,12.5%,25.0%,62.5%,12.5%,83.3%
Max Kepler LHB,—,N/A,4,4.60,3,0,0,87.9,191.9,0,0,-,-,33.3%,33.3%,66.7%,69.8,-,20.0%,20.0%,100.0%,100.0%,33.3%,0.0%,66.7%,-,33.3%,66.7%,-,0.0%
Tyler Locklear RHB,,+800,-,4.00,2,0,0,78.3,245.5,0,0,-,-,-,-,-,76.4,50.0%,50.0%,-,100.0%,50.0%,50.0%,0.0%,-,50.0%,50.0%,50.0%,-,50.0%
