Matchup,MIN @ CLE
Pitcher,Bailey Ober
Pitcher Team,MIN
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,77.0,320,0.239,0.312,0.434,0.195,1.19,13,1.52,6.6%,20.1%,18.1%,17.4%,9.8%,6.78,63.4%,8.9%,9.6%,33.5%,29.7%,16.9%,20.9%
vsLHB,43.0,173,0.224,0.319,0.478,0.255,1.09,10,2.09,6.4%,16.8%,15.0%,13.5%,8.0%,5.44,56.6%,7.7%,11.9%,31.9%,36.3%,18.4%,24.4%
vsRHB,34.0,147,0.257,0.304,0.382,0.125,1.32,3,0.79,6.8%,24.2%,21.8%,22.7%,12.2%,8.47,71.4%,10.5%,6.7%,35.6%,21.2%,13.6%,16.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Travis Bazzana LHB,,+500,20,4.40,10,2,2,94.0,275.0,3,2,20.0%,10.0%,20.0%,40.0%,40.0%,70.3,-,50.0%,18.8%,100.0%,60.0%,40.0%,50.0%,20.0%,20.0%,30.0%,50.0%,20.0%,50.0%
Chase DeLauter LHB,,+513,26,4.20,10,2,2,100.6,321.9,5,5,30.0%,20.0%,20.0%,80.0%,60.0%,73.1,30.8%,69.2%,61.5%,100.0%,60.0%,30.0%,66.7%,30.0%,20.0%,20.0%,60.0%,20.0%,60.0%
Patrick Bailey SHB,,+980,19,3.40,10,2,3,98.7,291.8,5,3,20.0%,10.0%,30.0%,80.0%,50.0%,74.2,30.8%,61.5%,30.8%,86.7%,70.0%,40.0%,50.0%,30.0%,20.0%,40.0%,30.0%,30.0%,77.8%
Gabriel Arias RHB,,+600,34,3.20,10,2,2,96.3,304.5,3,3,30.0%,20.0%,30.0%,70.0%,60.0%,76.0,62.5%,43.8%,43.8%,100.0%,60.0%,20.0%,100.0%,40.0%,40.0%,40.0%,50.0%,10.0%,87.5%
Brayan Rocchio SHB,,+840,17,4.20,10,2,2,92.1,306.0,3,2,10.0%,10.0%,40.0%,60.0%,50.0%,70.5,12.5%,56.2%,25.0%,100.0%,60.0%,20.0%,100.0%,40.0%,40.0%,40.0%,60.0%,-,42.9%
Rhys Hoskins RHB,—,N/A,21,3.40,10,1,1,91.5,276.9,3,2,20.0%,10.0%,30.0%,30.0%,30.0%,71.9,14.3%,42.9%,7.1%,100.0%,60.0%,50.0%,20.0%,10.0%,20.0%,50.0%,40.0%,10.0%,42.9%
Austin Hedges RHB,—,N/A,18,3.20,10,1,2,88.3,283.6,3,2,20.0%,20.0%,50.0%,30.0%,40.0%,68.7,-,40.0%,20.0%,100.0%,70.0%,50.0%,20.0%,20.0%,20.0%,70.0%,20.0%,10.0%,83.3%
Petey Halpin LHB,,+890,19,3.80,10,1,1,87.1,254.2,3,1,10.0%,10.0%,10.0%,40.0%,60.0%,70.4,18.8%,31.2%,12.5%,94.1%,70.0%,20.0%,50.0%,50.0%,30.0%,30.0%,60.0%,10.0%,37.5%
Kahlil Watson LHB,,+600,19,3.20,10,0,0,85.9,175.0,0,0,-,-,-,30.0%,20.0%,72.7,20.0%,24.0%,8.0%,100.0%,40.0%,10.0%,0.0%,30.0%,60.0%,50.0%,40.0%,10.0%,57.1%
David Fry RHB,—,N/A,28,2.60,10,0,1,80.8,238.3,2,0,-,-,10.0%,-,10.0%,71.6,8.3%,41.7%,-,85.7%,30.0%,30.0%,0.0%,-,40.0%,40.0%,30.0%,30.0%,33.3%
Daniel Schneemann LHB,—,N/A,20,3.80,10,0,0,92.6,305.8,3,2,10.0%,-,-,60.0%,20.0%,70.8,-,58.3%,41.7%,100.0%,40.0%,30.0%,0.0%,10.0%,50.0%,50.0%,50.0%,-,42.9%
Kyle Manzardo LHB,,+400,31,2.40,10,0,1,92.4,243.1,2,0,10.0%,10.0%,10.0%,40.0%,40.0%,69.1,-,50.0%,11.1%,100.0%,60.0%,40.0%,0.0%,20.0%,30.0%,40.0%,20.0%,40.0%,25.0%
Steven Kwan LHB,,+1080,6,4.00,10,0,0,82.5,225.7,2,0,-,-,10.0%,-,70.0%,63.0,-,46.2%,-,86.7%,80.0%,10.0%,0.0%,70.0%,20.0%,20.0%,10.0%,70.0%,14.3%
