Matchup,MIN @ SF
Pitcher,Anthony Molina
Pitcher Team,SF
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,28.0,114,0.231,0.284,0.389,0.157,1.11,3,0.96,5.3%,23.9%,21.9%,16.9%,12.3%,8.04,58.4%,9.2%,7.2%,38.6%,32.5%,11.1%,15.7%
vsLHB,15.2,63,0.258,0.292,0.419,0.161,1.09,2,1.15,1.6%,20.2%,15.9%,13.0%,10.4%,5.74,54.8%,9.2%,7.7%,40.4%,32.7%,11.8%,13.5%
vsRHB,12.1,51,0.196,0.273,0.348,0.152,1.14,1,0.73,9.8%,28.6%,29.4%,21.1%,14.6%,10.95,62.7%,9.3%,6.5%,35.5%,32.3%,10.0%,19.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Walker Jenkins LHB,,+860,21,4.40,8,2,2,89.6,296.8,2,2,25.0%,12.5%,12.5%,37.5%,37.5%,72.3,35.7%,28.6%,21.4%,100.0%,50.0%,25.0%,100.0%,25.0%,50.0%,25.0%,75.0%,-,40.0%
Emmanuel Rodriguez LHB,,+725,10,3.40,7,2,2,92.4,395.5,4,4,57.1%,-,-,57.1%,42.9%,76.0,77.8%,44.4%,44.4%,90.0%,57.1%,57.1%,50.0%,-,42.9%,28.6%,71.4%,-,50.0%
Victor Caratini SHB,—,N/A,13,3.40,8,0,0,92.5,216.0,1,1,12.5%,-,-,37.5%,25.0%,71.2,20.0%,50.0%,30.0%,90.9%,25.0%,-,-,25.0%,50.0%,50.0%,50.0%,-,33.3%
Josh Bell SHB,,+610,33,4.60,8,0,0,94.9,315.1,4,2,25.0%,-,12.5%,75.0%,75.0%,71.3,26.7%,40.0%,33.3%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,37.5%,62.5%,-,42.9%
Brooks Lee SHB,,+880,17,4.40,8,0,0,93.2,264.4,2,0,-,-,37.5%,37.5%,50.0%,70.3,6.7%,46.7%,20.0%,100.0%,50.0%,12.5%,0.0%,37.5%,50.0%,62.5%,25.0%,12.5%,40.0%
Kody Clemens LHB,,+486,27,4.40,8,0,1,83.1,292.8,2,1,-,-,12.5%,12.5%,12.5%,70.9,-,18.8%,-,100.0%,62.5%,50.0%,0.0%,12.5%,37.5%,37.5%,25.0%,37.5%,40.0%
Royce Lewis RHB,,+529,20,4.80,8,0,0,88.9,195.5,0,0,-,-,12.5%,12.5%,25.0%,72.0,29.4%,29.4%,5.9%,100.0%,37.5%,12.5%,0.0%,25.0%,50.0%,37.5%,50.0%,12.5%,50.0%
Austin Martin RHB,—,N/A,10,3.60,8,0,0,63.7,182.3,1,0,-,-,25.0%,-,12.5%,66.3,-,30.0%,-,76.9%,12.5%,12.5%,0.0%,-,25.0%,75.0%,-,25.0%,42.9%
Ryan Kreidler RHB,,+1150,24,3.00,8,0,0,83.8,227.2,0,0,-,-,25.0%,12.5%,12.5%,73.4,30.0%,30.0%,10.0%,90.9%,50.0%,37.5%,0.0%,12.5%,50.0%,50.0%,37.5%,12.5%,57.1%
Ryan Jeffers RHB,,+600,36,3.80,8,0,0,88.6,274.6,2,0,-,-,37.5%,37.5%,25.0%,75.5,64.3%,35.7%,7.1%,93.3%,50.0%,37.5%,0.0%,12.5%,37.5%,50.0%,25.0%,25.0%,37.5%
Alan Roden LHB,,+1350,18,3.60,8,0,2,83.9,323.0,2,2,12.5%,-,-,25.0%,37.5%,68.0,9.1%,45.5%,18.2%,100.0%,50.0%,37.5%,0.0%,12.5%,50.0%,-,37.5%,62.5%,16.7%
Luke Keaschall RHB,,+1000,12,4.80,8,0,0,74.5,270.5,0,0,-,-,12.5%,12.5%,12.5%,66.7,20.0%,20.0%,-,71.4%,50.0%,37.5%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,85.7%
Ben Ross RHB,,+890,-,3.00,3,0,0,57.2,207.2,0,0,-,-,33.3%,33.3%,33.3%,68.8,-,50.0%,50.0%,66.7%,33.3%,-,-,33.3%,-,66.7%,-,33.3%,33.3%
Aaron Sabato RHB,,+725,-,3.00,1,0,0,95.6,358.9,1,1,-,-,-,100.0%,100.0%,75.6,100.0%,100.0%,-,100.0%,100.0%,100.0%,0.0%,-,-,-,100.0%,-,100.0%
