Matchup,ARI @ SEA
Pitcher,Bryce Miller
Pitcher Team,SEA
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,16.0,62,0.233,0.263,0.383,0.150,1.00,2,1.12,3.2%,26.0%,22.6%,19.4%,14.3%,7.88,62.3%,8.4%,4.3%,28.3%,28.3%,15.4%,13.0%
vsLHB,8.2,31,0.172,0.187,0.241,0.069,0.81,0,-,6.5%,28.4%,25.8%,25.0%,16.1%,8.31,66.7%,9.3%,-,14.3%,28.6%,-,4.8%
vsRHB,7.1,31,0.290,0.339,0.516,0.226,1.23,2,2.45,-,23.4%,19.4%,15.0%,12.5%,7.36,58.1%,7.5%,8.0%,40.0%,28.0%,28.6%,20.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ketel Marte SHB,N/A,14,5.00,2,3,0.385,0.429,0.923,0.538,0.564,7.1%,14.3%,14.3%,6.8%,83.2,18.2%,9.1%,18.2%,36.4%,54.5%,72.1,22.2%,33.3%,22.2%,85.7%,63.6%,28.6%,9.1%,18.2%,45.5%,36.4%,18.2%,28.6%
Adrian Del Castillo LHB,N/A,17,3.40,1,1,0.062,0.118,0.250,0.188,0.162,5.9%,26.9%,29.4%,11.7%,84.9,-,-,27.3%,45.5%,9.1%,72.4,28.0%,28.0%,8.0%,96.2%,36.4%,25.0%,9.1%,36.4%,45.5%,54.5%,-,35.0%
Geraldo Perdomo SHB,N/A,16,4.80,1,1,0.308,0.438,0.615,0.308,0.448,12.5%,19.2%,12.5%,8.2%,90.6,-,-,18.2%,36.4%,54.5%,67.0,-,39.1%,4.3%,92.0%,18.2%,50.0%,45.5%,36.4%,54.5%,36.4%,9.1%,23.5%
Corbin Carroll LHB,N/A,13,4.80,1,1,0.167,0.231,0.583,0.417,0.336,7.7%,15.2%,30.8%,7.7%,90.1,12.5%,12.5%,12.5%,50.0%,37.5%,74.4,50.0%,20.0%,6.7%,90.9%,37.5%,33.3%,25.0%,25.0%,25.0%,50.0%,25.0%,54.5%
Ildemaro Vargas SHB,N/A,20,3.80,0,0,-,0.100,-,-,0.068,5.0%,13.3%,10.0%,9.3%,81.7,-,-,18.8%,12.5%,6.2%,69.9,13.0%,30.4%,4.3%,76.7%,25.0%,0.0%,6.2%,56.2%,68.8%,12.5%,18.8%,30.0%
Gabriel Moreno RHB,N/A,18,4.20,0,1,0.308,0.444,0.462,0.154,0.384,22.2%,2.6%,5.6%,1.2%,87.8,7.7%,-,7.7%,46.2%,46.2%,70.6,11.8%,26.5%,11.8%,89.5%,30.8%,0.0%,30.8%,30.8%,23.1%,30.8%,46.2%,40.0%
Jorge Barrosa SHB,N/A,18,1.40,0,1,0.059,0.111,0.118,0.059,0.107,5.6%,41.7%,38.9%,21.1%,84.6,10.0%,10.0%,20.0%,40.0%,20.0%,68.4,3.2%,19.4%,3.2%,93.9%,30.0%,0.0%,-,40.0%,40.0%,40.0%,20.0%,27.8%
Jose Fernandez RHB,N/A,15,3.60,0,0,0.200,0.200,0.333,0.133,0.229,-,14.8%,20.0%,8.5%,84.6,-,-,16.7%,33.3%,16.7%,74.7,45.8%,25.0%,8.3%,92.3%,25.0%,0.0%,8.3%,41.7%,58.3%,16.7%,25.0%,26.7%
Tim Tawa RHB,N/A,15,2.60,0,0,0.214,0.267,0.214,-,0.221,6.7%,36.7%,46.7%,18.3%,85.3,-,-,-,14.3%,28.6%,74.1,42.9%,9.5%,-,84.0%,14.3%,0.0%,28.6%,42.9%,28.6%,57.1%,14.3%,0.0%
Ryan Waldschmidt RHB,N/A,13,4.40,0,0,0.308,0.308,0.385,0.077,0.303,-,44.8%,53.8%,19.7%,88.8,-,-,16.7%,50.0%,66.7%,70.8,9.1%,13.6%,9.1%,78.6%,33.3%,0.0%,50.0%,16.7%,16.7%,33.3%,50.0%,42.9%
Nolan Arenado RHB,N/A,12,3.40,0,0,0.200,0.333,0.300,0.100,0.294,8.3%,16.7%,8.3%,6.2%,81.9,-,-,33.3%,22.2%,55.6%,71.1,20.0%,20.0%,6.7%,83.3%,22.2%,0.0%,22.2%,33.3%,55.6%,33.3%,11.1%,20.0%
Tommy Troy RHB,N/A,10,3.80,0,0,0.250,0.400,0.375,0.125,0.346,20.0%,31.2%,10.0%,15.2%,89.6,-,-,-,42.9%,14.3%,71.6,31.2%,31.2%,18.8%,100.0%,42.9%,0.0%,14.3%,42.9%,28.6%,42.9%,28.6%,25.0%
Aramis Garcia RHB,N/A,5,2.75,0,0,-,-,-,-,-,-,62.5%,60.0%,23.8%,87.7,-,-,-,50.0%,-,71.2,12.5%,12.5%,-,100.0%,50.0%,0.0%,-,50.0%,50.0%,50.0%,-,0.0%
