Matchup,NYY @ BAL
Pitcher,Carlos Rodon
Pitcher Team,NYY
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,46.1,194,0.194,0.278,0.303,0.109,1.25,3,0.58,13.4%,28.8%,26.8%,21.0%,13.9%,10.10,59.0%,8.6%,5.2%,35.7%,24.3%,7.1%,18.3%
vsLHB,11.2,52,0.227,0.332,0.432,0.205,1.46,2,1.54,13.5%,22.9%,25.0%,17.8%,10.8%,10.03,61.5%,8.2%,9.4%,34.4%,18.8%,16.7%,12.5%
vsRHB,34.2,142,0.182,0.259,0.256,0.074,1.18,1,0.26,13.4%,31.0%,27.5%,22.3%,15.1%,10.12,58.0%,8.7%,3.6%,36.1%,26.5%,4.5%,20.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Tyler O'Neill RHB,,+436,22,4.40,10,2,2,81.0,346.2,3,2,10.0%,10.0%,20.0%,40.0%,20.0%,72.8,16.7%,22.2%,16.7%,94.7%,40.0%,40.0%,50.0%,-,60.0%,40.0%,40.0%,20.0%,28.6%
Pete Alonso RHB,,+410,30,4.60,10,1,1,91.6,296.6,5,2,10.0%,-,30.0%,60.0%,50.0%,73.4,35.3%,41.2%,17.6%,89.5%,80.0%,50.0%,20.0%,30.0%,10.0%,40.0%,50.0%,10.0%,85.7%
Christian Encarnacion-Strand RHB,,+520,36,4.60,10,1,3,99.7,280.9,6,4,50.0%,20.0%,40.0%,70.0%,40.0%,74.8,45.5%,63.6%,45.5%,91.7%,80.0%,50.0%,20.0%,30.0%,10.0%,50.0%,40.0%,10.0%,71.4%
Coby Mayo RHB,,+394,35,3.40,10,1,2,97.4,308.8,5,3,20.0%,10.0%,40.0%,60.0%,40.0%,77.4,66.7%,50.0%,33.3%,100.0%,70.0%,50.0%,20.0%,20.0%,20.0%,60.0%,40.0%,-,40.0%
Leody Taveras SHB,,+757,10,3.60,10,0,0,83.5,184.9,0,0,-,-,10.0%,40.0%,30.0%,72.3,16.7%,27.8%,22.2%,90.0%,50.0%,-,-,50.0%,40.0%,50.0%,30.0%,20.0%,40.0%
Dylan Beavers LHB,—,N/A,6,3.00,10,0,0,88.2,197.6,0,0,-,-,-,20.0%,30.0%,72.2,18.2%,54.5%,9.1%,84.6%,40.0%,20.0%,0.0%,20.0%,50.0%,30.0%,30.0%,40.0%,20.0%
Yohel Pozo RHB,—,N/A,10,2.20,10,0,1,85.4,193.6,1,0,-,-,10.0%,20.0%,20.0%,70.6,10.5%,21.1%,5.3%,90.5%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,62.5%
Jeremiah Jackson RHB,,+820,22,2.20,10,0,1,87.0,332.2,5,2,30.0%,-,10.0%,60.0%,40.0%,74.8,44.4%,38.9%,27.8%,94.7%,60.0%,30.0%,0.0%,30.0%,30.0%,10.0%,70.0%,20.0%,40.0%
Colton Cowser LHB,—,N/A,15,2.80,10,0,0,89.0,205.0,2,0,-,-,20.0%,40.0%,40.0%,74.5,60.0%,33.3%,20.0%,93.8%,40.0%,-,-,40.0%,50.0%,60.0%,30.0%,10.0%,14.3%
Carlos Narvaez RHB,,+920,19,3.20,10,0,0,89.3,295.5,4,1,-,-,10.0%,20.0%,20.0%,71.7,16.7%,38.9%,5.6%,94.7%,60.0%,50.0%,0.0%,10.0%,40.0%,40.0%,40.0%,20.0%,20.0%
Gunnar Henderson LHB,,+520,21,4.60,10,0,0,92.7,272.6,2,1,-,-,10.0%,40.0%,20.0%,75.4,45.5%,45.5%,36.4%,91.7%,50.0%,30.0%,0.0%,20.0%,50.0%,50.0%,40.0%,10.0%,12.5%
Jackson Holliday LHB,,+790,12,4.80,10,0,0,85.0,209.5,1,0,-,-,10.0%,20.0%,60.0%,70.9,-,63.6%,9.1%,78.6%,70.0%,20.0%,0.0%,50.0%,20.0%,40.0%,30.0%,30.0%,50.0%
Christian Franklin RHB,,+1040,2,3.00,5,0,0,92.4,260.7,1,0,-,-,-,60.0%,40.0%,75.8,80.0%,30.0%,-,100.0%,60.0%,20.0%,0.0%,40.0%,20.0%,-,20.0%,80.0%,40.0%
