Matchup,COL @ NYY
Pitcher,Tomoyuki Sugano
Pitcher Team,COL
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,131.2,566,0.281,0.359,0.528,0.247,1.35,27,1.85,5.3%,18.2%,14.0%,12.9%,8.5%,5.40,60.1%,7.5%,12.3%,43.4%,30.0%,16.9%,17.8%
vsLHB,73.0,315,0.269,0.370,0.568,0.299,1.37,20,2.47,6.7%,20.8%,14.3%,14.0%,9.8%,5.55,56.8%,7.2%,13.3%,40.6%,33.3%,21.7%,17.3%
vsRHB,58.0,251,0.296,0.345,0.476,0.180,1.34,7,1.09,3.6%,14.8%,13.5%,11.7%,6.8%,5.28,64.3%,8.0%,11.2%,46.8%,25.9%,9.4%,18.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Jones LHB,,+310,25,4.00,8,2,2,102.0,301.8,5,2,50.0%,12.5%,37.5%,75.0%,62.5%,78.5,76.9%,46.2%,38.5%,92.9%,100.0%,62.5%,40.0%,37.5%,-,37.5%,37.5%,25.0%,75.0%
Jazz Chisholm Jr. LHB,,+427,23,4.00,8,1,1,82.1,261.3,3,0,-,-,25.0%,37.5%,62.5%,69.8,-,38.5%,7.7%,100.0%,87.5%,37.5%,33.3%,50.0%,-,25.0%,62.5%,12.5%,25.0%
Amed Rosario RHB,—,N/A,16,3.60,8,1,1,93.3,273.6,2,1,12.5%,12.5%,25.0%,37.5%,50.0%,77.4,63.6%,45.5%,27.3%,84.6%,62.5%,25.0%,0.0%,37.5%,37.5%,37.5%,37.5%,25.0%,12.5%
Jose Caballero RHB,—,N/A,19,4.40,8,1,1,79.5,239.1,1,1,12.5%,12.5%,25.0%,25.0%,25.0%,69.0,9.1%,36.4%,9.1%,84.6%,37.5%,25.0%,50.0%,12.5%,25.0%,37.5%,25.0%,37.5%,85.7%
Paul Goldschmidt RHB,—,N/A,16,2.20,8,0,0,87.3,237.4,2,0,-,-,-,12.5%,37.5%,70.5,-,50.0%,8.3%,92.3%,75.0%,37.5%,0.0%,37.5%,12.5%,-,12.5%,87.5%,75.0%
Aaron Judge RHB,,+219,22,4.20,8,0,1,96.0,337.2,3,2,12.5%,-,-,75.0%,25.0%,76.8,75.0%,58.3%,33.3%,100.0%,50.0%,50.0%,0.0%,-,50.0%,25.0%,50.0%,25.0%,37.5%
Heliot Ramos RHB,—,N/A,23,2.80,8,0,1,88.1,268.9,1,1,12.5%,-,-,37.5%,25.0%,74.5,61.5%,23.1%,15.4%,100.0%,37.5%,25.0%,0.0%,12.5%,62.5%,25.0%,25.0%,50.0%,0.0%
Ryan McMahon LHB,,+520,23,3.20,8,0,0,96.0,297.1,2,2,-,-,12.5%,62.5%,12.5%,74.3,40.0%,70.0%,50.0%,90.9%,62.5%,50.0%,0.0%,12.5%,37.5%,25.0%,62.5%,12.5%,20.0%
Cody Bellinger LHB,,+479,22,4.40,8,0,0,92.9,202.3,0,0,-,-,-,50.0%,12.5%,69.5,-,60.0%,20.0%,100.0%,12.5%,-,-,12.5%,75.0%,62.5%,25.0%,12.5%,50.0%
George Lombard Jr. RHB,,+571,18,3.80,8,0,0,89.0,234.9,1,0,-,-,-,37.5%,37.5%,70.6,8.3%,41.7%,-,85.7%,37.5%,-,-,37.5%,50.0%,12.5%,50.0%,37.5%,25.0%
Ali Sanchez RHB,—,N/A,20,1.80,8,0,0,79.9,197.6,0,0,-,-,12.5%,37.5%,37.5%,68.2,-,44.4%,22.2%,90.0%,37.5%,25.0%,0.0%,12.5%,50.0%,25.0%,37.5%,37.5%,37.5%
Austin Wells LHB,,+500,20,3.20,8,0,1,97.6,255.6,2,1,12.5%,12.5%,37.5%,75.0%,50.0%,74.0,25.0%,58.3%,33.3%,92.3%,75.0%,25.0%,0.0%,50.0%,25.0%,62.5%,25.0%,12.5%,66.7%
Luis Garcia Jr. LHB,,+356,13,2.80,8,0,0,86.5,261.5,2,2,12.5%,-,-,37.5%,25.0%,74.3,46.2%,30.8%,7.7%,100.0%,50.0%,50.0%,0.0%,-,37.5%,25.0%,62.5%,12.5%,28.6%
Jasson Dominguez SHB,—,N/A,17,3.40,8,0,0,91.0,214.6,2,1,12.5%,-,25.0%,75.0%,25.0%,75.5,54.5%,54.5%,54.5%,100.0%,50.0%,25.0%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,20.0%
Ben Rice LHB,,+243,26,4.60,8,0,0,86.0,271.0,1,1,12.5%,12.5%,37.5%,50.0%,50.0%,74.1,25.0%,41.7%,16.7%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,37.5%,50.0%,12.5%,57.1%
