Split,vsRHB
Range,L10
Dates,="8/6/2026"
Games,11

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:05 PM,Cristopher Sanchez,vs,40.1,194,5.26,0.324,0.390,1.79,0.199,0.523,9,2.01,92,30.1%,21.6%,20.3%,15.2%,9.37,15,7.7%,60.8%,5.4%,134,44.8%,11,8.2%,19.4%,34.6%,16.4%
4:10 PM,Framber Valdez,@,42.1,191,4.66,0.290,0.349,1.54,0.136,0.426,5,1.06,72,18.7%,16.2%,17.7%,8.9%,6.59,16,8.4%,58.6%,7.0%,139,45.3%,8,5.8%,12.9%,22.2%,10.8%
9:40 PM,Walker Buehler,@,20.1,97,7.23,0.289,0.402,1.87,0.265,0.554,6,2.66,46,24.0%,18.6%,15.4%,10.6%,7.97,14,14.4%,64.9%,6.7%,64,46.9%,6,9.4%,25.0%,37.5%,12.5%
6:05 PM,Miles Mikolas,@,21.2,90,6.52,0.286,0.365,1.25,0.262,0.548,6,2.49,46,13.5%,8.9%,9.2%,7.4%,3.32,3,3.3%,71.1%,7.1%,78,44.9%,7,9.0%,28.2%,27.3%,10.3%
7:40 PM,Bailey Ober,@,19.1,80,3.31,0.263,0.300,1.24,0.132,0.395,2,0.93,30,26.0%,21.2%,23.0%,14.6%,7.91,4,5.0%,78.8%,10.9%,59,35.6%,4,6.8%,25.4%,13.3%,16.9%
12:40 PM,Mason Barnett,@,9.1,41,5.67,0.257,0.367,1.50,0.229,0.486,2,1.93,17,21.2%,24.4%,15.4%,9.3%,9.64,5,12.2%,58.5%,2.2%,25,52.0%,3,12.0%,28.0%,28.6%,16.0%
2:10 PM,Braxton Ashcraft,@,19.1,82,2.89,0.256,0.293,1.19,0.128,0.385,2,0.93,30,20.1%,25.6%,20.6%,11.5%,9.78,3,3.7%,69.5%,3.0%,57,33.3%,1,1.8%,14.0%,25.0%,17.5%
12:35 PM,Brandon Young,vs,24.1,98,2.48,0.255,0.284,1.11,0.128,0.383,2,0.74,36,26.5%,25.5%,25.3%,13.1%,9.25,3,3.1%,70.7%,7.9%,70,41.4%,5,7.1%,27.1%,10.5%,17.1%
12:35 PM,Ryan Johnson,@,17.2,78,6.72,0.254,0.363,1.36,0.254,0.507,5,2.55,34,26.8%,17.9%,15.1%,13.1%,7.13,7,9.0%,62.8%,6.9%,55,41.8%,5,9.1%,30.9%,29.4%,25.5%
1:10 PM,Foster Griffin,vs,46.2,185,3.12,0.249,0.271,1.11,0.090,0.339,3,0.58,60,23.9%,16.8%,13.0%,12.5%,5.98,8,4.3%,64.3%,6.1%,146,37.0%,7,4.8%,18.5%,11.1%,12.3%
2:20 PM,David Peterson,vs,31.2,140,5.66,0.244,0.325,1.45,0.171,0.415,5,1.42,51,17.9%,11.4%,10.7%,8.0%,4.55,16,11.4%,57.9%,4.8%,108,38.9%,9,8.3%,31.5%,11.8%,13.9%
7:10 PM,Ranger Suarez,vs,37.0,155,1.75,0.241,0.268,1.24,0.057,0.298,0,-,42,24.8%,27.7%,25.3%,11.1%,10.46,12,7.7%,66.5%,5.3%,100,28.0%,2,2.0%,25.0%,-,18.0%
