Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jung Hoo Lee","SF","Bryan Woo","SEA","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Alex Call","LAD","Ryan Weathers","NYY","3","0.667","0.67","0.33","1.00","1","1","0","0","1","2","3","0.0","0.800","1"
"Jonah Heim","ATH","Zack Littell","WSH","6","0.667","0.67","0.33","1.00","2","2","0","0","2","1","6","0.0","0.714","1"
"Heliot Ramos","SF","Bryan Woo","SEA","6","0.500","0.40","0.50","1.00","2","0","0","1","1","3","6","0.0","0.500","0"
"Freddie Freeman","LAD","Ryan Weathers","NYY","10","0.500","0.56","0.20","0.70","3","2","0","0","2","0","7","10.0","0.500","0"
"Zach McKinstry","DET","Grayson Rodriguez","LAA","5","0.400","0.67","0.40","0.80","0","2","0","0","2","0","4","40.0","0.500","1"
"Ryan McMahon","NYY","Emmet Sheehan","LAD","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.400","0"
"Kyle Tucker","LAD","Ryan Weathers","NYY","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.500","1"
"Josh Naylor","SEA","Logan Webb","SF","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Teoscar Hernandez","LAD","Ryan Weathers","NYY","6","0.333","0.33","0.50","0.83","1","0","0","1","1","3","5","33.3","0.333","0"
"Logan O'Hoppe","LAA","Tarik Skubal","DET","7","0.286","0.40","0.14","0.43","1","1","0","0","1","1","3","28.6","0.286","0"
"Jorge Soler","LAA","Tarik Skubal","DET","7","0.286","0.00","0.86","1.14","0","0","0","2","2","2","8","28.6","0.500","2"
"Marcell Ozuna","PIT","Logan Allen","CLE","4","0.250","0.50","0.25","0.50","0","1","0","0","1","2","2","50.0","0.400","1"
"JP Crawford","SEA","Logan Webb","SF","8","0.250","0.33","0.13","0.38","1","1","0","0","1","3","3","25.0","0.333","1"
"Zach Neto","LAA","Tarik Skubal","DET","9","0.222","0.00","0.67","0.89","0","0","0","2","2","2","8","44.4","0.222","0"
"Tommy Edman","LAD","Ryan Weathers","NYY","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.200","0"
"Miguel Rojas","LAD","Ryan Weathers","NYY","7","0.143","0.17","0.14","0.29","0","1","0","0","1","0","2","14.3","0.333","2"
"Mookie Betts","LAD","Ryan Weathers","NYY","12","0.083","0.00","0.25","0.33","0","0","0","1","1","2","4","8.3","0.313","4"
