HR Split,Overall
Dates,="8/22/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:05 PM,Ryan Johnson,@,2.02,1.87,0.82,2.44,13.5%,23.7%,38.3%,35.5%,8.3%,445
2,4:10 PM,Jake Irvin,@,1.19,0.91,0.57,1.71,11.9%,20.7%,41.5%,31.6%,7.7%,1201
3,7:15 PM,Jared Jones,@,1.15,0.21,1.39,1.96,10.0%,23.2%,39.3%,30.6%,6.8%,373
4,7:10 PM,Luis Castillo,vs,1.05,0.95,0.39,1.79,10.5%,21.3%,39.8%,29.0%,8.0%,1406
5,6:05 PM,Andrew Painter,vs,0.78,0.94,0.01,1.93,7.3%,29.1%,36.9%,24.5%,5.4%,481
6,2:10 PM,Logan Henderson,vs,0.78,0.99,-0.30,1.67,8.6%,21.1%,38.6%,29.1%,8.6%,450
7,7:05 PM,Brandon Young,vs,0.69,-0.84,2.00,1.69,8.6%,20.9%,39.5%,27.5%,6.8%,876
8,7:15 PM,Michael Wacha,vs,0.44,-0.56,1.26,1.41,8.5%,13.3%,38.3%,31.5%,9.3%,1469
9,8:40 PM,Dean Kremer,@,0.38,-0.60,1.24,1.67,5.9%,18.3%,34.3%,34.0%,6.8%,1037
10,8:10 PM,Tanner Bibee,@,0.28,1.01,-0.70,1.47,7.3%,18.2%,36.8%,27.5%,7.4%,1528
11,8:10 PM,Rhett Lowder,@,0.24,0.56,-0.51,1.20,9.8%,14.6%,35.1%,29.5%,8.3%,568
12,7:15 PM,Drew Anderson,@,0.24,0.29,-0.06,1.22,9.9%,16.8%,34.6%,28.4%,7.3%,391
13,7:15 PM,Bryan Woo,vs,-0.04,-0.36,0.25,1.02,7.2%,13.4%,43.5%,29.1%,6.7%,1427
14,8:40 PM,Casey Mize,vs,-0.09,-0.53,0.42,0.78,9.6%,8.0%,38.7%,33.3%,8.5%,1164
15,7:10 PM,Jacob Lopez,@,-0.16,-1.15,0.17,1.43,6.2%,13.9%,26.6%,32.2%,6.6%,910
16,7:10 PM,Hunter Brown,vs,-0.18,0.44,-0.83,1.17,6.5%,20.3%,35.7%,23.5%,5.7%,1134
17,7:05 PM,Cody Bradford,vs,-0.25,0.59,-0.51,0.61,10.0%,5.9%,42.0%,34.0%,6.2%,130
18,7:05 PM,Shane McClanahan,@,-0.30,-0.60,0.02,0.76,7.3%,10.0%,40.7%,29.3%,8.6%,513
19,7:15 PM,Tarik Skubal,vs,-0.30,-0.16,-0.14,0.76,8.2%,9.0%,38.4%,29.9%,8.5%,1394
20,1:35 PM,Ryan Weathers,vs,-0.58,-0.90,-0.17,0.86,5.8%,14.8%,39.3%,19.6%,6.7%,836
21,7:15 PM,Blade Tidwell,@,-0.62,0.12,-1.00,0.84,5.9%,12.8%,37.9%,21.0%,7.1%,270
22,8:10 PM,Michael Soroka,vs,-0.74,-0.80,-0.09,0.58,7.6%,7.9%,32.8%,30.5%,6.5%,860
23,7:15 PM,David Peterson,@,-0.76,0.02,-0.74,0.77,6.0%,14.0%,37.9%,19.1%,5.1%,1330
24,4:10 PM,Eury Perez,vs,-0.77,-0.92,-0.23,0.56,5.6%,7.2%,40.3%,27.7%,7.8%,1002
25,7:15 PM,Patrick Sandoval,vs,-0.84,0.91,-0.87,0.77,6.0%,10.5%,31.5%,25.3%,6.0%,278
26,8:10 PM,Gabriel Hughes,vs,-0.85,-0.64,-0.52,0.95,4.7%,13.7%,28.1%,23.8%,6.2%,272
27,7:10 PM,Christian Scott,@,-0.89,-0.51,-0.63,0.59,6.3%,10.3%,35.5%,23.2%,6.4%,481
28,1:35 PM,Dylan Cease,@,-0.91,-0.74,-0.60,0.65,4.6%,11.2%,32.1%,30.3%,6.2%,1414
29,2:10 PM,Martin Perez,@,-0.97,-0.52,-0.66,0.65,4.9%,10.9%,37.9%,21.1%,5.9%,789
