Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Elly De La Cruz,SHB,CIN,Robert Gasser,L,42.9,33,35.1,56.2,40.4
Bryce Harper,LHB,PHI,Braxton Ashcraft,R,31.2,38.2,27.1,61.4,40
Spencer Torkelson,RHB,DET,Ryan Weathers,L,25.2,47.5,22,56.9,40
Yordan Alvarez,LHB,HOU,Zebby Matthews,R,36.8,46.4,29.5,42.7,39.4
Brandon Marsh,LHB,PHI,Braxton Ashcraft,R,37.9,47.6,32.6,27.9,37.2
Jackson Holliday,LHB,BAL,Sean Burke,R,23.3,36.1,26.8,55,36.8
Jorge Soler,RHB,LAA,George Kirby,R,49.1,29.7,31.5,47.2,36.6
Kyle Schwarber,LHB,PHI,Braxton Ashcraft,R,38.2,18.1,37.9,58.7,36.2
Vaughn Grissom,RHB,LAA,George Kirby,R,37.5,31.4,31.4,45.9,35.6
Pete Alonso,RHB,BAL,Sean Burke,R,40.6,29.7,35.4,38.2,34.6
Shohei Ohtani,LHB,LAD,Gage Jump,L,48.4,32.6,18.9,43.2,32.7
Josh Bell,SHB,MIN,Peter Lambert,R,29.8,30,27.1,43,32.4
Dillon Dingler,RHB,DET,Ryan Weathers,L,15.5,25.8,43.9,34.6,32.4
Konnor Griffin,RHB,PIT,Aaron Nola,R,34.2,39.7,20.2,35.2,32.2
Brandon Valenzuela,SHB,TOR,Sean Manaea,L,30.6,41.5,32.6,17.5,31.7
JP Crawford,LHB,SEA,Ryan Johnson,R,29.4,32.8,37.9,22.4,31.4
TJ Rumfield,LHB,COL,Sandy Alcantara,R,42.8,25.1,23.5,45,31.4
Spencer Steer,RHB,CIN,Robert Gasser,L,28.8,31.8,22.2,42.9,31.4
Jared Young,LHB,NYM,Trey Yesavage,R,42.7,18.9,21.2,56.1,31.3
Hunter Goodman,RHB,COL,Sandy Alcantara,R,31.3,27.6,33.8,33.2,31.2
Sal Stewart,RHB,CIN,Robert Gasser,L,20.7,41.8,32.2,18.6,31
Kody Clemens,LHB,MIN,Peter Lambert,R,29.8,33,16.3,44.2,30.5
Ben Rice,LHB,NYY,Casey Mize,R,47.8,17.8,17.9,56.1,30.4
Zach Neto,RHB,LAA,George Kirby,R,37.6,23.9,34.5,30,30
Ernie Clement,RHB,TOR,Sean Manaea,L,27.4,23.3,34.8,34.4,29.9
Logan O'Hoppe,RHB,LAA,George Kirby,R,63.9,28,26.7,21.7,29.6
Jo Adell,RHB,LAA,George Kirby,R,36.3,25.9,11.5,53.5,29.5
Luke Raley,LHB,SEA,Ryan Johnson,R,34.8,29.4,20.3,38.2,29.4
Julio Rodriguez,RHB,SEA,Ryan Johnson,R,55,18.8,17,48.2,29.2
Tyler Soderstrom,LHB,ATH,Eric Lauer,L,47.1,26.9,17.8,38.3,29
Masataka Yoshida,LHB,BOS,Miles Mikolas,R,18.5,26.3,22.8,43.4,28.7
Jazz Chisholm Jr.,LHB,NYY,Casey Mize,R,53.8,21.8,16.5,42.5,28.6
Randy Arozarena,RHB,SEA,Ryan Johnson,R,58.8,13.2,19.9,48.5,28.6
Dominic Canzone,LHB,SEA,Ryan Johnson,R,29.6,29.3,29.4,26.2,28.6
Willi Castro,SHB,COL,Sandy Alcantara,R,34.7,23.5,23.3,38.7,28.4
Colton Cowser,LHB,BAL,Sean Burke,R,26.5,31.8,17.9,35.5,28
Samuel Basallo,LHB,BAL,Sean Burke,R,8.8,24.9,18.1,50.2,27.6
Juan Soto,LHB,NYM,Trey Yesavage,R,23.5,33.5,9.3,42.2,27.4
Trevor Larnach,LHB,MIN,Peter Lambert,R,48.9,19.2,9.6,51.5,27.4
Willson Contreras,RHB,BOS,Miles Mikolas,R,44.6,20.8,23.3,33.5,27.1
Eugenio Suarez,RHB,CIN,Robert Gasser,L,49.3,23.4,21.1,30.7,27.1
Max Muncy,LHB,LAD,Gage Jump,L,43.2,29.5,11.6,35.8,27.1
Trea Turner,RHB,PHI,Braxton Ashcraft,R,40.5,16.1,24,40.8,27.1
Jake Burger,RHB,TEX,Parker Messick,L,19.9,22.9,26.8,35,26.8
Shea Langeliers,RHB,ATH,Eric Lauer,L,15.6,30.6,30,22,26.8
Josh Naylor,LHB,SEA,Ryan Johnson,R,30.4,28.5,22.8,26.5,26.5
Jacob Gonzalez,LHB,CWS,Shane Baz,R,17.7,10.5,37.4,39,26.4
Cal Raleigh,SHB,SEA,Ryan Johnson,R,51.4,20.3,11.1,40.5,25.7
Marcell Ozuna,RHB,PIT,Aaron Nola,R,38.8,21.6,11.1,43.5,25.6
Isaac Paredes,RHB,HOU,Zebby Matthews,R,32.3,15.8,26.2,35.6,25.5
Nolan Schanuel,LHB,LAA,George Kirby,R,37.9,9.8,24.6,42,25.1
Gary Sanchez,RHB,MIL,Nick Lodolo,L,35.9,18.6,10.4,47.2,25
Mickey Moniak,LHB,COL,Sandy Alcantara,R,35.6,19.6,15.1,39.9,24.9
Nolan Arenado,RHB,ARI,Tyler Mahle,R,31.8,14.6,27.1,33.4,24.8
Austin Wells,LHB,NYY,Casey Mize,R,45.4,22.9,5.5,42.5,24.8
Colt Emerson,LHB,SEA,Ryan Johnson,R,37.7,19.4,15.1,38.4,24.7
Andrew Benintendi,LHB,CWS,Shane Baz,R,31.8,26.9,23.4,20.3,24.7
Cam Smith,RHB,HOU,Zebby Matthews,R,51.9,22,11.9,32.2,24.5
Drew Romo,SHB,CWS,Shane Baz,R,63.6,13.6,20.3,29.3,24.5
Connor Wong,RHB,BOS,Miles Mikolas,R,46.3,15.7,,57.1,24.4
Bryson Stott,LHB,PHI,Braxton Ashcraft,R,22.3,29.8,10.2,34.9,24.4
Nick Kurtz,LHB,ATH,Eric Lauer,L,48.6,22.6,31.1,8.7,24.3
Christian Walker,RHB,HOU,Zebby Matthews,R,37.7,18.9,20.5,29.9,24
Matt McLain,RHB,CIN,Robert Gasser,L,32.6,10,10,56.1,23.8
Alec Bohm,RHB,PHI,Braxton Ashcraft,R,36.4,12.1,17.8,41.1,23.5
Oswald Peraza,RHB,LAA,George Kirby,R,32.4,17.4,17.3,33.8,23
Mookie Betts,RHB,LAD,Gage Jump,L,32.2,18.9,9.6,40.4,22.8
Jake McCarthy,LHB,COL,Sandy Alcantara,R,45.4,25.8,9.1,25.8,22.8
Ezequiel Tovar,RHB,COL,Sandy Alcantara,R,31.4,14.2,23.9,30.2,22.8
Chase Meidroth,RHB,CWS,Shane Baz,R,22.5,29.4,15.8,21.7,22.7
Endy Rodriguez,SHB,PIT,Aaron Nola,R,41.1,22.6,9.3,31,22.6
Spencer Jones,LHB,NYY,Casey Mize,R,40.5,9.5,9.5,48.8,22.4
Ceddanne Rafaela,RHB,BOS,Miles Mikolas,R,32.1,13.5,16.6,37.8,22.4
