Matchup,BAL @ DET
Pitcher,Kyle Bradish
Pitcher Team,BAL
Opposing Team,DET

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,14.1,1.53,="14-56",.250,.411,0.161,2,1,1,6,26.6,8,.344,.755
Batting Second,12.1,1.95,="17-52",.327,.481,0.154,1,5,0,6,16.9,7,.407,.888
Batting Third,15.2,0.77,="6-52",.115,.212,0.097,1,2,0,1,32.8,6,.207,.419
Batting Fourth,11.0,1.55,="10-44",.227,.432,0.205,2,3,0,5,25.0,7,.346,.778
Batting Fifth,12.1,1.30,="11-46",.239,.522,0.283,3,2,1,9,19.2,5,.308,.830
Batting Sixth,11.0,1.55,="10-41",.244,.341,0.097,1,1,0,3,24.5,7,.347,.688
Batting Seventh,12.0,1.25,="11-45",.244,.333,0.089,1,1,0,4,14.3,4,.306,.639
Batting Eighth,11.0,1.55,="13-43",.302,.419,0.117,1,2,0,6,17.0,4,.362,.781
Batting Ninth,12.0,0.83,="7-43",.163,.209,0.046,0,2,0,3,29.8,3,.234,.443

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Matt Vierling RHB,Batting First ​,="13-47",.277,.447,0.170,2,2,0,7,17.3,4,.327,.774
Kevin McGonigle LHB,Batting First ​,="67-226",.296,.473,0.177,8,14,1,20,13.2,38,.400,.873
Gleyber Torres RHB,Batting Second ​,="30-96",.313,.385,0.072,2,1,0,9,16.0,26,.456,.841
Dillon Dingler RHB,Batting Second ​,="34-116",.293,.491,0.198,5,8,0,15,23.0,5,.333,.824
Colt Keith LHB,Batting Third ​,="30-114",.263,.325,0.062,0,7,0,7,22.3,6,.298,.623
Riley Greene LHB,Batting Fourth ​,="67-247",.271,.466,0.195,11,13,1,38,28.6,29,.346,.812
Spencer Torkelson RHB,Batting Fifth ​,="26-129",.202,.419,0.217,7,7,0,17,32.9,14,.290,.709
Kerry Carpenter LHB,Batting Sixth ​,="16-85",.188,.353,0.165,2,4,2,8,23.4,6,.266,.619
Zach McKinstry LHB,Batting Seventh ​,="19-89",.213,.315,0.102,2,3,0,11,15.6,6,.263,.578
Ben Malgeri RHB,Batting Eighth ​,="6-19",.316,.421,0.105,0,2,0,3,8.7,4,.435,.856
Hao-Yu Lee RHB,Batting Eighth ​,="16-64",.250,.438,0.188,2,4,1,8,27.9,3,.284,.722
Jake Rogers RHB,Batting Ninth ​,="11-77",.143,.234,0.091,1,2,1,5,26.7,9,.236,.470
James Outman LHB,Batting Ninth ​,="17-93",.183,.344,0.161,3,4,1,10,41.1,2,.200,.544
