Matchup,DET @ TEX
Pitcher,Framber Valdez
Pitcher Team,DET
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.2,244,0.264,0.335,0.426,0.162,1.38,8,1.29,8.2%,20.2%,18.4%,19.1%,9.2%,7.28,58.6%,7.4%,8.7%,41.0%,21.4%,18.9%,15.0%
vsLHB,15.1,65,0.237,0.299,0.373,0.136,1.24,2,1.17,7.7%,28.0%,33.8%,32.4%,12.9%,12.91,64.6%,7.3%,10.8%,32.4%,21.6%,25.0%,8.1%
vsRHB,40.1,179,0.274,0.349,0.446,0.172,1.44,6,1.34,8.4%,17.4%,12.8%,13.8%,7.9%,5.13,56.4%,7.5%,8.1%,43.4%,21.3%,17.2%,16.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Elias Diaz RHB,,+850,25,17,3.80,2,2,0.235,0.235,0.647,0.412,0.374,-,29.0%,17.6%,20.9%,83.9,252.2,3,2,14.3%,14.3%,21.4%,21.4%,28.6%,75.9,60.0%,16.0%,8.0%,89.3%,42.8%,35.7%,40.0%,7.1%,42.9%,42.9%,28.6%,28.6%,33.3%
Kyle Higashioka RHB,,+710,13,11,3.80,2,3,0.500,0.636,1.375,0.875,0.755,27.3%,19.0%,9.1%,7.8%,87.8,315.8,3,2,28.6%,28.6%,42.9%,42.9%,42.9%,71.5,10.0%,20.0%,15.0%,100.0%,85.7%,57.1%,50.0%,28.6%,14.3%,42.9%,14.3%,42.9%,22.2%
Josh Jung RHB,,+810,23,14,4.80,0,0,0.400,0.571,0.500,0.100,0.467,28.6%,26.3%,14.3%,8.9%,93.3,263.1,2,0,-,-,12.5%,62.5%,37.5%,70.3,-,46.7%,13.3%,83.3%,62.5%,25.0%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,6.7%
Alejandro Osuna LHB,,+1500,13,13,4.00,0,0,0.231,0.231,0.231,-,0.205,-,5.6%,15.4%,3.1%,82.1,253.7,1,0,-,-,-,20.0%,10.0%,70.0,6.7%,40.0%,-,88.2%,20.0%,10.0%,0.0%,10.0%,60.0%,20.0%,50.0%,30.0%,18.2%
Nicky Lopez LHB,,+2500,1,12,3.20,0,0,0.455,0.500,0.455,-,0.431,-,17.6%,8.3%,8.6%,68.2,162.3,0,0,-,-,10.0%,10.0%,20.0%,65.8,-,28.6%,-,93.3%,10.0%,-,-,10.0%,60.0%,20.0%,60.0%,20.0%,50.0%
Ezequiel Duran RHB,,+920,17,12,4.00,0,0,0.333,0.333,0.417,0.083,0.328,-,19.4%,16.7%,11.3%,94.2,190.3,0,0,-,-,20.0%,40.0%,30.0%,72.0,10.7%,28.6%,14.3%,93.3%,30.0%,-,-,30.0%,70.0%,60.0%,40.0%,-,40.0%
Justin Foscue RHB,,+750,15,12,3.40,0,0,0.455,0.500,0.636,0.182,0.488,8.3%,15.8%,16.7%,7.9%,88.6,205.0,1,1,11.1%,11.1%,33.3%,44.4%,33.3%,72.9,27.8%,33.3%,16.7%,94.7%,33.3%,-,-,33.3%,55.6%,55.6%,33.3%,11.1%,33.3%
Jake Burger RHB,,+514,27,11,4.40,0,0,0.125,0.273,0.125,-,0.199,18.2%,29.4%,36.4%,11.9%,79.3,335.9,2,0,-,-,-,20.0%,-,76.1,60.0%,13.3%,-,88.2%,40.0%,40.0%,0.0%,-,60.0%,40.0%,40.0%,20.0%,25.0%
Evan Carter LHB,,+1060,6,10,3.20,0,0,0.222,0.300,0.222,-,0.243,10.0%,33.3%,30.0%,13.0%,70.8,254.7,0,0,-,-,16.7%,16.7%,16.7%,68.0,-,25.0%,-,57.1%,16.7%,16.7%,0.0%,-,66.7%,50.0%,33.3%,16.7%,16.7%
Brandon Nimmo LHB,—,N/A,19,8,4.40,0,0,0.250,0.250,0.375,0.125,0.270,-,18.2%,-,11.8%,84.5,257.6,1,1,12.5%,-,25.0%,25.0%,37.5%,72.7,20.0%,15.0%,5.0%,95.2%,62.5%,50.0%,0.0%,12.5%,25.0%,37.5%,37.5%,25.0%,77.8%
Joc Pederson LHB,—,N/A,18,6,4.00,0,0,0.400,0.500,1.200,0.800,0.660,-,28.6%,50.0%,12.5%,101.5,247.6,0,0,-,-,50.0%,100.0%,100.0%,71.2,20.0%,20.0%,20.0%,71.4%,100.0%,-,-,100.0%,-,50.0%,50.0%,-,11.1%
Cameron Cauley RHB,—,N/A,-,4,3.33,0,0,0.250,0.250,0.750,0.500,0.405,-,28.6%,25.0%,22.2%,84.6,167.8,0,0,-,-,-,-,33.3%,66.3,-,33.3%,-,85.7%,33.3%,-,-,33.3%,66.7%,-,66.7%,33.3%,75.0%
Josh Smith LHB,—,N/A,7,4,3.00,0,0,0.250,0.250,0.250,-,0.222,-,27.3%,25.0%,12.5%,84.5,111.0,0,0,-,-,-,33.3%,33.3%,67.4,-,22.2%,11.1%,90.0%,33.3%,-,-,33.3%,66.7%,33.3%,33.3%,33.3%,22.2%
