Matchup,PIT @ COL
Pitcher,Paul Skenes
Pitcher Team,PIT
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,82.0,325,0.198,0.251,0.327,0.129,0.93,8,0.88,4.9%,28.3%,30.5%,22.8%,14.3%,10.87,61.5%,6.1%,5.8%,35.7%,20.3%,19.0%,13.5%
vsLHB,48.1,188,0.200,0.252,0.326,0.126,0.95,4,0.74,5.9%,28.3%,29.3%,21.9%,14.5%,10.24,57.9%,5.1%,5.7%,33.6%,22.1%,14.8%,13.9%
vsRHB,33.2,137,0.195,0.249,0.328,0.133,0.89,4,1.07,3.6%,28.2%,32.1%,24.0%,13.9%,11.76,66.4%,7.5%,5.9%,38.8%,17.6%,26.7%,12.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,+320,37,19,4.40,2,1,0.111,0.158,0.444,0.333,0.255,5.3%,33.3%,21.1%,20.0%,85.5,248.0,3,1,15.4%,-,23.1%,23.1%,30.8%,73.1,32.0%,20.0%,4.0%,100.0%,46.2%,16.7%,23.1%,15.4%,38.5%,23.1%,38.5%,61.9%
Brett Sullivan LHB,—,N/A,6,18,3.20,2,3,0.188,0.222,0.562,0.375,0.319,5.6%,10.0%,22.2%,5.4%,92.4,267.9,4,3,15.4%,15.4%,30.8%,38.5%,38.5%,69.0,8.3%,41.7%,12.5%,100.0%,38.5%,40.0%,15.4%,23.1%,53.8%,15.4%,30.8%,20.0%
Tyler Freeman RHB,,+1120,19,27,4.00,1,3,0.333,0.481,0.619,0.286,0.466,14.8%,4.7%,3.7%,2.4%,88.7,239.2,4,3,10.0%,10.0%,20.0%,50.0%,25.0%,69.6,7.5%,35.0%,17.5%,97.6%,20.0%,25.0%,30.0%,45.0%,40.0%,30.0%,30.0%,43.5%
Jake McCarthy LHB,,+950,16,26,4.60,1,1,0.375,0.423,0.625,0.250,0.448,7.7%,20.4%,15.4%,11.2%,86.4,258.5,5,1,5.0%,-,10.0%,30.0%,65.0%,70.7,7.3%,31.7%,9.8%,85.4%,30.0%,16.7%,35.0%,30.0%,20.0%,55.0%,25.0%,33.3%
Kyle Karros RHB,,+980,22,17,3.80,1,1,0.400,0.471,0.733,0.333,0.505,11.8%,7.1%,-,3.8%,86.0,338.3,3,2,13.3%,-,13.3%,46.7%,33.3%,69.4,-,36.8%,15.8%,90.5%,26.7%,25.0%,6.7%,66.7%,53.3%,20.0%,26.7%,66.7%
TJ Rumfield LHB,,+610,28,14,4.40,1,1,0.333,0.429,0.750,0.417,0.488,14.3%,9.1%,7.1%,4.0%,81.0,286.6,4,1,-,-,27.3%,27.3%,36.4%,69.3,10.5%,21.1%,5.3%,95.0%,45.5%,20.0%,27.3%,27.3%,27.3%,27.3%,45.5%,46.2%
Sterlin Thompson LHB,—,N/A,14,13,3.40,1,2,0.231,0.231,0.462,0.231,0.298,-,32.1%,46.2%,17.0%,84.6,350.4,2,2,28.6%,-,-,42.9%,28.6%,76.2,73.7%,15.8%,15.8%,90.5%,28.6%,50.0%,14.3%,57.1%,42.9%,28.6%,28.6%,50.0%
Ezequiel Tovar RHB,,+680,20,17,4.00,0,0,0.188,0.235,0.188,-,0.195,5.9%,17.6%,23.5%,11.3%,87.9,256.3,1,0,-,-,8.3%,25.0%,33.3%,72.6,29.6%,14.8%,7.4%,87.1%,25.0%,0.0%,33.3%,41.7%,50.0%,16.7%,33.3%,70.0%
Willi Castro SHB,,+625,30,16,4.20,0,0,0.385,0.500,0.462,0.077,0.424,18.8%,27.6%,12.5%,14.0%,89.9,274.1,2,0,9.1%,-,18.2%,36.4%,54.5%,72.7,26.1%,26.1%,4.3%,92.0%,45.5%,0.0%,45.5%,9.1%,27.3%,36.4%,36.4%,37.5%
Edouard Julien LHB,,+980,20,15,2.60,0,0,0.214,0.267,0.214,-,0.221,6.7%,12.0%,13.3%,5.6%,91.4,273.5,3,1,-,-,-,58.3%,58.3%,72.4,9.1%,36.4%,13.6%,95.7%,16.7%,0.0%,41.7%,41.7%,8.3%,75.0%,16.7%,38.5%
