Matchup,CLE @ HOU
Pitcher,Spencer Arrighetti
Pitcher Team,HOU
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,63.0,269,0.199,0.279,0.270,0.071,1.22,3,0.43,11.9%,25.6%,22.3%,24.4%,11.0%,8.57,51.5%,7.0%,5.4%,29.3%,28.1%,6.4%,19.8%
vsLHB,33.0,146,0.188,0.281,0.222,0.034,1.36,0,-,15.8%,29.0%,24.7%,25.4%,11.0%,9.82,48.3%,6.3%,3.7%,28.4%,28.4%,-,17.3%
vsRHB,29.2,123,0.211,0.277,0.321,0.110,1.08,3,0.91,7.3%,22.2%,19.5%,23.1%,11.0%,7.28,55.3%,8.1%,7.0%,30.2%,27.9%,12.5%,22.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Travis Bazzana LHB,,+730,25,18,4.20,1,4,0.235,0.278,0.529,0.294,0.343,5.6%,11.1%,11.1%,4.8%,89.7,300.0,6,2,6.7%,6.7%,20.0%,26.7%,26.7%,71.6,26.9%,38.5%,7.7%,100.0%,46.7%,14.3%,20.0%,33.3%,53.3%,20.0%,26.7%,28.6%
Daniel Schneemann LHB,,+810,10,11,3.00,1,1,0.182,0.182,0.455,0.273,0.272,-,34.3%,63.6%,18.8%,92.2,263.2,1,1,25.0%,25.0%,25.0%,50.0%,50.0%,70.8,10.3%,10.3%,6.9%,82.9%,25.0%,100.0%,25.0%,50.0%,50.0%,25.0%,25.0%,31.6%
Gabriel Arias RHB,,+590,11,11,3.60,1,1,0.200,0.273,0.500,0.300,0.331,9.1%,15.4%,27.3%,3.5%,88.5,296.2,1,1,14.3%,-,14.3%,71.4%,28.6%,75.8,54.5%,36.4%,36.4%,84.6%,14.3%,100.0%,28.6%,57.1%,28.6%,57.1%,14.3%,0.0%
Rhys Hoskins RHB,,+444,24,21,4.20,0,0,0.158,0.238,0.263,0.105,0.229,4.8%,21.4%,28.6%,9.1%,87.8,199.7,1,1,-,-,53.8%,30.8%,38.5%,72.6,28.0%,36.0%,8.0%,92.6%,7.7%,0.0%,46.2%,15.4%,69.2%,30.8%,-,35.0%
Austin Hedges RHB,—,N/A,10,19,3.40,0,1,0.278,0.316,0.278,-,0.268,5.3%,11.5%,15.8%,5.0%,87.1,251.5,3,1,6.7%,6.7%,20.0%,20.0%,46.7%,69.3,25.0%,33.3%,12.5%,92.3%,13.3%,0.0%,46.7%,26.7%,40.0%,40.0%,20.0%,37.5%
Patrick Bailey SHB,,+900,9,17,3.80,0,1,0.294,0.294,0.294,-,0.262,-,29.4%,35.3%,15.6%,86.4,258.2,2,0,-,-,-,36.4%,36.4%,73.3,31.0%,20.7%,13.8%,87.9%,18.2%,0.0%,27.3%,54.5%,18.2%,45.5%,36.4%,46.7%
Kyle Manzardo LHB,,+521,20,16,3.60,0,1,0.188,0.188,0.250,0.062,0.191,-,23.1%,31.2%,13.0%,92.8,264.1,5,1,-,-,27.3%,45.5%,27.3%,69.2,6.1%,30.3%,12.1%,89.2%,45.5%,0.0%,27.3%,18.2%,27.3%,63.6%,9.1%,29.4%
Steven Kwan LHB,,+1600,6,16,3.00,0,0,0.333,0.375,0.400,0.067,0.342,6.2%,4.0%,-,1.7%,88.2,263.2,3,0,-,-,20.0%,13.3%,60.0%,62.9,-,58.3%,-,96.0%,26.7%,0.0%,46.7%,26.7%,26.7%,53.3%,20.0%,0.0%
David Fry RHB,—,N/A,17,13,2.80,0,2,0.250,0.308,0.417,0.167,0.314,7.7%,25.0%,7.7%,12.2%,85.8,240.8,4,1,9.1%,9.1%,27.3%,18.2%,27.3%,71.9,5.9%,29.4%,5.9%,89.5%,27.3%,0.0%,18.2%,27.3%,45.5%,36.4%,18.2%,41.7%
Brayan Rocchio SHB,,+980,3,13,4.00,0,1,0.083,0.154,0.167,0.083,0.148,7.7%,20.7%,38.5%,9.4%,90.9,193.6,1,0,-,-,28.6%,28.6%,28.6%,69.6,8.0%,16.0%,8.0%,89.3%,14.3%,0.0%,14.3%,42.9%,57.1%,14.3%,28.6%,27.3%
Petey Halpin LHB,,+800,22,11,2.00,0,1,0.455,0.455,0.545,0.091,0.439,-,9.5%,9.1%,5.1%,92.5,263.9,2,1,10.0%,-,20.0%,50.0%,50.0%,70.7,5.0%,35.0%,25.0%,95.2%,60.0%,0.0%,30.0%,10.0%,20.0%,30.0%,50.0%,33.3%
Stuart Fairchild RHB,—,N/A,-,4,2.80,0,0,0.333,0.500,0.333,-,0.385,25.0%,77.8%,50.0%,43.8%,104.2,-,0,0,-,-,-,100.0%,-,71.5,-,11.1%,11.1%,100.0%,-,-,-,100.0%,-,100.0%,-,25.0%
Kahlil Watson LHB,,+810,-,1,3.00,0,0,-,-,-,-,-,-,100.0%,100.0%,40.0%,-,-,0,0,-,-,-,-,-,73.6,-,-,-,100.0%,-,-,-,-,-,-,-,0.0%
