Matchup,WSH @ TB
Pitcher,Griffin Jax
Pitcher Team,TB
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,44.0,184,0.256,0.316,0.402,0.146,1.36,7,1.43,9.8%,30.8%,22.3%,23.4%,14.8%,8.39,65.1%,7.0%,9.6%,40.0%,21.6%,25.9%,13.6%
vsLHB,23.2,104,0.277,0.330,0.426,0.149,1.52,4,1.52,9.6%,29.2%,21.2%,22.2%,14.6%,8.37,65.1%,6.8%,8.3%,34.7%,19.4%,28.6%,13.9%
vsRHB,20.0,80,0.229,0.299,0.371,0.143,1.20,3,1.35,10.0%,33.1%,23.8%,25.0%,15.2%,8.55,65.0%,7.3%,11.3%,47.2%,24.5%,23.1%,13.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Luis Garcia Jr. LHB,,+630,15,28,3.80,2,4,0.321,0.321,0.607,0.286,0.400,-,14.0%,7.1%,6.4%,90.9,279.5,6,4,11.5%,7.7%,19.2%,42.3%,19.2%,75.0,47.5%,40.0%,22.5%,95.2%,23.1%,33.3%,11.5%,53.8%,50.0%,26.9%,23.1%,26.7%
James Wood LHB,,+320,30,29,4.60,1,2,0.304,0.414,0.478,0.174,0.382,17.2%,21.1%,20.7%,6.6%,93.1,301.7,5,4,11.1%,5.6%,11.1%,55.6%,38.9%,76.8,71.4%,25.7%,28.6%,92.1%,16.7%,33.3%,33.3%,50.0%,38.9%,33.3%,27.8%,17.2%
Drew Millas SHB,—,N/A,12,28,3.60,1,2,0.240,0.321,0.400,0.160,0.320,7.1%,19.1%,10.7%,8.0%,83.4,229.4,3,2,4.5%,4.5%,22.7%,22.7%,31.8%,67.3,6.7%,26.7%,8.9%,97.8%,18.2%,25.0%,27.3%,45.5%,54.5%,18.2%,27.3%,30.0%
CJ Abrams LHB,,+520,23,23,4.20,1,2,0.217,0.217,0.348,0.130,0.246,-,31.4%,26.1%,19.3%,91.4,232.9,4,2,5.9%,-,23.5%,41.2%,35.3%,74.2,42.6%,23.4%,6.4%,94.0%,23.5%,25.0%,29.4%,29.4%,41.2%,35.3%,23.5%,33.3%
Dylan Crews RHB,,+630,20,20,4.20,1,1,0.150,0.150,0.350,0.200,0.213,-,17.1%,10.0%,10.9%,96.2,297.3,5,1,5.6%,-,16.7%,55.6%,33.3%,74.8,43.2%,35.1%,27.0%,90.2%,33.3%,16.7%,22.2%,44.4%,33.3%,55.6%,11.1%,43.5%
Keibert Ruiz SHB,,+730,12,20,3.60,1,2,0.278,0.350,0.444,0.167,0.348,10.0%,17.1%,5.0%,9.0%,89.7,260.0,3,3,5.9%,5.9%,29.4%,29.4%,11.8%,68.2,-,39.4%,15.2%,97.1%,35.3%,16.7%,5.9%,47.1%,52.9%,23.5%,23.5%,50.0%
Nasim Nuñez SHB,,+1600,8,27,3.60,0,0,0.400,0.444,0.520,0.120,0.419,7.4%,25.5%,29.6%,12.0%,82.4,213.7,2,0,-,-,23.5%,23.5%,52.9%,68.3,-,20.0%,4.0%,92.6%,5.9%,0.0%,58.8%,29.4%,47.1%,23.5%,29.4%,31.0%
Daylen Lile LHB,,+820,15,26,4.00,0,2,0.182,0.308,0.318,0.136,0.285,7.7%,17.4%,7.7%,8.8%,88.3,298.8,6,2,10.0%,-,20.0%,40.0%,40.0%,71.1,10.0%,25.0%,15.0%,90.9%,35.0%,0.0%,20.0%,45.0%,50.0%,25.0%,25.0%,46.2%
Jorbit Vivas LHB,—,N/A,18,22,3.20,0,1,0.150,0.227,0.200,0.050,0.198,9.1%,17.1%,9.1%,7.4%,87.1,281.8,5,2,11.1%,5.6%,27.8%,38.9%,44.4%,69.7,3.1%,37.5%,15.6%,100.0%,33.3%,0.0%,27.8%,38.9%,61.1%,22.2%,16.7%,33.3%
Jacob Young RHB,,+1260,13,22,4.00,0,2,0.238,0.273,0.381,0.143,0.282,4.5%,18.2%,31.8%,7.8%,88.0,255.6,2,2,14.3%,-,7.1%,28.6%,21.4%,68.0,-,32.1%,10.7%,87.5%,42.9%,0.0%,7.1%,42.9%,14.3%,28.6%,57.1%,15.0%
